,"Taylor Bertolet kickoff for 60 yds , Shon Carson return for 14 yds to the SCaro 19",38,14
1st and 10 at SC 19,Dylan Thompson run for 6 yds to the SCaro 25,,
2nd and 4 at SC 25,Dylan Thompson pass incomplete to Rory Anderson,,
3rd and 4 at SC 25,Dylan Thompson pass complete to Nick Jones for 6 yds to the SCaro 31 for a 1ST down,,
1st and 10 at SC 31,Dylan Thompson pass complete to Nick Jones for 11 yds to the SCaro 42 for a 1ST down,,
1st and 10 at SC 42,Brandon Wilds run for 14 yds to the TexAM 44 for a 1ST down,,
1st and 10 at TA&M 44,"TEXAS A&M Penalty, Substitution Infraction (5 Yards) to the TexAM 39",,
1st and 5 at TA&M 39,Dylan Thompson pass complete to Nick Jones for 17 yds to the TexAM 22 for a 1ST down,,
1st and 10 at TA&M 22,Shon Carson run for 2 yds to the TexAM 20,,
2nd and 8 at TA&M 20,"TEXAS A&M Penalty, Defensive Pass Interference (Devonta Burns) to the TexAM 5 for a 1ST down",,
1st and Goal at TA&M 5,"Dylan Thompson pass complete to Pharoh Cooper for 5 yds for a TD, (Elliott Fry KICK)",38,21
"SC DRIVE TOTALS: 8 plays, 81 yards, 3:35",,,
Texas A&M at 7:33,,TA&M,USC
,Landon Ard on-side kick recovered by TEXAS A&M at the SCaro 42,38,21
1st and 10 at SC 42,Kenny Hill pass incomplete to Speedy Noil,,
2nd and 10 at SC 42,Kenny Hill pass complete to Sabian Holmes for 14 yds to the SCaro 28 for a 1ST down,,
1st and 10 at SC 28,Kenny Hill pass complete to Malcome Kennedy for 3 yds to the SCaro 25,,
2nd and 7 at SC 25,Kenny Hill pass complete to Speedy Noil for 8 yds to the SCaro 17 for a 1ST down,,
1st and 10 at SC 17,Trey Williams run for 11 yds to the SCaro 6 for a 1ST down,,
1st and Goal at SC 6,Kenny Hill pass incomplete to Speedy Noil,,
2nd and Goal at SC 6,Kenny Hill run for 4 yds to the SCaro 2,,
3rd and Goal at SC 2,"Tra Carson run for 2 yds for a TD, (Josh Lambo KICK)",45,21
"TA&M DRIVE TOTALS: 8 plays, 42 yards, 2:27",,,
South Carolina at 5:06,,TA&M,USC
,Taylor Bertolet kickoff for 65 yds for a touchback,45,21
,"Timeout SOUTH CAROLINA, clock 05:06",,
1st and 10 at SC 25,Dylan Thompson pass complete to Jerell Adams for 27 yds to the TexAM 48 for a 1ST down,,
1st and 10 at TA&M 48,Brandon Wilds run for 5 yds to the TexAM 43,,
2nd and 5 at TA&M 43,Brandon Wilds run for 6 yds to the TexAM 37 for a 1ST down,,
1st and 10 at TA&M 37,Dylan Thompson pass incomplete to Damiere Byrd,,
2nd and 10 at TA&M 37,Dylan Thompson pass complete to Pharoh Cooper for 27 yds to the TexAM 10 for a 1ST down,,
