0716000920140830,,716,9
1st Quarter Play-by-Play
Troy at 15:00,,TSU,UAB
,Ty Long kickoff for 65 yds for a touchback,0,0
1st and 10 at TROY 25,"Brandon Silvers pass complete to Chandler Worthy for 41 yds to the UAB 34 for a 1ST down UAB Penalty, personal foul (Harris Gaston) to the UAB 19 for a 1ST down",,
1st and 10 at UAB 19,Brandon Silvers pass complete to Brandon Burks for 7 yds to the UAB 12,,
2nd and 3 at UAB 12,Brandon Burks run for 10 yds to the UAB 2 for a 1ST down,,
1st and Goal at UAB 2,Jordan Chunn run for 1 yd to the UAB 1,,
2nd and Goal at UAB 1,"Jordan Chunn run for 1 yd for a TD, (Ryan Kay KICK)",7,0
"TROY DRIVE TOTALS: 5 plays, 75 yards, 1:29"
UAB at 13:23,,TSU,UAB
,"Jed Solomon kickoff for 62 yds , Jamarcus Nelson return for 28 yds to the UAB 31",7,0
1st and 10 at UAB 31,Cody Clements pass complete to D.J. Vinson for 8 yds to the UAB 39,,
2nd and 2 at UAB 39,Cody Clements pass complete to Jamarcus Nelson for 12 yds to the Troy 49 for a 1ST down,,
1st and 10 at TROY 49,Jordan Howard run for 6 yds to the Troy 43,,
2nd and 4 at TROY 43,Cody Clements pass incomplete to N/A,,
3rd and 4 at TROY 43,Cody Clements pass complete to Tristan Henderson for 14 yds to the Troy 29 for a 1ST down,,
1st and 10 at TROY 29,Jordan Howard run for 16 yds to the Troy 13 for a 1ST down,,
1st and 10 at TROY 13,Jordan Howard run for 1 yd to the Troy 12,,
2nd and 9 at TROY 12,Cody Clements pass complete to Gerald Everett for 6 yds to the Troy 6,,
3rd and 3 at TROY 6,Jordan Howard run for 3 yds to the Troy 3 for a 1ST down,,
1st and Goal at TROY 3,Jordan Howard run for 1 yd to the Troy 2,,
2nd and Goal at TROY 2,Jordan Howard run for no gain to the Troy 2,,
,"Timeout UAB, clock 08:56",,
3rd and Goal at TROY 2,"Jordan Howard run for 2 yds for a TD, (Ty Long KICK)",7,7
"UAB DRIVE TOTALS: 12 plays, 69 yards, 4:32"
Troy at 8:51,,TSU,UAB
,Ty Long kickoff for 65 yds for a touchback,7,7
1st and 10 at TROY 25,Brandon Silvers pass complete to Bryan Holmes for 5 yds to the Troy 30,,
2nd and 5 at TROY 30,Brandon Silvers pass complete to Brandon Burks for 4 yds to the Troy 34,,
3rd and 1 at TROY 34,Jordan Chunn run for 3 yds to the Troy 37 for a 1ST down,,
1st and 10 at TROY 37,Jordan Chunn run for 1 yd to the Troy 38,,
2nd and 9 at TROY 38,Brandon Silvers pass complete to B.J. Chitty for 7 yds to the Troy 45,,
3rd and 2 at TROY 45,"Jordan Chunn run for a loss of 2 yards to the Troy 42 Jordan Chunn fumbled, forced by Jake Ganus, recovered by UAB Kalen Jackson",,
"TROY DRIVE TOTALS: 6 plays, 17 yards, 3:29"
UAB at 5:22,,TSU,UAB
1st and 10 at TROY 42,Jordan Howard run for 9 yds to the Troy 33,7,7
2nd and 1 at TROY 33,Cody Clements run for 5 yds to the Troy 28 for a 1ST down,,
1st and 10 at TROY 28,Jordan Howard run for 12 yds to the Troy 16 for a 1ST down,,
1st and 10 at TROY 16,D.J. Vinson run for 11 yds to the Troy 5 for a 1ST down,,
1st and Goal at TROY 5,D.J. Vinson run for 2 yds to the Troy 3,,
2nd and Goal at TROY 3,"Cody Clements pass complete to Kennard Backman for 3 yds for a TD, (Ty Long KICK)",7,14
"UAB DRIVE TOTALS: 6 plays, 42 yards, 0:49"
Troy at 4:33,,TSU,UAB
,Ty Long kickoff for 65 yds for a touchback,7,14
1st and 10 at TROY 25,Brandon Burks run for 1 yd to the Troy 26,,
2nd and 9 at TROY 26,"Brandon Silvers pass incomplete to Chandler Worthy, broken up by Jimmy Jean",,
3rd and 9 at TROY 26,Brandon Silvers pass incomplete to N/A,,
4th and 9 at TROY 26,"Ryan Kay punt for 50 yds , Jamarcus Nelson returns for 21 yds to the UAB 45",,
"TROY DRIVE TOTALS: 3 plays, 1 yard, 0:52"
UAB at 3:41,,TSU,UAB
1st and 10 at UAB 45,Jordan Howard run for 11 yds to the Troy 44 for a 1ST down,7,14
1st and 10 at TROY 44,Cody Clements run for 1 yd to the Troy 43,,
2nd and 9 at TROY 43,"Cody Clements pass complete to Tristan Henderson for no gain to the Troy 43 for a 1ST down TROY Penalty, personal foul (Tyler Roberts) to the Troy 28 for a 1ST down",,
