0096046520141010,,96,465
1st Quarter Play-by-Play
UNLV at 15:00,,FSU,UNLV
,"Garrett Swanson kickoff for 65 yds , Jay Mitchell return for 14 yds to the UNLV 14",0,0
1st and 10 at UNLV 14,"UNLV Penalty, false start (N/A) to the UNLV 9",,
1st and 15 at UNLV 9,Blake Decker run for 5 yds to the UNLV 14,,
2nd and 10 at UNLV 14,Blake Decker pass complete to Marcus Sullivan for 2 yds to the UNLV 16,,
3rd and 8 at UNLV 16,Blake Decker pass complete to Anthony Williams for 13 yds to the UNLV 29 for a 1ST down,,
1st and 10 at UNLV 29,Blake Decker pass complete to Devonte Boyd for 11 yds to the UNLV 40 for a 1ST down,,
1st and 10 at UNLV 40,Keith Whitely run for 38 yds to the FrsSt 22 for a 1ST down,,
1st and 10 at FRES 22,Blake Decker sacked by Maurice Poyadue and Donavon Lewis for a loss of 1 yard to the FrsSt 23,,
2nd and 11 at FRES 23,Keith Whitely run for 4 yds to the FrsSt 19,,
3rd and 7 at FRES 19,Blake Decker pass complete to Marcus Sullivan for 3 yds to the FrsSt 16,,
4th and 4 at FRES 16,Jonathan Leiva 33 yd FG GOOD,0,3
"UNLV DRIVE TOTALS: 9 plays, 70 yards, 4:11"
Fresno State at 10:43,,FSU,UNLV
,"Nicolai Bornand kickoff for 56 yds , T.J. Thomas return for 17 yds to the FrsSt 26",0,3
1st and 10 at FRES 26,Marteze Waller run for a loss of 2 yards to the FrsSt 24,,
2nd and 12 at FRES 24,LeKendrick Williams run for 4 yds to the FrsSt 28,,
3rd and 8 at FRES 28,Brian Burrell pass complete to Marteze Waller for no gain to the FrsSt 28,,
4th and 8 at FRES 28,"Garrett Swanson punt for 43 yds , Jay Mitchell returns for 11 yds to the UNLV 40",,
"FRES DRIVE TOTALS: 3 plays, 2 yards, 1:41"
UNLV at 9:02,,FSU,UNLV
1st and 10 at UNLV 40,Blake Decker pass complete to Marcus Sullivan for 4 yds to the UNLV 44,0,3
2nd and 6 at UNLV 44,"UNLV Penalty, false start (N/A) to the UNLV 39",,
2nd and 11 at UNLV 39,Blake Decker pass complete to Keith Whitely for 12 yds to the FrsSt 49 for a 1ST down,,
1st and 10 at FRES 49,Keith Whitely run for 5 yds to the FrsSt 44,,
2nd and 5 at FRES 44,Keith Whitely run for 2 yds to the FrsSt 42,,
3rd and 3 at FRES 42,"Blake Decker pass incomplete to Devonte Boyd, broken up by Curtis Riley",,
4th and 3 at FRES 42,"Logan Yunker punt for 31 yds, fair catch by Derron Smith at the FrsSt 11",,
"UNLV DRIVE TOTALS: 5 plays, 18 yards, 2:22"
Fresno State at 6:40,,FSU,UNLV
1st and 10 at FRES 11,Marteze Waller run for 41 yds to the UNLV 48 for a 1ST down,0,3
1st and 10 at UNLV 48,Marteze Waller run for 3 yds to the UNLV 45,,
2nd and 7 at UNLV 45,"WALLER, Marteze rush for 17 yards to the LV28 (PENNY, Kenneth), PENALTY FS holding (NORTHERN, Justi) 10 yards to the FS45, NO PLAY.",,
2nd and 17 at FRES 45,Dillon Root run for 7 yds to the UNLV 48,,
3rd and 10 at UNLV 48,Brian Burrell pass incomplete to N/A,,
4th and 10 at UNLV 48,"Garrett Swanson punt for 39 yds, downed at the UNLV 9",,
"FRES DRIVE TOTALS: 4 plays, 41 yards, 1:42"
UNLV at 4:58,,FSU,UNLV
1st and 10 at UNLV 9,Shaquille Murray-Lawrence run for 1 yd to the UNLV 10,0,3
2nd and 9 at UNLV 10,Blake Decker pass complete to Shaquille Murray-Lawrence for 6 yds to the UNLV 16,,
3rd and 3 at UNLV 16,Blake Decker pass complete to Devonte Boyd for 9 yds to the UNLV 25 for a 1ST down,,
1st and 10 at UNLV 25,Blake Decker pass intercepted Charles Washington return for a loss of 5 yards to the FrsSt 32,,
"UNLV DRIVE TOTALS: 4 plays, 16 yards, 1:42"
Fresno State at 3:16,,FSU,UNLV
1st and 10 at FRES 32,Josh Quezada run for 2 yds to the FrsSt 34,0,3
2nd and 8 at FRES 34,Josh Quezada run for a loss of 1 yard to the FrsSt 33,,
3rd and 9 at FRES 33,Brian Burrell pass complete to Josh Quezada for 5 yds to the FrsSt 38,,
4th and 4 at FRES 38,"Garrett Swanson punt for 40 yds , Jay Mitchell returns for no gain to the UNLV 22",,
"FRES DRIVE TOTALS: 3 plays, 6 yards, 2:14"
UNLV at 1:02,,FSU,UNLV
1st and 10 at UNLV 22,Blake Decker run for 3 yds to the UNLV 25,0,3
2nd and 7 at UNLV 25,Keith Whitely run for 2 yds to the UNLV 27,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
UNLV at 15:00,,FSU,UNLV
3rd and 5 at UNLV 27,Blake Decker pass complete to Jake Phillips for 11 yds to the UNLV 38 for a 1ST down,0,3
1st and 10 at UNLV 38,Blake Decker pass complete to Taylor Barnhill for 56 yds to the FrsSt 6 for a 1ST down,,
1st and Goal at FRES 6,Blake Decker run for 3 yds to the FrsSt 3,,
2nd and Goal at FRES 3,"Shaquille Murray-Lawrence run for 3 yds for a TD, (Jonathan Leiva KICK)",0,10
"UNLV DRIVE TOTALS: 6 plays, 78 yards, 2:02"
Fresno State at 13:54,,FSU,UNLV
,"Nicolai Bornand kickoff for 64 yds , Dillon Root return for 18 yds to the FrsSt 19",0,10
1st and 10 at FRES 19,Josh Quezada run for 2 yds to the FrsSt 21,,
2nd and 8 at FRES 21,Brian Burrell pass incomplete to N/A,,
3rd and 8 at FRES 21,Brian Burrell pass incomplete to N/A,,
4th and 8 at FRES 21,"Garrett Swanson punt for 20 yds, downed at the FrsSt 41 FRESNO ST Penalty, personal foul (N/A) to the FrsSt 26",,
"FRES DRIVE TOTALS: 3 plays, 2 yards, 0:44"
UNLV at 13:10,,FSU,UNLV
1st and 10 at FRES 26,"DECKER, Blake pass incomplete to SULLIVAN, M., PENALTY FS pass interference (WASHINGTON, Cha) 15 yards to the FS11, 1ST DOWN LV, NO PLAY. for a 1ST down",0,10
1st and 10 at FRES 11,Keith Whitely run for 4 yds to the FrsSt 7,,
2nd and 6 at FRES 7,Keith Whitely run for 2 yds to the FrsSt 5,,
3rd and 4 at FRES 5,"Blake Decker pass complete to Kendal Keys for 5 yds for a TD FRESNO ST Penalty, Defensive pass interference ( Yards) declined, (Jonathan Leiva KICK)",0,17
"UNLV DRIVE TOTALS: 3 plays, 26 yards, 1:14"
Fresno State at 11:50,,FSU,UNLV
