0574066420140927,,574,664
1st Quarter Play-by-Play
Rice at 15:00,,RICE,USM
,"Corey Acosta kickoff for 63 yds , Brandon Hamilton return for 33 yds to the Rice 35",0,0
1st and 10 at RICE 35,Jowan Davis run for 7 yds to the Rice 42,,
2nd and 3 at RICE 42,Driphus Jackson pass complete to Dennis Parks for 6 yds to the Rice 48 for a 1ST down,,
1st and 10 at RICE 48,Jowan Davis run for 7 yds to the SoMis 45,,
2nd and 3 at USM 45,Driphus Jackson pass complete to Zach Wright for 8 yds to the SoMis 37 for a 1ST down,,
1st and 10 at USM 37,Jowan Davis run for 22 yds to the SoMis 15 for a 1ST down,,
1st and 10 at USM 15,Luke Turner run for 1 yd to the SoMis 14,,
2nd and 9 at USM 14,Darik Dillard run for 4 yds to the SoMis 10,,
3rd and 5 at USM 10,Driphus Jackson pass incomplete to N/A,,
4th and 5 at USM 10,James Farrimond 27 yd FG GOOD,3,0
"RICE DRIVE TOTALS: 9 plays, 55 yards, 3:49"
Southern Mississippi at 11:11,,RICE,USM
,James Hairston kickoff for 65 yds for a touchback,3,0
1st and 10 at USM 25,Nick Mullens run for 9 yds to the SoMis 34,,
2nd and 1 at USM 34,Nick Mullens pass incomplete to N/A,,
3rd and 1 at USM 34,"George Payne run for 15 yds to the SoMis 49 for a 1ST down SOUTHERN MISS Penalty, personal foul (George Payne) to the SoMis 34 for a 1ST down",,
1st and 10 at USM 34,Nick Mullens pass incomplete to N/A,,
2nd and 10 at USM 34,Ito Smith run for a loss of 2 yards to the SoMis 32,,
3rd and 12 at USM 32,Nick Mullens run for 11 yds to the SoMis 43,,
4th and 1 at USM 43,"Tyler Sarrazin punt for 35 yds, fair catch by Jaylon Finner at the Rice 22",,
"USM DRIVE TOTALS: 6 plays, 18 yards, 2:24"
Rice at 8:47,,RICE,USM
1st and 10 at RICE 22,Jowan Davis run for a loss of 4 yards to the Rice 18,3,0
2nd and 14 at RICE 18,Driphus Jackson pass incomplete to Dennis Parks,,
3rd and 14 at RICE 18,Driphus Jackson pass complete to Darik Dillard for a loss of 4 yards to the Rice 14,,
4th and 18 at RICE 14,"James Farrimond punt for 45 yds , Casey Martin returns for 9 yds to the SoMis 23 SOUTHERN MISS Penalty, illegal block (10 Yards) to the SoMis 40",,
"RICE DRIVE TOTALS: 3 plays, -8 yards, 1:28"
Southern Mississippi at 7:19,,RICE,USM
1st and 10 at USM 40,George Payne run for 8 yds to the SoMis 48,3,0
2nd and 2 at USM 48,Nick Mullens pass incomplete to N/A,,
3rd and 2 at USM 48,George Payne run for 1 yd to the SoMis 49,,
4th and 1 at USM 49,George Payne run for no gain to the SoMis 49,,
"USM DRIVE TOTALS: 4 plays, 9 yards, 1:12"
Rice at 6:07,,RICE,USM
1st and 10 at USM 49,Jowan Davis run for 2 yds to the SoMis 47,3,0
2nd and 8 at USM 47,Driphus Jackson pass complete to Mario Hull for 6 yds to the SoMis 41,,
3rd and 2 at USM 41,Jowan Davis run for 5 yds to the SoMis 36 for a 1ST down,,
1st and 10 at USM 36,Darik Dillard run for 6 yds to the SoMis 30,,
2nd and 4 at USM 30,Darik Dillard run for 1 yd to the SoMis 29,,
3rd and 3 at USM 29,Jowan Davis run for 5 yds to the SoMis 24 for a 1ST down,,
1st and 10 at USM 24,Jowan Davis run for 1 yd to the SoMis 23,,
2nd and 9 at USM 23,Driphus Jackson pass intercepted Picasso Nelson Jr. return for 45 yds to the Rice 45,,
"RICE DRIVE TOTALS: 8 plays, 26 yards, 4:35"
Southern Mississippi at 1:32,,RICE,USM
1st and 10 at RICE 45,Ito Smith run for a loss of 3 yards to the Rice 48,3,0
2nd and 13 at RICE 48,Nick Mullens pass complete to Tez Parks for 12 yds to the Rice 36,,
3rd and 1 at RICE 36,"SOUTHERN MISS Penalty, false start (N/A) to the Rice 41",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
