0670071920140927,,670,719
,TX St. wins toss defers; TU to receive & defend north goal,,
1st Quarter Play-by-Play
Tulsa at 15:00,,TST,TUL
1st and 10 at TLSA 22,Dane Evans pass complete to Keevan Lucas for 2 yds to the Tulsa 24,0,0
2nd and 8 at TLSA 24,Dane Evans pass incomplete to Joshua Atkinson,,
3rd and 8 at TLSA 24,"TULSA Penalty, false start (-5 Yards) to the Tulsa 19",,
3rd and 13 at TLSA 19,Dane Evans pass incomplete to Keyarris Garrett,,
4th and 13 at TLSA 19,"Dalton Parks punt for 40 yds, fair catch by Craig Mager at the TexSt 41",,
"TLSA DRIVE TOTALS: 3 plays, -3 yards, 0:59"
Texas State at 14:01,,TST,TUL
1st and 10 at TXST 41,Tyler Jones run for no gain to the TexSt 41,0,0
2nd and 10 at TXST 41,Terrence Franks run for 2 yds to the TexSt 43,,
3rd and 8 at TXST 43,"Tyler Jones pass incomplete to Jafus Gaines, broken up by Craig Suits",,
4th and 8 at TXST 43,"Will Johnson punt for 47 yds, fair catch by Demarco Nelson at the Tulsa 10",,
"TXST DRIVE TOTALS: 3 plays, 2 yards, 0:59"
Tulsa at 13:02,,TST,TUL
1st and 10 at TLSA 10,Tavarreon Dickerson run for a loss of 1 yard to the Tulsa 9,0,0
2nd and 11 at TLSA 9,Dane Evans pass complete to Mandel Dixon for 5 yds to the Tulsa 14,,
3rd and 6 at TLSA 14,Dane Evans sacked by Mershad Dillon for a loss of 3 yards to the Tulsa 11,,
4th and 9 at TLSA 11,Dalton Parks punt for 52 yds,,
"TLSA DRIVE TOTALS: 3 plays, 1 yard, 1:55"
Texas State at 11:07,,TST,TUL
1st and 10 at TXST 37,Tyler Jones pass incomplete to C.J. Best,0,0
2nd and 10 at TXST 37,Tyler Jones pass complete to David Lewis for 14 yds to the Tulsa 49 for a 1ST down,,
1st and 10 at TLSA 49,Terrence Franks run for no gain to the Tulsa 49,,
2nd and 10 at TLSA 49,Tyler Jones pass incomplete to C.J. Best,,
3rd and 10 at TLSA 49,Tyler Jones run for 2 yds to the Tulsa 47,,
4th and 8 at TLSA 47,Will Johnson punt for 47 yds for a touchback,,
"TXST DRIVE TOTALS: 5 plays, 16 yards, 1:35"
Tulsa at 9:32,,TST,TUL
1st and 10 at TLSA 20,Dane Evans pass incomplete to Keevan Lucas,0,0
2nd and 10 at TLSA 20,James Flanders run for 6 yds to the Tulsa 26,,
3rd and 4 at TLSA 26,James Flanders run for 3 yds to the Tulsa 29,,
4th and 1 at TLSA 29,"Dalton Parks punt for 31 yds, punt out-of-bounds at the TexSt 40",,
"TLSA DRIVE TOTALS: 3 plays, 9 yards, 1:23"
Texas State at 8:09,,TST,TUL
1st and 10 at TXST 40,Tyler Jones pass complete to Ben Ijah for a loss of 1 yard to the TexSt 39,0,0
2nd and 11 at TXST 39,Terrence Franks run for 2 yds to the TexSt 41,,
3rd and 9 at TXST 41,Tyler Jones pass complete to Bradley Miller for 14 yds to the Tulsa 45 for a 1ST down,,
1st and 10 at TLSA 45,Tyler Jones pass complete to Brandon Smith for 4 yds to the Tulsa 41,,
2nd and 6 at TLSA 41,Tyler Jones run for 2 yds to the Tulsa 39,,
3rd and 4 at TLSA 39,"Franks,T rush for 11 yards to the TLS28 (SIZELOVE, J.), PENALTY TXST holding (Tuttle,Charlie) 10 yards to the TLS49, NO PLAY.",,
