0028065720141004,,28,657
,"ARIZONA STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Arizona State at 15:00,,ASU,USC
,"Andre Heidari kickoff for 63 yds , Kyle Middlebrooks return for 47 yds to the ArzSt 49",0,0
1st and 10 at ASU 49,D.J. Foster run for 3 yds to the USC 48,,
2nd and 7 at USC 48,Mike Bercovici pass complete to Jaelen Strong for 11 yds to the USC 37 for a 1ST down,,
1st and 10 at USC 37,Mike Bercovici pass complete to Jaelen Strong for 1 yd to the USC 36,,
2nd and 9 at USC 36,D.J. Foster run for a loss of 2 yards to the USC 38,,
3rd and 11 at USC 38,"USC Penalty, Defensive Offside (Leonard Williams) to the USC 33",,
3rd and 6 at USC 33,Mike Bercovici pass incomplete to D.J. Foster,,
4th and 6 at USC 33,"Mike Bercovici punt for 32 yds, downed at the USC 1",,
"ASU DRIVE TOTALS: 5 plays, 18 yards, 2:18"
USC at 12:42,,ASU,USC
1st and 10 at USC 1,"ARIZONA ST Penalty, Personal Foul (Lloyd Carrington) to the USC 16 for a 1ST down",0,0
1st and 10 at USC 16,Cody Kessler pass complete to JuJu Smith for 7 yds to the USC 23,,
2nd and 3 at USC 23,Cody Kessler pass complete to Nelson Agholor for 6 yds to the USC 29 for a 1ST down,,
1st and 10 at USC 29,Cody Kessler pass complete to Darreus Rogers for 9 yds to the USC 38,,
2nd and 1 at USC 38,Cody Kessler pass complete to Darreus Rogers for 10 yds to the USC 48 for a 1ST down,,
1st and 10 at USC 48,Javorius Allen run for no gain to the USC 48,,
2nd and 10 at USC 48,Cody Kessler pass complete to Darreus Rogers for 5 yds to the ArzSt 47,,
3rd and 5 at ASU 47,Cody Kessler pass incomplete to Darreus Rogers,,
,"Timeout ARIZONA ST, clock 10:43",,
4th and 5 at ASU 47,Cody Kessler punt for 47 yds for a touchback,,
"USC DRIVE TOTALS: 7 plays, 52 yards, 2:07"
Arizona State at 10:35,,ASU,USC
1st and 10 at ASU 20,D.J. Foster run for a loss of 5 yards to the ArzSt 15,0,0
2nd and 15 at ASU 15,Mike Bercovici pass incomplete to D.J. Foster,,
,"Timeout ARIZONA ST, clock 10:03",,
3rd and 15 at ASU 15,Mike Bercovici pass incomplete to Jaelen Strong,,
4th and 15 at ASU 15,"Matt Haack punt for 38 yds , Nelson Agholor returns for 53 yds for a TD, (Andre Heidari KICK)",0,7
