0196014020141113,,196,140
1st Quarter Play-by-Play
East Carolina at 15:00,,ECU,UC
,Tony Miliano kickoff for 65 yds for a touchback,0,0
1st and 10 at ECU 25,Shane Carden pass complete to Isaiah Jones for 8 yds to the ECaro 33,,
2nd and 2 at ECU 33,Breon Allen run for 1 yd to the ECaro 34,,
3rd and 1 at ECU 34,Shane Carden pass complete to Isaiah Jones for 3 yds to the ECaro 37 for a 1ST down,,
1st and 10 at ECU 37,Anthony Scott run for 9 yds to the ECaro 46,,
2nd and 1 at ECU 46,Shane Carden pass incomplete to Justin Hardy,,
3rd and 1 at ECU 46,Breon Allen run for 4 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Chris Hairston run for 1 yd to the Cincy 49,,
2nd and 9 at CIN 49,Shane Carden pass complete to Justin Hardy for 4 yds to the Cincy 45,,
3rd and 5 at CIN 45,Shane Carden pass incomplete,,
4th and 5 at CIN 45,"Gregory, Worth punt 30 yards to the CINCINNATI15, downed, PENALTY CINCINNATI running into kicker (Mitchell, Brandon) 5 yards to the CINCINNATI40, NO PLAY, 1ST DOWN EASTCRLINA. for a 1ST down",,
1st and 10 at CIN 40,Anthony Scott run for 2 yds to the Cincy 38,,
2nd and 8 at ECU 38,"Shane Carden sacked by Silverberry Mouhon for a loss of 13 yards to the CINCINNATI 49 EAST CAROLINA Penalty, Intentional Grounding (Shane Carden) to the ECaro 49",,
2nd and 21 at ECU 49,Shane Carden pass complete to Cam Worthy for 24 yds to the Cincy 27 for a 1ST down,,
1st and 10 at CIN 27,"Shane Carden pass complete to Quay Johnson for 10 yds Quay Johnson fumbled, forced by Jeff Luc, recovered by Cincy Jeff Luc",,
"ECU DRIVE TOTALS: 13 plays, 58 yards, 3:47"
Cincinnati at 11:13,,ECU,UC
1st and 10 at CIN 17,Rod Moore run for 23 yds to the Cincy 40 for a 1ST down,0,0
1st and 10 at CIN 40,Gunner Kiel pass complete to Mekale McKay for 5 yds to the Cincy 45,,
2nd and 5 at CIN 45,"Gunner Kiel pass complete to Mekale McKay for 55 yds for a TD, (Andrew Gantz KICK)",0,7
"CIN DRIVE TOTALS: 3 plays, 83 yards, 0:52"
East Carolina at 10:21,,ECU,UC
,"Tony Miliano kickoff for 65 yds , Isaiah Jones return for 27 yds to the ECaro 27",0,7
1st and 10 at ECU 27,Shane Carden pass incomplete to Justin Hardy,,
2nd and 10 at ECU 27,Breon Allen run for no gain to the ECaro 27,,
3rd and 10 at ECU 27,Shane Carden pass complete to Justin Hardy for 12 yds to the ECaro 39 for a 1ST down,,
1st and 10 at ECU 39,Shane Carden pass complete to Justin Hardy for 31 yds to the Cincy 30 for a 1ST down,,
1st and 10 at CIN 30,Shane Carden pass complete to Davon Grayson for 5 yds to the Cincy 25,,
2nd and 5 at CIN 25,Shane Carden pass complete to Justin Hardy for 10 yds to the Cincy 15 for a 1ST down,,
1st and 10 at CIN 15,Anthony Scott run for 1 yd to the Cincy 14,,
2nd and 9 at CIN 14,Shane Carden pass complete to Davon Grayson for no gain to the Cincy 14,,
3rd and 9 at CIN 14,Shane Carden pass incomplete to Justin Hardy,,
4th and 9 at CIN 14,Warren Harvey 31 yd FG GOOD,3,7
"ECU DRIVE TOTALS: 10 plays, 59 yards, 3:19"
Cincinnati at 7:02,,ECU,UC
,"Warren Harvey kickoff for 65 yds , Johnny Holton return for 22 yds to the CINCINNATI 22 CINCINNATI Penalty, Illegal Block (10 Yards) to the Cincy 12",3,7
1st and 10 at CIN 12,Rod Moore run for no gain to the Cincy 12,,
2nd and 10 at CIN 12,Gunner Kiel pass incomplete to Shaq Washington,,
3rd and 10 at CIN 12,Gunner Kiel pass intercepted Lamar Ivey return for 1 yd to the Cincy 24,,
"CIN DRIVE TOTALS: 3 plays, 0 yards, 0:56"
East Carolina at 6:06,,ECU,UC
1st and 10 at CIN 24,Breon Allen run for 14 yds to the Cincy 10 for a 1ST down,3,7
1st and Goal at CIN 10,Shane Carden pass incomplete,,
2nd and Goal at CIN 10,Marquez Grayson run for 4 yds to the Cincy 6,,
3rd and Goal at CIN 6,Shane Carden pass incomplete to Isaiah Jones,,
4th and Goal at CIN 6,Warren Harvey 23 yd FG GOOD,6,7
"ECU DRIVE TOTALS: 5 plays, 18 yards, 1:19"
Cincinnati at 4:47,,ECU,UC
,"Warren Harvey kickoff for 52 yds , Johnny Holton return for 12 yds to the Cincy 25",6,7
1st and 10 at CIN 25,Mike Boone run for 24 yds to the Cincy 49 for a 1ST down,,
1st and 10 at CIN 49,Gunner Kiel pass complete to Shaq Washington for 19 yds to the ECaro 32 for a 1ST down,,
1st and 10 at ECU 32,Mike Boone run for 4 yds to the ECaro 28,,
2nd and 6 at ECU 28,Mike Boone run for 1 yd to the ECaro 27,,
,"Timeout EAST CAROLINA, clock 03:02",,
3rd and 5 at ECU 27,Gunner Kiel pass complete to Johnny Holton for 10 yds to the ECaro 17 for a 1ST down,,
1st and 10 at ECU 17,"Gunner Kiel pass complete to Max Morrison for 17 yds for a TD, (Andrew Gantz KICK)",6,14
"CIN DRIVE TOTALS: 6 plays, 75 yards, 2:20"
East Carolina at 2:27,,ECU,UC
,"Tony Miliano kickoff for 65 yds , Isaiah Jones return for 18 yds to the ECaro 18",6,14
1st and 10 at ECU 18,Shane Carden pass complete to Justin Hardy for 16 yds to the ECaro 34 for a 1ST down,,
1st and 10 at ECU 34,Shane Carden sacked by Silverberry Mouhon for a loss of 3 yards to the ECaro 31,,
2nd and 13 at ECU 31,Shane Carden pass incomplete to Davon Grayson,,
3rd and 13 at ECU 31,Breon Allen run for 1 yd to the ECaro 32,,
4th and 12 at ECU 32,"Worth Gregory punt for 57 yds , Shaq Washington returns for 7 yds to the Cincy 18",,
"ECU DRIVE TOTALS: 4 plays, 14 yards, 1:50"
Cincinnati at 0:37,,ECU,UC
1st and 10 at CIN 18,Gunner Kiel pass complete to Mekale McKay for 11 yds to the Cincy 29 for a 1ST down,6,14
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Cincinnati at 15:00,,ECU,UC
1st and 10 at CIN 29,Gunner Kiel pass complete to Mekale McKay for 25 yds to the ECaro 46 for a 1ST down,6,14
1st and 10 at ECU 46,Gunner Kiel pass complete to Nate Cole for 7 yds to the ECaro 39,,
2nd and 3 at ECU 39,Gunner Kiel pass complete to Chris Moore for 20 yds to the ECaro 19 for a 1ST down,,
1st and 10 at ECU 19,Gunner Kiel pass incomplete to Chris Moore,,
2nd and 10 at ECU 19,Gunner Kiel pass complete to Chris Moore for 3 yds to the ECaro 16,,
3rd and 7 at ECU 16,Gunner Kiel pass incomplete,,
4th and 7 at ECU 16,Andrew Gantz 33 yd FG GOOD,6,17
"CIN DRIVE TOTALS: 8 plays, 66 yards, 2:55"
East Carolina at 12:42,,ECU,UC
,"Tony Miliano kickoff for 60 yds , Isaiah Jones return for 12 yds to the ECaro 17",6,17
1st and 10 at ECU 17,Shane Carden pass complete to Justin Hardy for 5 yds to the ECaro 22,,
2nd and 5 at ECU 22,Shane Carden pass complete to Bryce Williams for 24 yds to the ECaro 46 for a 1ST down,,
1st and 10 at ECU 46,"Allen, Breon rush for 1 yard to the EASTCRLINA47, PENALTY EASTCRLINA holding 10 yards to the EASTCRLINA36, NO PLAY.",,
1st and 20 at ECU 36,Breon Allen run for 7 yds to the ECaro 43,,
2nd and 13 at ECU 43,Shane Carden pass incomplete to Quay Johnson,,
3rd and 13 at ECU 43,Shane Carden pass complete to Justin Hardy for 17 yds to the Cincy 40 for a 1ST down,,
1st and 10 at CIN 40,Breon Allen run for 4 yds to the Cincy 36,,
2nd and 6 at CIN 36,"Carden, Shane pass incomplete to Hardy, Justin, PENALTY CINCINNATI pass interference (Luc, Jeff) 2 yards to the CINCINNATI34, NO PLAY, 1ST DOWN EASTCRLINA. for a 1ST down",,
1st and 10 at CIN 34,Anthony Scott run for 8 yds to the Cincy 26,,
