0694025720140927,,694,257
,"TENNESSEE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Tennessee at 15:00,,TENN,GA
,"Marshall Morgan kickoff for 65 yds , Devrin Young return for 29 yds to the Tenn 29",0,0
1st and 10 at TENN 29,Justin Worley pass complete to Ethan Wolf for 8 yds to the Tenn 37,,
2nd and 2 at TENN 37,Jalen Hurd run for 3 yds to the Tenn 40 for a 1ST down,,
1st and 10 at TENN 40,Justin Worley pass complete to Marquez North for 5 yds to the Tenn 45,,
2nd and 5 at TENN 45,Jalen Hurd run for 10 yds to the Geo 45 for a 1ST down,,
1st and 10 at UGA 45,Justin Worley pass complete to Josh Malone for 14 yds to the Geo 31 for a 1ST down,,
1st and 10 at UGA 31,Marlin Lane run for a loss of 1 yard to the Geo 32,,
2nd and 11 at UGA 32,Justin Worley pass complete to Marquez North for 4 yds to the Geo 28,,
3rd and 7 at UGA 28,Justin Worley pass incomplete to Pig Howard,,
4th and 7 at UGA 28,Aaron Medley 46 yd FG GOOD,3,0
"TENN DRIVE TOTALS: 9 plays, 43 yards, 3:21"
Georgia at 11:39,,TENN,GA
,"Aaron Medley kickoff for 65 yds , Todd Gurley return for 20 yds to the Geo 20",3,0
1st and 10 at UGA 20,Todd Gurley run for 4 yds to the Geo 24,,
2nd and 6 at UGA 24,Hutson Mason run for 3 yds to the Geo 27,,
3rd and 3 at UGA 27,Hutson Mason pass complete to Todd Gurley for 2 yds to the Geo 29,,
4th and 1 at UGA 29,Hutson Mason run for 3 yds to the Geo 32 for a 1ST down,,
1st and 10 at UGA 32,Todd Gurley run for a loss of 1 yard to the Geo 31,,
2nd and 11 at UGA 31,"GEORGIA Penalty, False Start (-5 Yards) to the Geo 26",,
2nd and 16 at UGA 26,Todd Gurley run for 8 yds to the Geo 34,,
3rd and 8 at UGA 34,Hutson Mason pass incomplete to Shakenneth Williams,,
4th and 8 at UGA 34,"Collin Barber punt for 38 yds, downed at the Tenn 28",,
"UGA DRIVE TOTALS: 7 plays, 14 yards, 3:31"
Tennessee at 8:08,,TENN,GA
1st and 10 at TENN 28,Justin Worley pass complete to Devrin Young for 6 yds to the Tenn 34,3,0
2nd and 4 at TENN 34,Justin Worley pass complete to Ethan Wolf for 17 yds to the Geo 49 for a 1ST down,,
1st and 10 at UGA 49,Justin Worley pass complete to Johnathon Johnson for 24 yds to the Geo 25 for a 1ST down,,
1st and 10 at UGA 25,Jalen Hurd run for 4 yds to the Geo 21,,
2nd and 6 at UGA 21,Justin Worley pass incomplete to Marlin Lane,,
3rd and 6 at UGA 21,"Justin Worley pass complete to Jason Croom for 7 yds to the Geo 14 for a 1ST down GEORGIA Penalty, Personal Foul (7 Yards) to the Geo 7 for a 1ST down",,
