0719015620141004,,719,156
,Tulsa wins toss and defers. CSU to receive and defend north.,,
1st Quarter Play-by-Play
Colorado State at 15:00,,TUL,CSU
,Redford Jones kickoff for 65 yds for a touchback,0,0
1st and 10 at CSU 25,Garrett Grayson pass incomplete to Rashard Higgins,,
2nd and 10 at CSU 25,Garrett Grayson pass complete to Deionte Gaines for 4 yds to the ColSt 29,,
3rd and 6 at CSU 29,Garrett Grayson run for 7 yds to the ColSt 36 for a 1ST down,,
1st and 10 at CSU 36,Dee Hart run for 53 yds to the Tulsa 11 for a 1ST down,,
1st and 10 at TLSA 11,"COLORADO ST Penalty, false start (Mason Myers) to the Tulsa 16",,
1st and 15 at TLSA 16,Garrett Grayson pass complete to Dee Hart for 2 yds to the Tulsa 14,,
2nd and 13 at TLSA 14,"Dee Hart run for 14 yds for a TD, (Jared Roberts KICK), (Jared Roberts KICK)",0,7
"CSU DRIVE TOTALS: 6 plays, 75 yards, 2:24"
Tulsa at 12:36,,TUL,CSU
,Jared Roberts kickoff for 65 yds for a touchback,0,7
1st and 10 at TLSA 25,James Flanders run for 2 yds to the Tulsa 27,,
2nd and 8 at TLSA 27,"Dane Evans pass incomplete to Keevan Lucas, broken up by Preston Hodges",,
3rd and 8 at TLSA 27,"Dane Evans pass incomplete to James Flanders, broken up by Bryan Ohene-Gyeni",,
4th and 8 at TLSA 27,"Dalton Parks punt for 62 yds , Dee Hart returns for a loss of 5 yards to the ColSt 6",,
"TLSA DRIVE TOTALS: 3 plays, 2 yards, 0:55"
Colorado State at 11:41,,TUL,CSU
1st and 10 at CSU 6,Jasen Oden Jr. run for 6 yds to the ColSt 12,0,7
2nd and 4 at CSU 12,Jasen Oden Jr. run for 3 yds to the ColSt 15,,
3rd and 1 at CSU 15,Jasen Oden Jr. run for 2 yds to the ColSt 17 for a 1ST down,,
1st and 10 at CSU 17,Garrett Grayson pass complete to Steven Walker for 4 yds to the ColSt 21,,
2nd and 6 at CSU 21,Garrett Grayson pass incomplete to Rashard Higgins,,
3rd and 6 at CSU 21,Garrett Grayson sacked by Chris Hummingbird for a loss of 9 yards to the ColSt 12,,
4th and 15 at CSU 12,Hayden Hunt punt for 38 yds,,
"CSU DRIVE TOTALS: 6 plays, 6 yards, 3:12"
Tulsa at 8:29,,TUL,CSU
1st and 10 at 50,Zack Langer run for 3 yds to the ColSt 47,0,7
2nd and 7 at CSU 47,Dane Evans pass incomplete to Nigel Carter,,
3rd and 7 at ,"EVANS, D. pass incomplete to ATKINSON, J., PENALTY TLS IB off-setting, PENALTY CS pass interference off-setting, NO PLAY.",,
3rd and 7 at CSU 47,Dane Evans pass intercepted Preston Hodges return for 12 yds to the Tulsa 46,,
"TLSA DRIVE TOTALS: 3 plays, 3 yards, 0:56"
Colorado State at 7:33,,TUL,CSU
1st and 10 at TLSA 46,Dee Hart run for 18 yds to the Tulsa 28 for a 1ST down,0,7
1st and 10 at TLSA 28,"Garrett Grayson pass complete to Rashard Higgins for 28 yds for a TD, (Jared Roberts KICK)",0,14
"CSU DRIVE TOTALS: 2 plays, 46 yards, 0:34"
Tulsa at 6:52,,TUL,CSU
,"Jared Roberts kickoff for 63 yds , Zack Langer return for 18 yds to the COLOST 47 TULSA Penalty, Offensive holding (N/A) to the Tulsa 10",0,14
1st and 10 at TLSA 10,Dane Evans run for 6 yds to the Tulsa 16,,
2nd and 4 at TLSA 16,James Flanders run for 2 yds to the Tulsa 18,,
3rd and 2 at TLSA 18,Dane Evans pass complete to Keevan Lucas for 9 yds to the Tulsa 27 for a 1ST down,,
1st and 10 at TLSA 27,Dane Evans pass complete to Joshua Atkinson for 6 yds to the Tulsa 33,,
2nd and 4 at TLSA 33,James Flanders run for 5 yds to the Tulsa 38 for a 1ST down,,
1st and 10 at TLSA 38,James Flanders run for 3 yds to the Tulsa 41,,
2nd and 7 at TLSA 41,Dane Evans run for 1 yd to the Tulsa 42,,
3rd and 6 at TLSA 42,Dane Evans run for 12 yds to the ColSt 46 for a 1ST down,,
1st and 10 at CSU 46,Dane Evans pass incomplete to Joshua Atkinson,,
2nd and 10 at CSU 46,Tavarreon Dickerson run for a loss of 3 yards to the ColSt 49,,
3rd and 13 at CSU 49,Dane Evans sacked by Joe Kawulok for a loss of 3 yards to the Tulsa 48,,
4th and 16 at TLSA 48,"Dalton Parks punt for 41 yds , Dee Hart returns for 3 yds to the ColSt 14",,
"TLSA DRIVE TOTALS: 11 plays, 38 yards, 5:52"
Colorado State at 1:00,,TUL,CSU
1st and 17 at CSU 7,Jasen Oden Jr. run for 63 yds to the Tulsa 30 for a 1ST down,0,14
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Colorado State at 15:00,,TUL,CSU
1st and 10 at ,"GRAYSON, Garrett pass complete to HIGGINS, Rashard for 26 yards to the TLS4, out-of-bounds (WILLIAMS, D.), PENALTY CS IB off-setting, PENALTY TLS face mask off-setting, NO PLAY.",0,14
1st and 10 at TLSA 30,Dee Hart run for a loss of 1 yard to the Tulsa 31,,
2nd and 11 at TLSA 31,Garrett Grayson run for 15 yds to the Tulsa 16 for a 1ST down,,
1st and 10 at TLSA 16,"Jasen Oden Jr. run for 7 yds to the Tulsa 9 COLORADO ST Penalty, IB (Sam Carlson) to the Tulsa 31",,
1st and 20 at TLSA 31,"Garrett Grayson pass complete to Rashard Higgins for 31 yds for a TD, (Jared Roberts KICK)",0,21
"CSU DRIVE TOTALS: 5 plays, 86 yards, 2:49"
