0465007720141115,,465,77
1st Quarter Play-by-Play
UNLV at 15:00,,UNLV,BYU
,"Andrew Mikkelsen kickoff for 65 yds , Marcus Sullivan return for 22 yds to the UNLV 22",0,0
1st and 10 at UNLV 22,Shaquille Murray-Lawrence run for 5 yds to the UNLV 27,,
2nd and 5 at UNLV 27,Blake Decker run for 1 yd to the UNLV 28,,
3rd and 4 at UNLV 28,Blake Decker pass complete to Marcus Sullivan for 6 yds to the UNLV 34 for a 1ST down,,
1st and 10 at UNLV 34,Shaquille Murray-Lawrence run for 7 yds to the UNLV 41,,
2nd and 3 at UNLV 41,Blake Decker pass incomplete,,
3rd and 3 at UNLV 41,Blake Decker pass incomplete,,
4th and 3 at UNLV 41,"Logan Yunker punt for 39 yds, downed at the BYU 20",,
"UNLV DRIVE TOTALS: 6 plays, 19 yards, 2:03"
BYU at 12:57,,UNLV,BYU
1st and 10 at BYU 20,Adam Hine run for 1 yd to the BYU 21,0,0
2nd and 9 at BYU 21,Christian Stewart pass incomplete,,
3rd and 9 at BYU 21,Christian Stewart pass incomplete to Jordan Leslie,,
4th and 9 at BYU 21,"Scott Arellano punt for 55 yds , Jay Mitchell returns for 31 yds to the BYU 45",,
"BYU DRIVE TOTALS: 3 plays, 1 yard, 0:59"
UNLV at 11:58,,UNLV,BYU
1st and 10 at BYU 45,Shaquille Murray-Lawrence run for 4 yds to the BYU 41,0,0
2nd and 6 at BYU 41,Blake Decker pass complete to Devante Davis for 11 yds to the BYU 30 for a 1ST down,,
1st and 10 at BYU 30,Shaquille Murray-Lawrence run for 4 yds to the BYU 26,,
2nd and 6 at BYU 26,Blake Decker sacked by Bronson Kaufusi for a loss of 7 yards to the BYU 33,,
3rd and 13 at BYU 33,Blake Decker pass complete to Devante Davis for 4 yds to the BYU 29,,
4th and 9 at BYU 29,Jonathan Leiva 46 Yd Field Goal,3,0
"UNLV DRIVE TOTALS: 6 plays, 16 yards, 2:45"
BYU at 9:13,,UNLV,BYU
,"Jonathan Leiva kickoff for 62 yds , Adam Hine return for 13 yds to the BYU 16",3,0
1st and 10 at BYU 16,Christian Stewart pass incomplete to Jordan Leslie,,
2nd and 10 at BYU 16,"BYU Penalty, False Start (-5 Yards) to the BYU 11",,
2nd and 15 at BYU 11,Christian Stewart pass complete to Ross Apo for 13 yds to the BYU 24,,
3rd and 2 at BYU 24,Christian Stewart pass complete to Colby Pearson for 34 yds to the UNLV 42 for a 1ST down,,
1st and 10 at UNLV 42,Algernon Brown run for 1 yd to the UNLV 41,,
2nd and 9 at UNLV 41,Christian Stewart pass complete to Mitchell Juergens for 11 yds to the UNLV 30 for a 1ST down,,
1st and 10 at UNLV 30,Jordan Leslie 30 Yd Run (Trevor Samson Kick),3,7
"BYU DRIVE TOTALS: 6 plays, 84 yards, 1:48"
UNLV at 7:25,,UNLV,BYU
,"Andrew Mikkelsen kickoff for 56 yds , Marcus Sullivan return for 19 yds to the UNLV 28",3,7
1st and 10 at UNLV 28,Shaquille Murray-Lawrence run for 1 yd to the UNLV 29,,
2nd and 9 at UNLV 29,Shaquille Murray-Lawrence run for 3 yds to the UNLV 32,,
3rd and 6 at UNLV 32,Blake Decker pass complete to Devante Davis for 16 yds to the UNLV 48 for a 1ST down,,
1st and 10 at UNLV 48,Blake Decker pass incomplete to Taylor Barnhill,,
2nd and 10 at UNLV 48,Keith Whitely run for 5 yds to the BYU 47,,
3rd and 5 at BYU 47,Blake Decker pass incomplete,,
4th and 5 at BYU 47,"Logan Yunker punt for 35 yds, fair catch by Devon Blackmon at the BYU 12",,
"UNLV DRIVE TOTALS: 6 plays, 25 yards, 2:25"
BYU at 5:00,,UNLV,BYU
1st and 10 at BYU 12,Paul Lasike run for 2 yds to the BYU 14,3,7
2nd and 8 at BYU 14,Christian Stewart pass complete to Jordan Leslie for 9 yds to the BYU 23 for a 1ST down,,
