0626006620141115,,626,66
1st Quarter Play-by-Play
San Diego State at 15:00,,SDSU,BSU
,"Dan Goodale kickoff for 61 yds , Rashaad Penny return for 36 yds to the SDSt 40",0,0
1st and 10 at SDSU 40,Quinn Kaehler sacked by Blake Renaud for a loss of 7 yards to the SDSt 33,,
2nd and 17 at SDSU 33,Donnel Pumphrey run for 3 yds to the SDSt 36,,
3rd and 14 at SDSU 36,Quinn Kaehler pass complete to Ezell Ruffin for 11 yds to the SDSt 47,,
4th and 3 at SDSU 47,"Joel Alesi punt for 38 yds, fair catch by Donte Deayon at the BoiSt 15",,
"SDSU DRIVE TOTALS: 3 plays, 7 yards, 2:01"
Boise State at 12:59,,SDSU,BSU
1st and 10 at BSU 15,Jay Ajayi run for no gain to the BoiSt 15,0,0
2nd and 10 at BSU 15,"Grant Hedrick pass incomplete to Chaz Anderson, broken up by Damontae Kazee",,
3rd and 10 at BSU 15,Grant Hedrick pass complete to Thomas Sperbeck for 9 yds to the BoiSt 24,,
4th and 1 at BSU 24,"Sean Wale punt for 28 yds, fair catch by Lloyd Mills at the SDSt 48",,
"BSU DRIVE TOTALS: 3 plays, 9 yards, 1:19"
San Diego State at 11:40,,SDSU,BSU
1st and 10 at SDSU 48,Donnel Pumphrey run for 2 yds to the 50 yard line,0,0
2nd and 8 at 50,Donnel Pumphrey run for 5 yds to the BoiSt 45,,
3rd and 3 at BSU 45,Quinn Kaehler pass complete to Donnel Pumphrey for 17 yds to the BoiSt 28 for a 1ST down,,
1st and 10 at BSU 28,"Lloyd Mills pass complete to Quinn Kaehler for 15 yds to the BoiSt 13 SAN DIEGO ST Penalty, Offensive Holding (Lenicio Noble) to the BoiSt 23",,
1st and 5 at BSU 23,Quinn Kaehler pass complete to Ezell Ruffin for no gain to the BoiSt 23,,
2nd and 5 at BSU 23,"SAN DIEGO ST Penalty, False Start (Daniel Brunskill) to the BoiSt 28",,
2nd and 10 at BSU 28,Quinn Kaehler pass incomplete to Ezell Ruffin,,
3rd and 10 at BSU 28,Quinn Kaehler pass complete to Jemond Hazely for 4 yds to the BoiSt 24,,
4th and 6 at BSU 24,Donny Hageman 41 yd FG GOOD,3,0
"SDSU DRIVE TOTALS: 8 plays, 28 yards, 3:54"
Boise State at 7:46,,SDSU,BSU
,"Seamus McMorrow kickoff for 58 yds , Jeremy McNichols return for 21 yds to the BoiSt 28",3,0
1st and 10 at BSU 28,Jay Ajayi run for 4 yds to the BoiSt 32,,
2nd and 6 at BSU 32,Jeremy McNichols run for 14 yds to the BoiSt 46 for a 1ST down,,
1st and 10 at BSU 46,Grant Hedrick pass incomplete to Jake Roh,,
2nd and 10 at BSU 46,Grant Hedrick pass incomplete to Dallas Burroughs,,
3rd and 10 at BSU 46,Grant Hedrick pass incomplete to Shane Williams-Rhodes,,
4th and 10 at BSU 46,"Sean Wale punt for 41 yds, fair catch by Lloyd Mills at the SDSt 13",,
"BSU DRIVE TOTALS: 5 plays, 18 yards, 1:20"
San Diego State at 6:26,,SDSU,BSU
1st and 10 at SDSU 13,"SAN DIEGO ST Penalty, False Start (David Wells) to the SDSt 8",3,0
1st and 15 at SDSU 8,Donnel Pumphrey run for 6 yds to the SDSt 14,,
2nd and 9 at SDSU 14,Donnel Pumphrey run for 4 yds to the SDSt 18,,
3rd and 5 at SDSU 18,Quinn Kaehler pass complete to Donnel Pumphrey for 6 yds to the SDSt 24 for a 1ST down,,
1st and 10 at SDSU 24,Rashaad Penny run for 1 yd to the SDSt 25,,
2nd and 9 at SDSU 25,"Kaehler, Quinn pass incomplete to Mills, Lloyd, PENALTY BOISEST pass interference (Page, Cleshawn) 15 yards to the SANDIEGOST40, NO PLAY, 1ST DOWN SANDIEGOST. for a 1ST down",,
1st and 10 at SDSU 40,Quinn Kaehler pass complete to Chase Price for 5 yds to the SDSt 45,,
2nd and 5 at SDSU 45,Chase Price run for 5 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Quinn Kaehler pass complete to Ezell Ruffin for 11 yds to the BoiSt 39 for a 1ST down,,
1st and 10 at BSU 39,Chase Price run for 4 yds to the BoiSt 35,,
2nd and 6 at BSU 35,Donnel Pumphrey run for 3 yds to the BoiSt 32,,
3rd and 3 at BSU 32,"Donnel Pumphrey run for 32 yds for a TD, (Donny Hageman KICK)",10,0
"SDSU DRIVE TOTALS: 10 plays, 87 yards, 5:10"
Boise State at 1:16,,SDSU,BSU
,"Seamus McMorrow kickoff for 61 yds , Jeremy McNichols return for 24 yds to the BOISEST 41 SAN DIEGO ST Penalty, Defensive Offside (-5 Yards) to the BoiSt 33",10,0
1st and 10 at BSU 33,Grant Hedrick pass intercepted Calvin Munson return for no gain to the BoiSt 49,,
"BSU DRIVE TOTALS: 1 play, 0 yards, 0:17"
San Diego State at 0:59,,SDSU,BSU
1st and 10 at BSU 49,Chase Price run for 3 yds to the BoiSt 46,10,0
2nd and 7 at BSU 46,Chase Price run for 5 yds to the BoiSt 41,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
San Diego State at 15:00,,SDSU,BSU
3rd and 2 at BSU 41,Chase Price run for no gain to the BoiSt 41,10,0
4th and 2 at BSU 41,"Joel Alesi punt for 30 yds, fair catch by Donte Deayon at the BoiSt 11",,
"SDSU DRIVE TOTALS: 3 plays, 8 yards, 1:45"
Boise State at 14:14,,SDSU,BSU
1st and 10 at BSU 11,Grant Hedrick pass complete to Chaz Anderson for 2 yds to the BoiSt 13,10,0
2nd and 8 at BSU 13,Jay Ajayi run for 1 yd to the BoiSt 14,,
3rd and 7 at BSU 14,"Grant Hedrick pass complete to Jay Ajayi for 1 yd Jay Ajayi fumbled, forced by Cody Galea, recovered by BoiSt Rees Odhiambo",,
4th and 6 at BSU 15,"Sean Wale punt for 42 yds, punt out-of-bounds at the SDSt 43",,
"BSU DRIVE TOTALS: 3 plays, 4 yards, 1:44"
San Diego State at 12:30,,SDSU,BSU
1st and 10 at SDSU 43,Quinn Kaehler pass complete to Ezell Ruffin for 38 yds to the BoiSt 19 for a 1ST down,10,0
1st and 10 at BSU 19,Donnel Pumphrey run for 3 yds to the BoiSt 16,,
2nd and 7 at BSU 16,Donnel Pumphrey run for 3 yds to the BoiSt 13,,
3rd and 4 at BSU 13,"Quinn Kaehler pass incomplete to Lloyd Mills, broken up by Tyler Gray",,
