0414008620140927,,414,86
,"Buffalo wins toss and defers, Miami(Oh) will receive & defend South.",,
1st Quarter Play-by-Play
Miami (OH) at 15:00,,MU,BUF
,"Patrick Clarke kickoff for 63 yds , Dawan Scott return for 20 yds to the MiaOh 22",0,0
1st and 10 at M-OH 22,Andrew Hendrix pass complete to David Frazier for 36 yds to the Buff 42 for a 1ST down,,
1st and 10 at BUFF 42,Andrew Hendrix run for 26 yds to the Buff 16 for a 1ST down,,
1st and 10 at BUFF 16,Spencer McInnis run for 8 yds to the Buff 8,,
2nd and 2 at BUFF 8,Spencer McInnis run for 2 yds to the Buff 6 for a 1ST down,,
1st and Goal at BUFF 6,Andrew Hendrix pass incomplete to N/A,,
2nd and Goal at BUFF 6,"Andrew Hendrix pass complete to Jared Murphy for 6 yds for a TD, (Kaleb Patterson KICK)",7,0
"M-OH DRIVE TOTALS: 6 plays, 78 yards, 2:25"
Buffalo at 12:31,,MU,BUF
,"Kaleb Patterson kickoff for 37 yds , Colton Caldwell return for 7 yds to the Buff 35",7,0
1st and 10 at BUFF 35,Anthone Taylor run for 18 yds to the MiaOh 47 for a 1ST down,,
1st and 10 at M-OH 47,Anthone Taylor run for a loss of 1 yard to the MiaOh 48,,
2nd and 11 at M-OH 48,"LICATA, Joe pass incomplete to WILLOUGHBY, Ron, PENALTY MU roughing passer (WINTERS, M.) 15 yards to the MU33, 1ST DOWN UB, NO PLAY. for a 1ST down",,
1st and 10 at M-OH 33,Anthone Taylor run for 25 yds to the MiaOh 8 for a 1ST down,,
1st and Goal at M-OH 8,Anthone Taylor run for a loss of 1 yard to the MiaOh 9,,
2nd and Goal at M-OH 9,"Joe Licata pass complete to Jacob Martinez for 9 yds for a TD, (Patrick Clarke KICK)",7,7
"BUFF DRIVE TOTALS: 5 plays, 65 yards, 2:31"
Miami (OH) at 9:51,,MU,BUF
,"Patrick Clarke kickoff for 63 yds , Dawan Scott return for 54 yds to the Buff 44",7,7
1st and 10 at BUFF 44,Andrew Hendrix pass incomplete to David Frazier,,
2nd and 10 at BUFF 44,Dawan Scott run for 7 yds to the Buff 37,,
3rd and 3 at BUFF 37,Dawan Scott run for a loss of 2 yards to the Buff 39,,
4th and 5 at BUFF 39,Christian Koch punt for 39 yds for a touchback,,
"M-OH DRIVE TOTALS: 3 plays, 5 yards, 1:24"
Buffalo at 8:27,,MU,BUF
1st and 10 at BUFF 20,Anthone Taylor run for 2 yds to the Buff 22,7,7
