0774007120141018,,774,71
1st Quarter Play-by-Play
Bowling Green at 15:00,,WMU,BGSU
,Brett Scanlon kickoff for 65 yds for a touchback,0,0
1st and 10 at BGSU 25,Ronnie Moore run for 13 yds to the BwGrn 38 for a 1ST down,,
1st and 10 at BGSU 38,James Knapke run for 16 yds to the WMich 46 for a 1ST down,,
1st and 10 at WMU 46,James Knapke pass complete to Roger Lewis for 6 yds to the WMich 40,,
2nd and 4 at WMU 40,Travis Greene run for 15 yds to the WMich 25 for a 1ST down,,
1st and 10 at WMU 25,Travis Greene run for no gain to the WMich 25,,
2nd and 10 at WMU 25,James Knapke pass complete to Heath Jackson for 7 yds to the WMich 18,,
3rd and 3 at WMU 18,James Knapke pass complete to Heath Jackson for 3 yds to the WMich 15 for a 1ST down,,
1st and 10 at WMU 15,Travis Greene run for 5 yds to the WMich 10,,
2nd and 5 at WMU 10,Travis Greene run for 4 yds to the WMich 6,,
3rd and 1 at WMU 6,Travis Greene run for 1 yd to the WMich 5 for a 1ST down,,
1st and Goal at WMU 5,Travis Greene run for 2 yds to the WMich 3,,
2nd and Goal at WMU 3,Travis Greene run for 1 yd to the WMich 2,,
3rd and Goal at WMU 2,"Andre Givens run for 2 yds for a TD, (Tyler Tate KICK) WESTRN MICHIGAN Penalty, offside defense (NA) declined",0,7
"BGSU DRIVE TOTALS: 13 plays, 75 yards, 3:49"
Western Michigan at 11:04,,WMU,BGSU
,"Anthony Farinella kickoff for 46 yds , Dareyon Chance return for 13 yds to the WMich 32",0,7
1st and 10 at WMU 32,Zach Terrell run for 6 yds to the WMich 38,,
2nd and 4 at WMU 38,Zach Terrell pass complete to Corey Davis for 14 yds to the BwGrn 48 for a 1ST down,,
1st and 10 at BGSU 48,Zach Terrell pass complete to Daniel Braverman for no gain to the BwGrn 48,,
2nd and 10 at BGSU 48,Zach Terrell pass complete to Darius Phillips for 18 yds to the BwGrn 30 for a 1ST down,,
1st and 10 at BGSU 30,Jarvion Franklin run for a loss of 6 yards to the BwGrn 36,,
2nd and 16 at BGSU 36,Zach Terrell pass complete to Corey Davis for 10 yds to the BwGrn 26,,
3rd and 6 at BGSU 26,Fabian Johnson run for 11 yds to the BwGrn 15 for a 1ST down,,
1st and 10 at BGSU 15,Jarvion Franklin run for 5 yds to the BwGrn 10,,
2nd and 5 at BGSU 10,Jarvion Franklin run for 3 yds to the BwGrn 7,,
3rd and 2 at BGSU 7,Jarvion Franklin run for 3 yds to the BwGrn 4 for a 1ST down,,
1st and Goal at BGSU 4,Jarvion Franklin run for no gain to the BwGrn 4,,
2nd and Goal at BGSU 4,Zach Terrell run for a loss of 1 yard to the BwGrn 5,,
,"Timeout WESTRN MICHIGAN, clock 04:01",,
3rd and Goal at BGSU 5,"Zach Terrell pass complete to Taylor Moton for a loss of 7 yards Taylor Moton fumbled, forced by Taylor Royster, recovered by WMich Daniel Braverman  , return for 1 yd to the BwGrn 8",,
4th and Goal at BGSU 8,Andrew Haldeman 25 yd FG GOOD,3,7
"WMU DRIVE TOTALS: 14 plays, 60 yards, 7:28"
Bowling Green at 3:36,,WMU,BGSU
,Brett Scanlon kickoff for 65 yds for a touchback,3,7
1st and 10 at BGSU 25,James Knapke pass complete to Ronnie Moore for 2 yds to the BwGrn 27,,
2nd and 8 at BGSU 27,James Knapke pass incomplete to Travis Greene,,
3rd and 8 at BGSU 27,James Knapke pass complete to Travis Greene for 7 yds to the BwGrn 34,,
4th and 1 at BGSU 34,"BOWLING GREEN Penalty, delay of game (NA) to the BwGrn 29",,
4th and 6 at BGSU 29,"Joe Davidson punt for 35 yds, fair catch by Daniel Braverman at the WMich 36",,
"BGSU DRIVE TOTALS: 3 plays, 4 yards, 1:28"
Western Michigan at 2:08,,WMU,BGSU
1st and 10 at WMU 36,Zach Terrell pass complete to Corey Davis for 20 yds to the BwGrn 44 for a 1ST down,3,7
1st and 10 at BGSU 44,Jarvion Franklin run for a loss of 1 yard to the BwGrn 45,,
2nd and 11 at BGSU 45,Zach Terrell pass complete to Corey Davis for 7 yds to the BwGrn 38,,
3rd and 4 at BGSU 38,Zach Terrell pass complete to Kendrick Roberts for 4 yds to the BwGrn 34 for a 1ST down,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Western Michigan at 15:00,,WMU,BGSU
1st and 10 at BGSU 34,Zach Terrell pass incomplete to Corey Davis,3,7
2nd and 10 at BGSU 34,Jarvion Franklin run for 14 yds to the BwGrn 20 for a 1ST down,,
1st and 10 at BGSU 20,Jarvion Franklin run for 3 yds to the BwGrn 17,,
2nd and 7 at BGSU 17,Jarvion Franklin run for 5 yds to the BwGrn 12,,
3rd and 2 at BGSU 12,Jarvion Franklin run for 7 yds to the BwGrn 5 for a 1ST down,,
1st and Goal at BGSU 5,Jarvion Franklin run for 1 yd to the BwGrn 4,,
2nd and Goal at BGSU 4,"Zach Terrell pass incomplete to Darius Phillips, broken up by Jude Adjei-Barimah",,
,"Timeout BOWLING GREEN, clock 11:43",,
3rd and Goal at BGSU 4,"Zach Terrell pass complete to Corey Davis for 4 yds for a TD, (Andrew Haldeman KICK)",10,7
"WMU DRIVE TOTALS: 12 plays, 64 yards, 5:30"
Bowling Green at 11:31,,WMU,BGSU
,"Brett Scanlon kickoff for 62 yds , Ronnie Moore return for 19 yds to the BwGrn 22",10,7
1st and 10 at BGSU 22,Fred Coppet run for 2 yds to the BwGrn 24,,
2nd and 8 at BGSU 24,James Knapke pass intercepted Justin Currie return for 13 yds to the BwGrn 34,,
"BGSU DRIVE TOTALS: 2 plays, 2 yards, 0:31"
Western Michigan at 11:00,,WMU,BGSU
1st and 10 at BGSU 34,Daniel Braverman run for no gain to the BwGrn 34,10,7
2nd and 10 at BGSU 34,Zach Terrell run for 8 yds to the BwGrn 26,,
3rd and 2 at BGSU 26,Jarvion Franklin run for 5 yds to the BwGrn 21 for a 1ST down,,
1st and 10 at BGSU 21,Zach Terrell pass incomplete to Corey Davis,,
2nd and 10 at BGSU 21,Jarvion Franklin run for 3 yds to the BwGrn 18,,
,"Timeout BOWLING GREEN, clock 08:37",,
3rd and 7 at BGSU 18,"Zach Terrell pass incomplete to Daniel Braverman, broken up by Taylor Royster",,
4th and 7 at BGSU 18,Andrew Haldeman 35 yd FG GOOD,13,7
"WMU DRIVE TOTALS: 7 plays, 16 yards, 2:31"
Bowling Green at 8:24,,WMU,BGSU
,"Brett Scanlon kickoff for 50 yds , Ronnie Moore return for 10 yds to the BwGrn 25",13,7
1st and 10 at BGSU 25,James Knapke pass complete to Roger Lewis for 5 yds to the BwGrn 30,,
2nd and 5 at BGSU 30,James Knapke pass incomplete to Ronnie Moore,,
3rd and 5 at BGSU 30,James Knapke pass incomplete to Chris Pohlman,,
4th and 5 at BGSU 30,Joe Davidson punt for 70 yds for a touchback,,
"BGSU DRIVE TOTALS: 3 plays, 5 yards, 0:42"
Western Michigan at 7:42,,WMU,BGSU
1st and 10 at WMU 20,Jarvion Franklin run for 21 yds to the WMich 41 for a 1ST down,13,7
1st and 10 at WMU 41,Jarvion Franklin run for 1 yd to the WMich 42,,
2nd and 9 at WMU 42,Jarvion Franklin run for 4 yds to the WMich 46,,
3rd and 5 at WMU 46,Zach Terrell pass incomplete to Kendrick Roberts,,
4th and 5 at WMU 46,"J. Schroeder punt for 37 yds, downed at the BwGrn 17",,
"WMU DRIVE TOTALS: 4 plays, 26 yards, 2:13"
Bowling Green at 5:29,,WMU,BGSU
1st and 10 at BGSU 17,James Knapke pass complete to Ryan Burbrink for 5 yds to the BwGrn 22,13,7
2nd and 5 at BGSU 22,"Travis Greene run for 5 yds to the BwGrn 27 BOWLING GREEN Penalty, Offensive holding (NA) to the BwGrn 17",,
2nd and 10 at BGSU 17,James Knapke pass complete to Ryan Burbrink for 11 yds to the BwGrn 28 for a 1ST down,,
1st and 10 at BGSU 28,Travis Greene run for 3 yds to the BwGrn 31,,
2nd and 7 at BGSU 31,James Knapke pass complete to Ryan Burbrink for 10 yds to the BwGrn 41 for a 1ST down,,
1st and 10 at BGSU 41,"James Knapke pass incomplete to Ronnie Moore, broken up by Trevor Ishmael",,
2nd and 10 at BGSU 41,"James Knapke pass incomplete to Roger Lewis, broken up by Donald Celiscar",,
3rd and 10 at BGSU 41,James Knapke pass complete to Ronnie Moore for 10 yds to the WMich 49 for a 1ST down,,
1st and 10 at WMU 49,Travis Greene run for no gain to the WMich 49,,
