0545006720140905,,545,67
,"PITTSBURGH wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Pittsburgh at 15:00,,PITT,BC
,Alex Howell kickoff for 65 yds for a touchback,0,0
1st and 10 at PITT 25,James Conner run for 1 yd to the Pitt 26,,
2nd and 9 at PITT 26,Chad Voytik run for no gain to the Pitt 26,,
3rd and 9 at PITT 26,Chad Voytik run for 23 yds to the Pitt 49 for a 1ST down,,
1st and 10 at PITT 49,James Conner run for 14 yds to the BC 37 for a 1ST down,,
1st and 10 at BC 37,Chad Voytik pass complete to Tyler Boyd for 4 yds to the BC 33,,
2nd and 6 at BC 33,James Conner run for 2 yds to the BC 31,,
3rd and 4 at BC 31,Chad Voytik pass incomplete to Manasseh Garner,,
4th and 4 at BC 31,Chris Blewitt 49 yd FG GOOD,3,0
"PITT DRIVE TOTALS: 8 plays, 44 yards, 3:28"
Boston College at 11:32,,PITT,BC
,"Chris Blewitt kickoff for 57 yds , Myles Willis return for 25 yds to the BC 33",3,0
1st and 10 at BC 33,Tyler Murphy run for 12 yds to the BC 45 for a 1ST down,,
1st and 10 at BC 45,Tyler Murphy pass complete to Shakim Phillips for 3 yds to the BC 48,,
2nd and 7 at BC 48,Tyler Murphy run for 51 yds to the Pitt 1 for a 1ST down,,
1st and Goal at PITT 1,"Tyler Rouse run for 1 yd for a TD, (Joey Launceford KICK)",3,7
"BC DRIVE TOTALS: 4 plays, 67 yards, 1:37"
Pittsburgh at 9:55,,PITT,BC
,Alex Howell kickoff for 65 yds for a touchback,3,7
1st and 10 at PITT 25,Tyler Boyd run for 4 yds to the Pitt 29,,
2nd and 6 at PITT 29,James Conner run for 9 yds to the Pitt 38 for a 1ST down,,
1st and 10 at PITT 38,James Conner run for 18 yds to the BC 44 for a 1ST down,,
1st and 10 at BC 44,Chad Voytik pass incomplete to J.P. Holtz,,
2nd and 10 at BC 44,Chad Voytik pass incomplete to Tyler Boyd,,
,"Timeout PITTSBURGH, clock 08:08",,
3rd and 10 at BC 44,"PITTSBURGH Penalty, Offensive Holding (-10 Yards) to the Pitt 46",,
3rd and 20 at PITT 46,Chad Voytik pass complete to J.P. Holtz for 2 yds to the Pitt 48,,
4th and 18 at PITT 48,"Ryan Winslow punt for 48 yds, downed at the BC 4",,
"PITT DRIVE TOTALS: 6 plays, 23 yards, 3:10"
Boston College at 6:45,,PITT,BC
1st and 10 at BC 4,Tyler Rouse run for 4 yds to the BC 8,3,7
2nd and 6 at BC 8,Tyler Rouse run for 3 yds to the BC 11,,
3rd and 3 at BC 11,Tyler Rouse run for 5 yds to the BC 16 for a 1ST down,,
1st and 10 at BC 16,Myles Willis run for 2 yds to the BC 18,,
2nd and 8 at BC 18,Myles Willis run for 2 yds to the BC 20,,
3rd and 6 at BC 20,Tyler Murphy sacked by Bam Bradley for a loss of 9 yards to the BC 11,,
4th and 15 at BC 11,"Alex Howell punt for 62 yds , Tyler Boyd returns for 11 yds to the Pitt 38",,
"BC DRIVE TOTALS: 6 plays, 7 yards, 3:35"
Pittsburgh at 3:10,,PITT,BC
1st and 10 at PITT 38,Chad Voytik pass incomplete to Tyler Boyd,3,7
2nd and 10 at PITT 38,James Conner run for 6 yds to the Pitt 44,,
3rd and 4 at PITT 44,Chad Voytik pass intercepted Steven Daniels return for 23 yds to the Pitt 29,,
"PITT DRIVE TOTALS: 3 plays, 6 yards, 0:57"
Boston College at 2:13,,PITT,BC
1st and 10 at PITT 29,Tyler Murphy pass incomplete to Dan Crimmins,3,7
2nd and 10 at PITT 29,Tyler Murphy pass incomplete to Josh Bordner,,
3rd and 10 at PITT 29,Tyler Murphy pass incomplete to Shakim Phillips,,
,"Timeout BOSTON COLLEGE, clock 02:02",,
4th and 10 at PITT 29,Alex Howell 46 yd FG MISSED,,
"BC DRIVE TOTALS: 4 plays, 0 yards, 0:17"
Pittsburgh at 1:56,,PITT,BC
