0518041620141108,,518,416
1st Quarter Play-by-Play
Ohio State at 15:00,,OHST,MSU
,"Kevin Cronin kickoff for 64 yds , Dontre Wilson return for 24 yds to the OhSt 25",0,0
1st and 10 at OSU 25,J.T. Barrett pass complete to Devin Smith for 12 yds to the OhSt 37 for a 1ST down,,
1st and 10 at OSU 37,J.T. Barrett pass complete to Devin Smith for 14 yds to the MchSt 49 for a 1ST down,,
1st and 10 at MSU 49,J.T. Barrett pass incomplete,,
2nd and 10 at MSU 49,"Barrett, J.T. rush for 8 yards to the MICHIGANST41, PENALTY MICHIGANST offside 5 yards to the MICHIGANST44, NO PLAY.",,
2nd and 5 at MSU 44,J.T. Barrett pass complete to Michael Thomas for 4 yds to the MchSt 40,,
3rd and 1 at MSU 40,J.T. Barrett run for 6 yds to the MchSt 34 for a 1ST down,,
1st and 10 at MSU 34,"OHIO ST Penalty, False Start (Pat Elflein) to the MchSt 39",,
1st and 15 at MSU 39,J.T. Barrett pass incomplete to Evan Spencer,,
2nd and 15 at MSU 39,J.T. Barrett pass incomplete to Dontre Wilson,,
3rd and 15 at MSU 39,J.T. Barrett pass complete to Devin Smith for 9 yds to the MchSt 30,,
4th and 6 at MSU 30,Sean Nuernberger 47 yd FG MISSED,,
"OSU DRIVE TOTALS: 9 plays, 45 yards, 3:16"
Michigan State at 11:44,,OHST,MSU
1st and 10 at MSU 30,Jeremy Langford run for 7 yds to the MchSt 37,0,0
2nd and 3 at MSU 37,Connor Cook pass complete to Keith Mumphery for 44 yds to the OhSt 19 for a 1ST down,,
1st and 10 at OSU 19,Jeremy Langford run for 4 yds to the OhSt 15,,
2nd and 6 at OSU 15,Connor Cook pass incomplete to Jeremy Langford,,
3rd and 6 at OSU 15,"Connor Cook pass complete to Keith Mumphery for 15 yds for a TD, (Michael Geiger KICK)",0,7
"MSU DRIVE TOTALS: 5 plays, 70 yards, 2:02"
Ohio State at 9:42,,OHST,MSU
,"Kevin Cronin kickoff for 65 yds , Dontre Wilson return for 29 yds to the OhSt 29",0,7
1st and 10 at OSU 29,Ezekiel Elliott run for 19 yds to the OhSt 48 for a 1ST down,,
1st and 10 at OSU 48,Ezekiel Elliott run for 47 yds to the MchSt 5 for a 1ST down,,
1st and Goal at MSU 5,J.T. Barrett pass incomplete to Devin Smith,,
2nd and Goal at MSU 5,"J.T. Barrett run for 5 yds for a TD, (Sean Nuernberger KICK)",7,7
"OSU DRIVE TOTALS: 4 plays, 71 yards, 1:01"
Michigan State at 8:41,,OHST,MSU
,Kyle Clinton kickoff for 65 yds for a touchback,7,7
1st and 10 at MSU 25,Jeremy Langford run for 17 yds to the MchSt 42 for a 1ST down,,
1st and 10 at MSU 42,Connor Cook pass incomplete to Aaron Burbridge,,
2nd and 10 at MSU 42,"MICHIGAN ST Penalty, Offensive Holding (Travis Jackson) to the MchSt 32",,
2nd and 20 at MSU 32,Connor Cook pass incomplete to Aaron Burbridge,,
3rd and 20 at MSU 32,"Cook, Connor pass complete to Lippett, Tony for 10 yards to the MICHIGANST42, PENALTY MICHIGANST illegal formation 5 yards to the MICHIGANST27, NO PLAY.",,
3rd and 25 at MSU 27,"Connor Cook sacked by Michael Bennett for a loss of 1 yard to the MchSt 30 Connor Cook fumbled, forced by Michael Bennett, recovered by MchSt Donavon Clark , return for 0 yards",,
4th and 22 at MSU 30,"Mike Sadler punt for 37 yds , Jeff Greene returns for no gain to the OhSt 33 Jeff Greene fumbled, recovered by MchSt Chris Frey",,
"MSU DRIVE TOTALS: 4 plays, 5 yards, 2:21"
Michigan State at 6:20,,OHST,MSU
1st and 10 at OSU 33,"Jeremy Langford run for 33 yds for a TD, (Michael Geiger KICK)",7,14
"MSU DRIVE TOTALS: 1 play, 33 yards, 0:06"
Ohio State at 6:14,,OHST,MSU
,"Kevin Cronin kickoff for 57 yds , Dontre Wilson return for 19 yds to the OhSt 27 Dontre Wilson fumbled, forced by Chris Frey, recovered by OhSt Cam Burrows",7,14
1st and 10 at OSU 27,J.T. Barrett pass complete to Devin Smith for 8 yds to the OhSt 35,,
2nd and 2 at OSU 35,J.T. Barrett run for 6 yds to the OhSt 41 for a 1ST down,,
1st and 10 at OSU 41,Ezekiel Elliott run for 5 yds to the OhSt 46,,
2nd and 5 at OSU 46,Ezekiel Elliott run for 3 yds to the OhSt 49,,
3rd and 2 at OSU 49,J.T. Barrett run for 14 yds to the MchSt 37 for a 1ST down,,
1st and 10 at MSU 37,"Barrett, J.T. pass incomplete to Spencer, Evan, PENALTY MICHIGANST pass interference (Hicks, Darian) 15 yards to the MICHIGANST22, NO PLAY, 1ST DOWN OHIOST. for a 1ST down",,
1st and 10 at MSU 22,Ezekiel Elliott run for a loss of 5 yards to the MchSt 27,,
2nd and 15 at MSU 27,"Barrett, J.T. pass complete to Smith, Devin for 18 yards to the MICHIGANST9, PENALTY OHIOST illegal use of hands (Decker, Taylor) 15 yards to the MICHIGANST42, NO PLAY.",,
2nd and 30 at MSU 42,Ezekiel Elliott run for 1 yd to the MchSt 41,,
3rd and 29 at OSU 41,"J.T. Barrett sacked by Demetrious Cox for a loss of 14 yards to the MICHIGANST 45 OHIO ST Penalty, Intentional Grounding (J.T. Barrett) to the OhSt 45",,
4th and 43 at OSU 45,"Cameron Johnston punt for 48 yds, downed at the MchSt 7",,
"OSU DRIVE TOTALS: 8 plays, 18 yards, 4:39"
Michigan State at 1:35,,OHST,MSU
1st and 10 at MSU 7,Jeremy Langford run for 2 yds to the MchSt 9,7,14
2nd and 8 at MSU 9,Connor Cook pass incomplete to Tony Lippett,,
3rd and 8 at MSU 9,Connor Cook pass incomplete to Tony Lippett,,
4th and 8 at MSU 9,"Mike Sadler punt for 42 yds, fair catch by Jalin Marshall at the OhSt 49",,
"MSU DRIVE TOTALS: 3 plays, 2 yards, 0:47"
Ohio State at 0:48,,OHST,MSU
