0518072620140830,,518,726
,"NAVY wins the coin toss, and defers. OHIOST to receive. NAVY defends.",,
1st Quarter Play-by-Play
Ohio State at 15:00,,OHST,NAVY
,Austin Grebe kickoff for 65 yds for a touchback,0,0
1st and 10 at OSU 25,J.T. Barrett pass complete to Devin Smith for 14 yds to the OhSt 39 for a 1ST down,,
1st and 10 at OSU 39,J.T. Barrett pass incomplete to Dontre Wilson,,
2nd and 10 at OSU 39,Ezekiel Elliott run for no gain to the OhSt 39,,
3rd and 10 at OSU 39,J.T. Barrett run for 7 yds to the OhSt 46,,
4th and 3 at OSU 46,"Cameron Johnston punt for 53 yds, downed at the Navy 1",,
"OSU DRIVE TOTALS: 4 plays, 21 yards, 1:55"
Navy at 13:05,,OHST,NAVY
1st and 10 at NAVY 1,Noah Copeland run for 2 yds to the Navy 3,0,0
2nd and 8 at NAVY 3,Keenan Reynolds run for 5 yds to the Navy 8,,
3rd and 3 at NAVY 8,Geoffrey Whiteside run for 4 yds to the Navy 12 for a 1ST down,,
1st and 10 at NAVY 12,DeBrandon Sanders run for 11 yds to the Navy 23 for a 1ST down,,
1st and 10 at NAVY 23,Keenan Reynolds run for a loss of 3 yards to the Navy 20,,
2nd and 13 at NAVY 20,Keenan Reynolds run for no gain to the Navy 20,,
3rd and 13 at NAVY 20,Keenan Reynolds run for 2 yds to the Navy 22,,
4th and 11 at NAVY 22,"Pablo Beltran punt for 35 yds, punt out-of-bounds at the OhSt 43",,
"NAVY DRIVE TOTALS: 7 plays, 21 yards, 4:14"
Ohio State at 8:51,,OHST,NAVY
1st and 10 at OSU 43,Dontre Wilson run for 9 yds to the Navy 48,0,0
2nd and 1 at NAVY 48,Ezekiel Elliott run for 3 yds to the Navy 45 for a 1ST down,,
1st and 10 at NAVY 45,Jalin Marshall run for 5 yds to the Navy 40,,
2nd and 5 at NAVY 40,Jalin Marshall run for 6 yds to the Navy 34 for a 1ST down,,
1st and 10 at NAVY 34,J.T. Barrett sacked by Paul Quessenberry for a loss of 9 yards to the Navy 43,,
2nd and 19 at NAVY 43,J.T. Barrett pass complete to Michael Thomas for 8 yds to the Navy 35,,
3rd and 11 at NAVY 35,"OHIO ST Penalty, Offensive Holding (Billy Price) to the Navy 45",,
3rd and 21 at NAVY 45,J.T. Barrett pass complete to Dontre Wilson for 16 yds to the Navy 29,,
4th and 5 at NAVY 29,Sean Nuernberger 46 yd FG GOOD,3,0
"OSU DRIVE TOTALS: 8 plays, 28 yards, 4:25"
Navy at 4:26,,OHST,NAVY
,Kyle Clinton kickoff for 65 yds for a touchback,3,0
1st and 10 at NAVY 25,Ryan Williams-Jenkins run for 11 yds to the Navy 36 for a 1ST down,,
1st and 10 at NAVY 36,Keenan Reynolds run for 24 yds to the OhSt 40 for a 1ST down,,
1st and 10 at OSU 40,DeBrandon Sanders run for 2 yds to the OhSt 38,,
2nd and 8 at OSU 38,"NAVY Penalty, False Start (E.K. Binns) to the OhSt 43",,
2nd and 13 at OSU 43,Keenan Reynolds pass complete to Brandon Colon for 17 yds to the OhSt 26 for a 1ST down,,
1st and 10 at OSU 26,Geoffrey Whiteside run for 10 yds to the OhSt 16 for a 1ST down,,
1st and 10 at OSU 16,Keenan Reynolds run for 8 yds to the OhSt 8,,
2nd and 2 at OSU 8,Geoffrey Whiteside run for 5 yds to the OhSt 3 for a 1ST down,,
1st and Goal at OSU 3,Keenan Reynolds run for 1 yd to the OhSt 2,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Navy at 15:00,,OHST,NAVY
2nd and Goal at OSU 2,Keenan Reynolds run for 1 yd to the OhSt 1,3,0
3rd and Goal at OSU 1,Keenan Reynolds run for no gain to the OhSt 1,,
4th and Goal at OSU 1,"DeBrandon Sanders run for 1 yd for a TD, (Nick Sloan KICK)",3,7
"NAVY DRIVE TOTALS: 11 plays, 75 yards, 5:22"
Ohio State at 14:04,,OHST,NAVY
,"Austin Grebe kickoff for 65 yds , Dontre Wilson return for 35 yds to the OhSt 35",3,7
1st and 10 at OSU 35,J.T. Barrett run for 3 yds to the OhSt 38,,
2nd and 7 at OSU 38,J.T. Barrett pass complete to Curtis Samuel for 4 yds to the OhSt 42,,
3rd and 3 at OSU 42,J.T. Barrett pass incomplete to Curtis Samuel,,
4th and 3 at OSU 42,Cameron Johnston punt for 58 yds for a touchback,,
"OSU DRIVE TOTALS: 3 plays, 7 yards, 1:26"
Navy at 12:38,,OHST,NAVY
1st and 10 at NAVY 20,Keenan Reynolds run for no gain to the Navy 20,3,7
2nd and 10 at NAVY 20,Noah Copeland run for 5 yds to the Navy 25,,
3rd and 5 at NAVY 25,Keenan Reynolds sacked by Adolphus Washington for a loss of 5 yards to the Navy 20,,
4th and 10 at NAVY 20,"Pablo Beltran punt for 50 yds , Dontre Wilson returns for 5 yds to the OhSt 25 OHIO ST Penalty, Illegal Block (Eli Apple) to the OhSt 25",,
"NAVY DRIVE TOTALS: 3 plays, 0 yards, 2:04"
Ohio State at 10:34,,OHST,NAVY
1st and 10 at OSU 25,Dontre Wilson run for 6 yds to the OhSt 31,3,7
2nd and 4 at OSU 31,Ezekiel Elliott run for 3 yds to the OhSt 34,,
3rd and 1 at OSU 34,Ezekiel Elliott run for 4 yds to the OhSt 38 for a 1ST down,,
1st and 10 at OSU 38,J.T. Barrett pass complete to Evan Spencer for 5 yds to the OhSt 43,,
2nd and 5 at OSU 43,J.T. Barrett pass complete to Jalin Marshall for 9 yds to the Navy 48 for a 1ST down,,
1st and 10 at NAVY 48,J.T. Barrett pass complete to Jalin Marshall for 10 yds to the Navy 38 for a 1ST down,,
1st and 10 at NAVY 38,J.T. Barrett pass complete to Dontre Wilson for 30 yds to the Navy 8 for a 1ST down,,
1st and Goal at NAVY 8,J.T. Barrett pass intercepted Parrish Gaines return for no gain to the Navy 3,,
