0404043320140927,,404,433
,"MEMPHIS wins the coin toss, and defers. OLEMISS to receive. MEMPHIS defends.",,
1st Quarter Play-by-Play
Ole Miss at 15:00,,MEM,MISS
,"Jake Elliott kickoff for 65 yds for a 1ST down , Jaylen Walton return for 22 yds to the OLEMISS 43 for a 1ST down MEMPHIS Penalty, Personal Foul (-15 Yards) to the Miss 37 for a 1ST down",0,0
1st and 10 at MISS 37,Bo Wallace pass complete to Evan Engram for 3 yds to the Miss 40,,
2nd and 7 at MISS 40,Laquon Treadwell run for a loss of 4 yards to the Miss 36,,
3rd and 11 at MISS 36,Bo Wallace pass incomplete,,
4th and 11 at MISS 36,"Will Gleeson punt for 50 yds , Keiwone Malone returns for 3 yds to the Memph 17",,
"MISS DRIVE TOTALS: 3 plays, -1 yard, 1:21"
Memphis at 13:39,,MEM,MISS
1st and 10 at MEM 17,Brandon Hayes run for 4 yds to the Memph 21,0,0
2nd and 6 at MEM 21,Paxton Lynch pass incomplete,,
3rd and 6 at MEM 21,Paxton Lynch pass complete to Mose Frazier for 5 yds to the Memph 26,,
4th and 1 at MEM 26,"Spencer Smith punt for 40 yds , Markell Pack returns for 2 yds to the Miss 36",,
"MEM DRIVE TOTALS: 3 plays, 9 yards, 0:57"
Ole Miss at 12:42,,MEM,MISS
1st and 10 at MISS 36,"u""I'Tavius Mathers"",  run for 1 yd to the Miss 37",0,0
2nd and 9 at MISS 37,"Bo Wallace pass complete to Laquon Treadwell for 63 yds for a TD, (Andrew Fletcher KICK)",0,7
"MISS DRIVE TOTALS: 2 plays, 64 yards, 0:41"
Memphis at 12:01,,MEM,MISS
,"Gary Wunderlich kickoff for 64 yds for a 1ST down , Joe Craig return for 16 yds to the OLEMISS 49 for a 1ST down OLE MISS Penalty, Personal Foul (-15 Yards) to the Memph 32 for a 1ST down",0,7
1st and 10 at MEM 32,"OLE MISS Penalty, Personal Foul (15 Yards) to the Memph 47 for a 1ST down",,
1st and 10 at MEM 47,Paxton Lynch pass incomplete,,
2nd and 10 at MEM 47,Sam Craft run for 1 yd to the Memph 48,,
3rd and 9 at MEM 48,Paxton Lynch sacked by Bryon Bennett for a loss of 8 yards to the Memph 40,,
4th and 17 at MEM 40,"Spencer Smith punt for 42 yds, fair catch by Markell Pack at the Miss 18",,
"MEM DRIVE TOTALS: 3 plays, 8 yards, 1:17"
Ole Miss at 10:44,,MEM,MISS
1st and 10 at MISS 18,"u""I'Tavius Mathers"",  run for 5 yds to the Miss 23",0,7
2nd and 5 at MISS 23,"Bo Wallace pass complete to u""I'Tavius Mathers"",  for 6 yds to the Miss 29 for a 1ST down",,
1st and 10 at MISS 29,"u""I'Tavius Mathers"",  run for 7 yds to the Miss 36",,
