0522071920140906,,522,719
,"TULSA wins the coin toss, and defers. OKLAHOMA to receive. TULSA defends.",,
1st Quarter Play-by-Play
Oklahoma at 15:00,,OKLA,TUL
,"Preston Soper kickoff for 65 yds , Alex Ross return for 19 yds to the Okla 19",0,0
1st and 10 at OKLA 19,Trevor Knight pass complete to Sterling Shepard for 54 yds to the Tulsa 27 for a 1ST down,,
1st and 10 at TLSA 27,Trevor Knight pass complete to Durron Neal for 20 yds to the Tulsa 7 for a 1ST down,,
1st and Goal at TLSA 7,"Keith Ford run for 7 yds for a TD, (Michael Hunnicutt KICK)",7,0
"OKLA DRIVE TOTALS: 3 plays, 81 yards, 0:57"
Tulsa at 14:03,,OKLA,TUL
,Nick Hodgson kickoff for 65 yds for a touchback,7,0
1st and 10 at TLSA 25,Dane Evans pass complete to Keyarris Garrett for 3 yds to the Tulsa 28,,
2nd and 7 at TLSA 28,"Dickerson, Tavarreon rush for 10 yards to the TULSA38, PENALTY TULSA holding (Lott, Tyler) 10 yards to the TULSA18, NO PLAY.",,
2nd and 17 at TLSA 18,Dane Evans sacked by Chuka Ndulue for a loss of 4 yards to the Tulsa 14,,
3rd and 21 at TLSA 14,Dane Evans pass incomplete to Payton Prince,,
4th and 21 at TLSA 14,"Dalton Parks punt for 43 yds , Michiah Quick returns for no gain to the Okla 43",,
"TLSA DRIVE TOTALS: 3 plays, -11 yards, 1:46"
Oklahoma at 12:17,,OKLA,TUL
1st and 10 at OKLA 43,Durron Neal run for 16 yds to the Tulsa 41 for a 1ST down,7,0
1st and 10 at TLSA 41,Trevor Knight pass incomplete to Sterling Shepard,,
2nd and 10 at TLSA 41,Trevor Knight pass complete to Sterling Shepard for a loss of 4 yards to the Tulsa 45,,
3rd and 14 at TLSA 45,Trevor Knight run for 5 yds to the Tulsa 40,,
4th and 9 at TLSA 40,Jed Barnett punt for 40 yds for a touchback,,
"OKLA DRIVE TOTALS: 4 plays, 17 yards, 1:20"
Tulsa at 10:57,,OKLA,TUL
1st and 10 at TLSA 20,James Flanders run for 3 yds to the Tulsa 23,7,0
2nd and 7 at TLSA 23,James Flanders run for 2 yds to the Tulsa 25,,
3rd and 5 at TLSA 25,Dane Evans pass complete to Conner Floyd for 3 yds to the Tulsa 28,,
4th and 2 at TLSA 28,"Dalton Parks punt for 44 yds, downed at the Okla 28",,
"TLSA DRIVE TOTALS: 3 plays, 8 yards, 1:58"
Oklahoma at 8:59,,OKLA,TUL
1st and 10 at OKLA 28,"Trevor Knight run for 5 yds to the Okla 33 for a 1ST down TULSA Penalty, Defensive Holding (Michael Mudoh) to the Okla 43 for a 1ST down",7,0
1st and 10 at OKLA 43,Alex Ross run for 6 yds to the Okla 49,,
2nd and 4 at OKLA 49,Trevor Knight pass incomplete to Durron Neal,,
3rd and 4 at OKLA 49,Trevor Knight pass complete to Durron Neal for 9 yds to the Tulsa 42 for a 1ST down,,
1st and 10 at TLSA 42,Trevor Knight pass complete to Dimitri Flowers for 11 yds to the Tulsa 31 for a 1ST down,,
1st and 10 at TLSA 31,Trevor Knight pass complete to K.J. Young for no gain to the Tulsa 31,,
2nd and 10 at TLSA 31,"Trevor Knight run for 31 yds for a TD, (Michael Hunnicutt KICK)",14,0
"OKLA DRIVE TOTALS: 7 plays, 72 yards, 2:24"
Tulsa at 6:35,,OKLA,TUL
,"Nick Hodgson kickoff for 65 yds , u""D'Angelo Brewer"",  return for 24 yds to the Tulsa 24",14,0
1st and 10 at TLSA 24,Dane Evans pass complete to Keevan Lucas for 12 yds to the Tulsa 36 for a 1ST down,,
1st and 10 at TLSA 36,Dane Evans run for 2 yds to the Tulsa 38,,
2nd and 8 at TLSA 38,Dane Evans pass incomplete to Joshua Atkinson,,
3rd and 8 at TLSA 38,Dane Evans pass incomplete to Keevan Lucas,,
4th and 8 at TLSA 38,"Dalton Parks punt for 43 yds , Sterling Shepard returns for no gain to the Okla 19",,
"TLSA DRIVE TOTALS: 4 plays, 14 yards, 1:12"
Oklahoma at 5:23,,OKLA,TUL
1st and 10 at OKLA 19,Trevor Knight pass complete to Sterling Shepard for 18 yds to the Okla 37 for a 1ST down,14,0
1st and 10 at OKLA 37,Trevor Knight pass complete to Blake Bell for 7 yds to the Okla 44,,
2nd and 3 at OKLA 44,Samaje Perine run for 6 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Trevor Knight pass complete to Durron Neal for 10 yds to the Tulsa 40 for a 1ST down,,
1st and 10 at TLSA 40,Trevor Knight pass incomplete to Sterling Shepard,,
2nd and 10 at TLSA 40,Keith Ford run for 5 yds to the Tulsa 35,,
3rd and 5 at TLSA 35,Keith Ford run for 10 yds to the Tulsa 25 for a 1ST down,,
1st and 10 at TLSA 25,Trevor Knight pass incomplete to Sterling Shepard,,
2nd and 10 at TLSA 25,Trevor Knight pass incomplete to K.J. Young,,
3rd and 10 at TLSA 25,Trevor Knight pass complete to K.J. Young for 18 yds to the Tulsa 7 for a 1ST down,,
1st and Goal at TLSA 7,Keith Ford run for 4 yds to the Tulsa 3,,
2nd and Goal at TLSA 3,"Trevor Knight pass complete to Blake Bell for 3 yds for a TD, (Michael Hunnicutt KICK)",21,0
"OKLA DRIVE TOTALS: 12 plays, 81 yards, 3:25"
Tulsa at 1:58,,OKLA,TUL
,"Nick Hodgson kickoff for 65 yds , u""D'Angelo Brewer"",  return for 21 yds to the Tulsa 21",21,0
1st and 10 at TLSA 21,Dane Evans pass complete to Tavarreon Dickerson for a loss of 7 yards to the Tulsa 14,,
2nd and 17 at TLSA 14,Dane Evans pass complete to Keevan Lucas for 5 yds to the Tulsa 19,,
3rd and 12 at TLSA 19,Dane Evans pass complete to Keyarris Garrett for 13 yds to the Tulsa 32 for a 1ST down,,
1st and 10 at TLSA 32,Dane Evans run for no gain to the Tulsa 32,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Tulsa at 15:00,,OKLA,TUL
2nd and 10 at TLSA 32,"u""D'Angelo Brewer"",  run for 4 yds to the Tulsa 36",21,0
3rd and 6 at TLSA 36,Dane Evans pass intercepted Zack Sanchez return for no gain to the Tulsa 46,,
"TLSA DRIVE TOTALS: 6 plays, 15 yards, 2:36"
Oklahoma at 14:22,,OKLA,TUL
1st and 10 at TLSA 46,Trevor Knight pass complete to Durron Neal for 9 yds to the Tulsa 37,21,0
2nd and 1 at TLSA 37,Samaje Perine run for 10 yds to the Tulsa 27 for a 1ST down,,
1st and 10 at TLSA 27,Trevor Knight sacked by Derrick Luetjen for a loss of 11 yards to the Tulsa 38,,
2nd and 21 at TLSA 38,Trevor Knight pass complete to Durron Neal for 17 yds to the Tulsa 21,,
3rd and 4 at TLSA 21,"Trevor Knight pass incomplete to Sterling Shepard, broken up by Austin McDaniel",,
4th and 4 at TLSA 21,Michael Hunnicutt 38 yd FG GOOD,24,0
"OKLA DRIVE TOTALS: 6 plays, 25 yards, 2:18"
Tulsa at 12:04,,OKLA,TUL
,"Nick Hodgson kickoff for 65 yds , Bishop Louie return for 15 yds to the Tulsa 15",24,0
1st and 10 at TLSA 15,Dane Evans pass complete to Keevan Lucas for 9 yds to the Tulsa 24,,
2nd and 1 at TLSA 24,James Flanders run for 1 yd to the Tulsa 25 for a 1ST down,,
1st and 10 at TLSA 25,"TULSA Penalty, False Start (Blake Belcher) to the Tulsa 20",,
1st and 15 at TLSA 20,Dane Evans pass complete to Keevan Lucas for 8 yds to the Tulsa 28,,
