0288066320141128,,288,663
1st Quarter Play-by-Play
SMU at 15:00,,HOU,SMU
,Ty Cummings kickoff for 65 yds for a touchback,0,0
1st and 10 at SMU 25,"Matt Davis sacked by Steven Taylor for a loss of 8 yards to the SMU 17 Matt Davis fumbled, , return for 0 yards",,
2nd and 18 at SMU 17,Luke Seeker run for 2 yds to the SMU 19,,
3rd and 16 at SMU 19,Matt Davis pass incomplete,,
4th and 16 at SMU 19,"Jackson Koonce punt for 19 yds, punt out-of-bounds at the SMU 38",,
"SMU DRIVE TOTALS: 3 plays, -6 yards, 1:20"
Houston at 13:40,,HOU,SMU
1st and 10 at SMU 38,"Greg Ward Jr. run for 38 yds for a TD, (Kyle Bullard KICK)",7,0
"HOU DRIVE TOTALS: 1 play, 38 yards, 0:10"
SMU at 13:23,,HOU,SMU
,"Ty Cummings kickoff for 65 yds , Deion Sanders Jr. return for 28 yds to the SMU 28",7,0
1st and 10 at SMU 28,Prescott Line run for 1 yd to the SMU 29,,
2nd and 9 at SMU 29,Matt Davis pass incomplete,,
3rd and 9 at SMU 29,"Matt Davis run for 10 yds to the SMU 39 SMU Penalty, Offensive holding (-10 Yards) to the SMU 29",,
,Matt Davis run for 4 yds to the SMU 33,,
4th and 5 at SMU 33,"Jackson Koonce punt for 31 yds, downed at the Houst 36",,
"SMU DRIVE TOTALS: 4 plays, 5 yards, 1:54"
Houston at 11:29,,HOU,SMU
1st and 10 at HOU 36,Ryan Jackson run for no gain to the Houst 36,7,0
2nd and 10 at HOU 36,Greg Ward Jr. pass complete to Deontay Greenberry for 11 yds to the Houst 47 for a 1ST down,,
1st and 10 at HOU 47,Greg Ward Jr. run for 29 yds to the SMU 24 for a 1ST down,,
1st and 10 at SMU 24,Greg Ward Jr. pass complete to Ryan Jackson for 12 yds to the SMU 12 for a 1ST down,,
1st and 10 at SMU 12,Ryan Jackson run for 2 yds to the SMU 10,,
2nd and 8 at SMU 10,"HOUSTON Penalty, false start (-5 Yards) to the SMU 15",,
2nd and 13 at SMU 15,Kenneth Farrow run for a loss of 4 yards to the SMU 19,,
3rd and 17 at SMU 19,Greg Ward Jr. pass incomplete to Deontay Greenberry,,
4th and 17 at SMU 19,Kyle Bullard 36 yd FG MISSED,,
"HOU DRIVE TOTALS: 8 plays, 45 yards, 3:54"
SMU at 7:35,,HOU,SMU
1st and 10 at SMU 20,Matt Davis pass incomplete,7,0
2nd and 10 at SMU 20,Matt Davis pass complete to Darius Joseph for 4 yds to the SMU 24,,
3rd and 6 at SMU 24,Matt Davis run for 3 yds to the SMU 27,,
4th and 3 at SMU 27,Jackson Koonce punt for 35 yds,,
"SMU DRIVE TOTALS: 3 plays, 7 yards, 1:35"
Houston at 6:00,,HOU,SMU
1st and 10 at HOU 38,Kenneth Farrow run for 6 yds to the Houst 44,7,0
2nd and 4 at HOU 44,Greg Ward Jr. pass complete to Steven Dunbar for 9 yds to the SMU 47 for a 1ST down,,
