0257033420141108,,257,334
1st Quarter Play-by-Play
Georgia at 15:00,,GA,UK
,Isaiah McKenzie 90 Yd Kickoff Return (Marshall Morgan Kick),7,0
Kentucky at 14:49,,GA,UK
,"Marshall Morgan kickoff for 60 yds , J.D. Harmon return for 19 yds to the Kent 24",7,0
1st and 10 at UK 24,Patrick Towles pass complete to Braylon Heard for 5 yds to the Kent 29,,
2nd and 5 at UK 29,Braylon Heard run for 3 yds to the Kent 32,,
3rd and 2 at UK 32,Braylon Heard run for 1 yd to the Kent 33,,
4th and 1 at UK 33,"Landon Foster punt for 36 yds, fair catch by Reggie Davis at the Geo 31",,
"UK DRIVE TOTALS: 3 plays, 9 yards, 1:51"
Georgia at 12:58,,GA,UK
1st and 10 at UGA 32,Nick Chubb run for a loss of 2 yards to the Geo 30,7,0
2nd and 12 at UGA 30,Hutson Mason run for 8 yds to the Geo 38,,
3rd and 4 at UGA 38,Hutson Mason pass complete to Michael Bennett for 5 yds to the Geo 43 for a 1ST down,,
1st and 10 at UGA 43,Hutson Mason pass complete to Jeb Blazevich for 11 yds to the Kent 46 for a 1ST down,,
1st and 10 at UK 46,Nick Chubb run for 7 yds to the Kent 39,,
2nd and 3 at UK 39,Sony Michel run for 2 yds to the Kent 37,,
3rd and 1 at UK 37,Sony Michel run for 6 yds to the Kent 31 for a 1ST down,,
1st and 10 at UK 31,Sony Michel run for 7 yds to the Kent 24,,
2nd and 3 at UK 24,Hutson Mason pass complete to Malcolm Mitchell for 9 yds to the Kent 15 for a 1ST down,,
1st and 10 at UK 15,Chris Conley 15 Yd pass from Hutson Mason (Marshall Morgan Kick),14,0
"UGA DRIVE TOTALS: 10 plays, 68 yards, 4:29"
Kentucky at 8:29,,GA,UK
,"Marshall Morgan kickoff for 59 yds , Stanley Williams return for 23 yds to the Kent 29",14,0
1st and 10 at UK 29,Patrick Towles pass complete to Demarco Robinson for 16 yds to the Kent 45 for a 1ST down,,
1st and 10 at UK 45,Patrick Towles pass incomplete to Garrett Johnson,,
2nd and 10 at UK 45,Braylon Heard run for 1 yd to the Kent 46,,
3rd and 9 at UK 46,Patrick Towles sacked by Lorenzo Carter for a loss of 1 yard to the Kent 45,,
4th and 10 at UK 45,"Landon Foster punt for 46 yds, fair catch by Isaiah McKenzie at the Geo 9",,
"UK DRIVE TOTALS: 4 plays, 0 yards"
Georgia at 6:48,,GA,UK
1st and 10 at UGA 9,Hutson Mason pass incomplete to Malcolm Mitchell,14,0
2nd and 10 at UGA 9,Nick Chubb run for 5 yds to the Geo 14,,
3rd and 5 at UGA 14,Hutson Mason pass complete to Jonathon Rumph for 10 yds to the Geo 24 for a 1ST down,,
1st and 10 at UGA 24,Hutson Mason pass complete to Chris Conley for 39 yds to the Kent 37 for a 1ST down,,
1st and 10 at UK 37,Hutson Mason pass complete to Jonathon Rumph for 19 yds to the Kent 18 for a 1ST down,,
1st and 10 at UK 18,Nick Chubb 18 Yd Run (Marshall Morgan Kick),21,0
"UGA DRIVE TOTALS: 6 plays, 91 yards, 1:51"
Kentucky at 4:57,,GA,UK
,"Marshall Morgan kickoff for 59 yds , Stanley Williams return for 20 yds to the Kent 26",21,0
1st and 10 at UK 26,Patrick Towles pass complete to Demarco Robinson for 8 yds to the Kent 34,,
2nd and 2 at UK 34,Braylon Heard run for 1 yd to the Kent 35,,
