0768039220140913,,768,392
,"WVU wins toss, elects to receive. UMD to defend east goal.",,
1st Quarter Play-by-Play
West Virginia at 15:00,,WVU,MARY
,Brad Craddock kickoff for 65 yds for a touchback,0,0
1st and 10 at WVU 25,Clint Trickett pass complete to Wendell Smallwood for 50 yds to the Mary 25 for a 1ST down,,
1st and 10 at MD 25,Clint Trickett pass complete to Kevin White for 9 yds to the Mary 16,,
2nd and 1 at MD 16,Rushel Shell run for 1 yd to the Mary 15 for a 1ST down,,
1st and 10 at MD 15,Rushel Shell run for a loss of 3 yards to the Mary 18,,
2nd and 13 at MD 18,"Clint Trickett pass complete to Cody Clay for 10 yds to the Mary 8 MARYLAND Penalty, Defensive offside ( Yards) declined",,
3rd and 3 at MD 8,Rushel Shell run for 4 yds to the Mary 4 for a 1ST down,,
1st and Goal at MD 4,Rushel Shell run for 3 yds to the Mary 1,,
2nd and Goal at MD 1,Rushel Shell run for a loss of 2 yards to the Mary 3,,
3rd and Goal at MD 3,Clint Trickett run for 2 yds to the Mary 1,,
4th and Goal at MD 1,"Rushel Shell run for 1 yd for a TD, (Josh Lambert KICK)",7,0
"WVU DRIVE TOTALS: 10 plays, 75 yards, 3:27"
Maryland at 11:33,,WVU,MARY
,Michael Molinari kickoff for 65 yds for a touchback,7,0
1st and 10 at MD 25,C.J. Brown sacked by Brandon Golson and Noble Nwachukwu for a loss of 4 yards to the Mary 21,,
2nd and 14 at MD 21,Albert Reid run for no gain to the Mary 21,,
3rd and 14 at MD 21,C.J. Brown run for 18 yds to the Mary 39 for a 1ST down,,
1st and 10 at MD 39,C.J. Brown pass intercepted Daryl Worley return for no gain to the Mary 44,,
"MD DRIVE TOTALS: 4 plays, 14 yards, 1:26"
West Virginia at 10:07,,WVU,MARY
1st and 10 at MD 44,Clint Trickett pass complete to Wendell Smallwood for 2 yds to the Mary 42,7,0
2nd and 8 at MD 42,Wendell Smallwood run for no gain to the Mary 42,,
3rd and 8 at MD 42,Clint Trickett pass complete to Kevin White for 7 yds to the Mary 35,,
