0253025420141025,,253,254
,"GEORGIA STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Georgia State at 15:00,,GSU,GSU
,"Younghoe Koo kickoff for 58 yds , Avery Sweeting return for 18 yds to the GeoSt 25",0,0
1st and 10 at GAST 25,Nick Arbuckle pass complete to Joel Ruiz for 9 yds to the GeoSt 34,,
2nd and 1 at GAST 34,Marcus Caffey run for 4 yds to the GeoSt 38 for a 1ST down,,
1st and 10 at GAST 38,Nick Arbuckle pass complete to Donovan Harden for a loss of 1 yard to the GeoSt 37,,
2nd and 11 at GAST 37,Nick Arbuckle pass complete to Avery Sweeting for 39 yds to the GeoSo 24 for a 1ST down,,
1st and 10 at GASO 24,Nick Arbuckle pass complete to Donovan Harden for 8 yds to the GeoSo 16,,
2nd and 2 at GASO 16,Nick Arbuckle pass complete to Donovan Harden for 4 yds to the GeoSo 12 for a 1ST down,,
1st and 10 at GASO 12,"Arbuckle, Nick pass incomplete to Harden, Donovan, PENALTY GEORGIAST holding 10 yards to the GASOUTHERN22, NO PLAY.",,
1st and 20 at GASO 22,Nick Arbuckle pass incomplete,,
2nd and 20 at GASO 22,"GEORGIA ST Penalty, False Start (A.J. Kaplan) to the GeoSo 27",,
2nd and 25 at GASO 27,Nick Arbuckle pass incomplete to Robert Davis,,
3rd and 25 at GASO 27,Nick Arbuckle pass incomplete to Donovan Harden,,
4th and 25 at GASO 27,Wil Lutz 44 Yd Field Goal,0,3
"GAST DRIVE TOTALS: 10 plays, 48 yards, 3:01"
Georgia Southern at 11:59,,GSU,GSU
,"Wil Lutz kickoff for 65 yds , Derek Keaton return for 21 yds to the GeoSo 21",0,3
1st and 10 at GASO 21,Matt Breida run for 8 yds to the GeoSo 29,,
2nd and 2 at GASO 29,Matt Breida run for 12 yds to the GeoSo 41 for a 1ST down,,
1st and 10 at GASO 41,Kevin Ellison run for 9 yds to the 50 yard line,,
2nd and 1 at 50,Alfred Ramsby run for 19 yds to the GeoSt 31 for a 1ST down,,
1st and 10 at GAST 31,Kevin Ellison pass complete to BJ Johnson for 2 yds to the GeoSt 29,,
2nd and 8 at GAST 29,Devin Scott run for 8 yds to the GeoSt 21 for a 1ST down,,
1st and 10 at GAST 21,Devin Scott run for 12 yds to the GeoSt 9 for a 1ST down,,
1st and Goal at GAST 9,Matt Breida run for 2 yds to the GeoSt 7,,
2nd and Goal at GAST 7,Matt Breida 7 Yd Run (Alex Hanks Kick),7,3
"GASO DRIVE TOTALS: 9 plays, 79 yards, 4:22"
Georgia State at 7:37,,GSU,GSU
,"Younghoe Koo kickoff for 62 yds , Avery Sweeting return for 23 yds to the GeoSt 26",7,3
1st and 10 at GAST 26,Marcus Caffey run for a loss of 2 yards to the GeoSt 24,,
2nd and 12 at GAST 24,Nick Arbuckle pass incomplete,,
3rd and 12 at GAST 24,"Arbuckle, Nick pass incomplete to Harden, Donovan, PENALTY GASOUTHERN face mask (Johnson, Jamal) 15 yards to the GEORGIAST39, NO PLAY, 1ST DOWN GEORGIAST. for a 1ST down",,
1st and 10 at GAST 39,"GEORGIA ST Penalty, False Start (Tim Wynn) to the GeoSt 34",,
1st and 15 at GAST 34,Marcus Caffey run for 7 yds to the GeoSt 41,,
2nd and 8 at GAST 41,Marcus Caffey run for no gain to the GeoSt 41,,
3rd and 8 at GAST 41,Nick Arbuckle pass incomplete to Donovan Harden,,
4th and 8 at GAST 41,"Matt Hubbard punt for 41 yds, downed at the GeoSo 18",,
"GAST DRIVE TOTALS: 5 plays, 15 yards, 1:55"
Georgia Southern at 5:42,,GSU,GSU
1st and 10 at GASO 18,Kevin Ellison run for 15 yds to the GeoSo 33 for a 1ST down,7,3
1st and 10 at GASO 33,Kevin Ellison pass incomplete to BJ Johnson,,
2nd and 10 at GASO 33,Alfred Ramsby run for 1 yd to the GeoSo 34,,
3rd and 9 at GASO 34,Kevin Ellison pass complete to Devin Scott for 9 yds to the GeoSo 43 for a 1ST down,,
1st and 10 at GASO 43,Kevin Ellison run for 27 yds to the GeoSt 30 for a 1ST down,,
1st and 10 at GAST 30,BJ Johnson run for 9 yds to the GeoSt 21,,
2nd and 1 at GAST 21,Zach Walker run for 12 yds to the GeoSt 9 for a 1ST down,,
1st and Goal at GAST 9,Kevin Ellison 9 Yd Run (Alex Hanks Kick),14,3
"GASO DRIVE TOTALS: 8 plays, 82 yards, 3:25"
Georgia State at 2:17,,GSU,GSU
,"Younghoe Koo kickoff for 63 yds , Glenn Smith return for 38 yds to the GEORGIAST 27 GEORGIA ST Penalty, Offensive Holding (NA) to the GeoSt 30",14,3
1st and 10 at GAST 30,Avery Sweeting run for a loss of 4 yards to the GeoSt 26,,
2nd and 14 at GAST 26,Nick Arbuckle pass complete to Donovan Harden for 1 yd to the GeoSt 27,,
3rd and 13 at GAST 27,Nick Arbuckle pass complete to Lynquez Blair for 17 yds to the GeoSt 44 for a 1ST down,,
1st and 10 at GAST 44,Marcus Caffey run for a loss of 4 yards to the GeoSt 40,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Georgia State at 15:00,,GSU,GSU
2nd and 14 at GAST 40,Nick Arbuckle pass incomplete to Joel Ruiz,14,3
3rd and 14 at GAST 40,Nick Arbuckle pass complete to Robert Davis for 32 yds to the GeoSo 28 for a 1ST down,,
1st and 10 at GASO 28,"GEORGIA ST Penalty, False Start (Davis Moore) to the GeoSo 33",,
1st and 15 at GASO 33,Nick Arbuckle pass complete to Robert Davis for 10 yds to the GeoSo 23,,
2nd and 5 at GASO 23,Nick Arbuckle pass complete to Donovan Harden for 20 yds to the GeoSo 3 for a 1ST down,,
1st and Goal at GASO 3,Marcus Caffey run for no gain to the GeoSo 3,,
2nd and Goal at GASO 3,Donovan Harden 3 Yd pass from Nick Arbuckle (Wil Lutz Kick),14,10
"GAST DRIVE TOTALS: 10 plays, 70 yards, 4:25"
Georgia Southern at 12:52,,GSU,GSU
,"Wil Lutz kickoff for 65 yds , Montay Crockett return for 46 yds to the GeoSo 46",14,10
1st and 10 at GASO 46,Favian Upshaw run for 16 yds to the GeoSt 38 for a 1ST down,,
1st and 10 at GAST 38,"GA SOUTHERN Penalty, False Start (Darien Foreman) to the GeoSt 42",,
1st and 14 at GAST 42,Matt Breida run for 11 yds to the GeoSt 31,,
2nd and 3 at GAST 31,Alfred Ramsby run for 10 yds to the GeoSt 21 for a 1ST down,,
1st and 10 at GAST 21,Alfred Ramsby run for 2 yds to the GeoSt 19,,
2nd and 8 at GAST 19,Zach Walker 19 Yd Run (Alex Hanks PAT failed),20,10
"GASO DRIVE TOTALS: 5 plays, 54 yards, 2:27"
Georgia State at 10:25,,GSU,GSU
,Younghoe Koo kickoff for 65 yds for a touchback,20,10
1st and 10 at GAST 25,Marcus Caffey run for a loss of 1 yard to the GeoSt 24,,
2nd and 11 at GAST 24,Nick Arbuckle pass complete to Lynquez Blair for 17 yds to the GeoSt 41 for a 1ST down,,
1st and 10 at GAST 41,Donovan Harden 59 Yd pass from Nick Arbuckle (Wil Lutz Kick),20,17
"GAST DRIVE TOTALS: 3 plays, 75 yards, 1:03"
Georgia Southern at 9:22,,GSU,GSU
,"Wil Lutz kickoff for 64 yds , Derek Keaton return for 60 yds to the GeoSt 39",20,17
1st and 10 at GAST 39,Kevin Ellison run for 1 yd to the GeoSt 38,,
2nd and 9 at GAST 38,Kevin Ellison run for 16 yds to the GeoSt 22 for a 1ST down,,
1st and 10 at GAST 22,Kevin Ellison run for 5 yds to the GeoSt 17,,
2nd and 5 at GAST 17,Devin Scott run for 3 yds to the GeoSt 14,,
3rd and 2 at GAST 14,Kevin Ellison run for 6 yds to the GeoSt 8 for a 1ST down,,
1st and Goal at GAST 8,Alfred Ramsby 8 Yd Run (Alex Hanks Kick),27,17
"GASO DRIVE TOTALS: 6 plays, 39 yards, 3:10"
Georgia State at 6:12,,GSU,GSU
,Younghoe Koo kickoff for 55 yds,27,17
1st and 10 at GAST 35,"GA SOUTHERN Penalty, Defensive Offside (NA) to the GeoSt 40",,
1st and 5 at GAST 40,Nick Arbuckle pass incomplete to Joel Ruiz,,
2nd and 5 at GAST 40,Nick Arbuckle pass complete to Lynquez Blair for 12 yds to the GeoSo 48 for a 1ST down,,
1st and 10 at GASO 48,Marcus Caffey run for 19 yds to the GeoSo 29 for a 1ST down,,
1st and 10 at GASO 29,Marcus Caffey run for 2 yds to the GeoSo 27,,
