0201051920140927,,201,519
,"Eastern Illinois wins toss, recieves; Ohio defends North",,
1st Quarter Play-by-Play
Eastern Illinois at 15:00,,EIU,OHIO
1st and 10 at EIU 34,Jalen Whitlow pass complete to Adam Drake for 29 yds to the Ohio 37 for a 1ST down,0,0
1st and 10 at OHIO 37,Taylor Duncan run for 2 yds to the Ohio 35,,
2nd and 8 at OHIO 35,Jalen Whitlow run for 28 yds to the Ohio 7 for a 1ST down,,
1st and Goal at OHIO 7,Jalen Whitlow run for 4 yds to the Ohio 3,,
2nd and Goal at OHIO 3,Taylor Duncan run for 2 yds to the Ohio 1,,
3rd and Goal at OHIO 1,Taylor Duncan pass incomplete to N/A,,
,"Josiah Yazdani kickoff for 63 yds , Keiondre Gober return for 32 yds to the EIlln 34",,
4th and Goal at OHIO 1,Nick Bruno 18 yd FG GOOD,3,0
"EIU DRIVE TOTALS: 7 plays, 65 yards, 2:21"
Ohio at 12:39,,EIU,OHIO
,"Taylor Kerr kickoff for 59 yds , u""Daz'mond Patterson"",  return for 16 yds to the Ohio 22",3,0
1st and 10 at OHIO 22,A.J. Ouellette run for 3 yds to the Ohio 25,,
2nd and 7 at OHIO 25,"JD Sprague pass incomplete to Chase Cochran, broken up by Anthony Standifer",,
3rd and 7 at OHIO 25,"JD Sprague pass complete to Landon Smith for 16 yds Landon Smith fumbled, forced by Jeff LePak, recovered by Ohio Troy Mangen for a 1ST down",,
1st and 10 at OHIO 41,JD Sprague pass complete to Troy Mangen for 5 yds to the Ohio 46,,
2nd and 5 at OHIO 46,JD Sprague run for 11 yds to the EIlln 43 for a 1ST down,,
1st and 10 at EIU 43,A.J. Ouellette run for 2 yds to the EIlln 41,,
2nd and 8 at EIU 41,JD Sprague pass complete to Jordan Reid for 34 yds to the EIlln 7 for a 1ST down,,
1st and Goal at EIU 7,A.J. Ouellette run for 3 yds to the EIlln 4,,
2nd and Goal at EIU 4,A.J. Ouellette run for 3 yds to the EIlln 1,,
3rd and Goal at EIU 1,"A.J. Ouellette run for 1 yd for a TD, (Josiah Yazdani KICK)",3,7
"OHIO DRIVE TOTALS: 10 plays, 78 yards, 3:43"
Eastern Illinois at 8:56,,EIU,OHIO
,"Josiah Yazdani kickoff for 65 yds , Keiondre Gober return for 29 yds to the OHIO 36 EASTRN ILLINOIS Penalty, Offensive holding (10 Yards) to the EIlln 19",3,7
1st and 10 at EIU 19,Jalen Whitlow pass complete to Jimmy Lera for 10 yds to the EIlln 29 for a 1ST down,,
1st and 10 at EIU 29,Jalen Whitlow run for 4 yds to the EIlln 33,,
2nd and 6 at EIU 33,Jalen Whitlow pass incomplete to N/A,,
3rd and 6 at EIU 33,Jalen Whitlow pass complete to Jimmy Lera for 5 yds to the EIlln 38,,
4th and 1 at EIU 38,"Cody Edwards punt for 30 yds, downed at the OHIO 32 EASTRN ILLINOIS Penalty, kick catching interference (-15 Yards) to the Ohio 47",,
"EIU DRIVE TOTALS: 4 plays, 19 yards, 1:49"
Ohio at 7:07,,EIU,OHIO
