0749073120140913,,749,731
,USU wins toss; Defers; Wake Forest will recieve and defend north EZ,,
1st Quarter Play-by-Play,,,
Wake Forest at 15:00,,WFU,USU
,Jake Thompson kickoff for 44 yds,0,0
1st and 10 at WAKE 35,John Wolford pass complete to Cam Serigne for 4 yds to the WFrst 39,,
2nd and 6 at WAKE 39,John Wolford pass complete to Jared Crump for 6 yds to the WFrst 45 for a 1ST down,,
1st and 10 at WAKE 45,John Wolford pass incomplete to Cam Serigne,,
2nd and 10 at WAKE 45,Orville Reynolds run for a loss of 4 yards to the WFrst 41,,
3rd and 14 at WAKE 41,John Wolford pass incomplete to Jared Crump,,
4th and 14 at WAKE 41,"Alexander Kinal punt for 40 yds , JoJo Natson returns for no gain to the UthSt 19 JoJo Natson fumbled, recovered by UthSt JoJo Natson",,
"WAKE DRIVE TOTALS: 5 plays, 6 yards, 1:24",,,
Utah State at 13:36,,WFU,USU
1st and 10 at USU 19,Chuckie Keeton pass complete to Hunter Sharp for 9 yds to the UthSt 28,0,0
2nd and 1 at USU 28,Chuckie Keeton pass complete to JoJo Natson for 7 yds to the UthSt 35 for a 1ST down,,
1st and 10 at USU 35,Chuckie Keeton pass incomplete to N/A,,
2nd and 10 at USU 35,Chuckie Keeton pass complete to Hunter Sharp for 6 yds to the UthSt 41,,
3rd and 4 at USU 41,Chuckie Keeton pass complete to Hunter Sharp for 4 yds to the UthSt 45 for a 1ST down,,
1st and 10 at USU 45,Joe Hill run for a loss of 6 yards to the UthSt 39,,
2nd and 16 at USU 39,"KEETON, Chuckie sacked for loss of 9 yards to the USU30 (Ejiofor, D), PENALTY WF face mask 15 yards to the WF46, 1ST DOWN USU, NO PLAY. for a 1ST down",,
1st and 10 at WAKE 46,Rashad Hall run for 4 yds to the WFrst 42,,
2nd and 6 at WAKE 42,"KEETON, Chuckie pass incomplete to SHARP, Hunter, QB hurry by Banks, J, PENALTY WF pass interference 15 yards to the WF27, 1ST DOWN USU, NO PLAY. for a 1ST down",,
1st and 10 at WAKE 27,Chuckie Keeton pass complete to Ronald Butler for 6 yds to the WFrst 21,,
2nd and 4 at WAKE 21,Rashad Hall run for a loss of 1 yard to the WFrst 22,,
,"Timeout WAKE FOREST, clock 08:46",,
3rd and 5 at WAKE 22,Chuckie Keeton pass complete to Wyatt Houston for 12 yds to the WFrst 10 for a 1ST down,,
1st and Goal at WAKE 10,Chuckie Keeton pass incomplete to Rashad Hall,,
2nd and Goal at WAKE 10,JoJo Natson run for a loss of 3 yards to the WFrst 13,,
,"Timeout UTAH ST, clock 07:43",,
3rd and Goal at WAKE 13,"Chuckie Keeton pass intercepted for a TD Josh Banks return for 70 yds for a TD, (Mike Weaver KICK)",7,0
"USU DRIVE TOTALS: 13 plays, 68 yards, 6:08",,,
Utah State at 7:22,,WFU,USU
,"Adam Centers kickoff for 55 yds , Kennedy Williams return for 22 yds to the UthSt 32",7,0
1st and 10 at USU 32,Chuckie Keeton pass incomplete to JoJo Natson,,
2nd and 10 at USU 32,JoJo Natson run for 16 yds to the UthSt 48 for a 1ST down,,
1st and 10 at USU 48,Chuckie Keeton run for a loss of 3 yards to the UthSt 45,,
2nd and 13 at USU 45,"Chuckie Keeton pass incomplete to JoJo Natson, broken up by Brandon Chubb",,
3rd and 13 at USU 45,Chuckie Keeton pass incomplete to N/A,,
4th and 13 at USU 45,"Jaron Bentrude punt for 52 yds , Jared Crump returns for no gain to the WFrst 3",,
"USU DRIVE TOTALS: 5 plays, 13 yards, 1:33",,,
Wake Forest at 5:49,,WFU,USU
1st and 10 at WAKE 3,Orville Reynolds run for a loss of 1 yard to the WFrst 2,7,0
2nd and 11 at WAKE 2,John Wolford pass incomplete to N/A,,
3rd and 11 at WAKE 2,John Wolford pass complete to Matt James for 13 yds to the WFrst 15 for a 1ST down,,
1st and 10 at WAKE 15,Orville Reynolds run for a loss of 1 yard to the WFrst 14,,
2nd and 11 at WAKE 14,John Wolford pass complete to Jared Crump for 13 yds to the WFrst 27 for a 1ST down,,
1st and 10 at WAKE 27,John Wolford run for 3 yds to the WFrst 30,,
2nd and 7 at WAKE 30,"John Wolford pass intercepted for a TD Zach Vigil return for 35 yds for a TD, (Nick Diaz KICK)",7,7
"WAKE DRIVE TOTALS: 7 plays, 27 yards, 2:46",,,
Wake Forest at 3:03,,WFU,USU
,Jake Thompson kickoff for 65 yds for a touchback,7,7
1st and 10 at WAKE 25,John Wolford pass incomplete to N/A,,
2nd and 10 at WAKE 25,John Wolford pass incomplete to Matt James,,
3rd and 10 at WAKE 25,John Wolford sacked by Torrey Green for a loss of 6 yards to the WFrst 19,,
4th and 16 at WAKE 19,"Alexander Kinal punt for 46 yds, fair catch by JoJo Natson at the UthSt 35",,
"WAKE DRIVE TOTALS: 3 plays, -6 yards, 0:59",,,
Utah State at 2:04,,WFU,USU
1st and 10 at USU 35,Chuckie Keeton pass complete to JoJo Natson for 8 yds to the UthSt 43,7,7
2nd and 2 at USU 43,"Joe Hill run for no gain to the UthSt 45 Joe Hill fumbled, forced by Thomas Brown, recovered by WFrst Hunter Williams",,
"USU DRIVE TOTALS: 2 plays, 10 yards, 0:31",,,
Wake Forest at 1:33,,WFU,USU
1st and 10 at USU 45,Isaiah Robinson run for a loss of 1 yard to the UthSt 46,7,7
2nd and 11 at USU 46,"WAKE FOREST Penalty, delay of game (-5 Yards) to the WFrst 49",,
2nd and 16 at WAKE 49,"John Wolford pass incomplete to Isaiah Robinson, broken up by Daniel Gray",,
3rd and 16 at WAKE 49,Isaiah Robinson run for a loss of 4 yards to the WFrst 45,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play,,,
Wake Forest at 15:00,,WFU,USU
4th and 20 at WAKE 45,"Alexander Kinal punt for 43 yds, fair catch by JoJo Natson at the UthSt 12",7,7
"WAKE DRIVE TOTALS: 3 plays, -10 yards, 1:41",,,
Utah State at 14:52,,WFU,USU
1st and 10 at USU 13,Rashad Hall run for 9 yds to the UthSt 22,7,7
2nd and 1 at USU 22,JoJo Natson run for 9 yds to the UthSt 31 for a 1ST down,,
1st and 10 at USU 31,Chuckie Keeton sacked by Josh Banks for a loss of 4 yards to the UthSt 27,,
2nd and 14 at USU 27,"Chuckie Keeton pass incomplete to Damoun Patterson, broken up by Brandon Chubb",,
3rd and 14 at USU 27,Chuckie Keeton pass complete to Hunter Sharp for 19 yds to the UthSt 46 for a 1ST down,,
1st and 10 at USU 46,Rashad Hall run for a loss of 1 yard to the UthSt 45,,
2nd and 11 at USU 45,"KEETON, Chuckie pass complete to BUTLER, Ronald for 8 yards to the WF47, out-of-bounds (Chubb, B), PENALTY USU pass interference 15 yards to the USU30, NO PLAY.",,
2nd and 26 at USU 30,Chuckie Keeton pass complete to JoJo Natson for 8 yds to the UthSt 38,,
3rd and 18 at USU 38,Chuckie Keeton pass complete to Hunter Sharp for 11 yds to the UthSt 49,,
4th and 7 at USU 49,Jaron Bentrude punt for 51 yds for a touchback,,
"USU DRIVE TOTALS: 8 plays, 36 yards, 4:10",,,
Wake Forest at 10:42,,WFU,USU
1st and 10 at WAKE 20,"John Wolford pass incomplete to Matt James, broken up by Zach Vigil",7,7
2nd and 10 at WAKE 20,John Wolford pass incomplete to N/A,,
3rd and 10 at WAKE 20,John Wolford pass incomplete to Jared Crump,,
4th and 10 at WAKE 20,"Alexander Kinal punt for 47 yds, fair catch by JoJo Natson at the UthSt 33",,
"WAKE DRIVE TOTALS: 3 plays, 0 yards, 0:28",,,
Utah State at 10:14,,WFU,USU
1st and 10 at USU 33,Chuckie Keeton pass complete to Hunter Sharp for 9 yds to the UthSt 42,7,7
2nd and 1 at USU 42,JoJo Natson run for 3 yds to the UthSt 45 for a 1ST down,,
1st and 10 at USU 45,Chuckie Keeton pass complete to Hunter Sharp for 3 yds to the UthSt 48,,
2nd and 7 at USU 48,Chuckie Keeton pass complete to Wyatt Houston for 8 yds to the WFrst 44 for a 1ST down,,
1st and 10 at WAKE 44,"Ronald Butler pass complete to JoJo Natson for 44 yds for a TD, (Nick Diaz MISSED)",7,13
"USU DRIVE TOTALS: 5 plays, 67 yards, 1:53",,,
Wake Forest at 8:21,,WFU,USU
,Jake Thompson kickoff for 65 yds for a touchback,7,13
1st and 10 at WAKE 25,Orville Reynolds run for a loss of 1 yard to the WFrst 24,,
2nd and 11 at WAKE 24,John Wolford pass incomplete to Jared Crump,,
3rd and 11 at WAKE 24,John Wolford pass complete to Matt James for 36 yds to the UthSt 40 for a 1ST down,,
1st and 10 at USU 40,Jordan Garside run for no gain to the UthSt 40,,
2nd and 10 at USU 40,"WAKE FOREST Penalty, false start (-5 Yards) to the UthSt 45",,
2nd and 15 at USU 45,"John Wolford sacked by Nick Vigil for a loss of 8 yards John Wolford fumbled, recovered by UthSt Devin Centers , return for 0 yards , return for 47 yds, (Nick Diaz BLOCKED)",7,19
