0719040420141031,,719,404
1st Quarter Play-by-Play
Memphis at 15:00,,TUL,MEM
,"Redford Jones kickoff for 65 yds , Joe Craig return for 23 yds to the Memph 23",0,0
1st and 10 at MEM 23,Brandon Hayes run for 2 yds to the Memph 25,,
2nd and 8 at MEM 25,"Paxton Lynch pass complete to Roderick Proctor for no gain to the Memph 25 for a 1ST down TULSA Penalty, Face Mask (15 Yards) to the Memph 40 for a 1ST down",,
1st and 10 at MEM 40,Brandon Hayes run for 6 yds to the Memph 46,,
2nd and 4 at MEM 46,Brandon Hayes run for 2 yds to the Memph 48,,
3rd and 2 at MEM 48,Brandon Hayes run for 3 yds to the Tulsa 49 for a 1ST down,,
1st and 10 at TLSA 49,"Paxton Lynch run for 10 yds to the Tulsa 39 for a 1ST down TULSA Penalty, Personal Foul (15 Yards) to the Tulsa 39 for a 1ST down",,
1st and 10 at TLSA 39,Brandon Hayes run for 7 yds to the Tulsa 32,,
2nd and 3 at TLSA 32,Brandon Hayes run for 4 yds to the Tulsa 28 for a 1ST down,,
1st and 10 at TLSA 28,Paxton Lynch run for a loss of 1 yard to the Tulsa 29,,
2nd and 11 at TLSA 29,Paxton Lynch pass complete to Roderick Proctor for 5 yds to the Tulsa 24,,
3rd and 6 at TLSA 24,Paxton Lynch pass complete to Joe Craig for 2 yds to the Tulsa 22,,
4th and 4 at TLSA 22,Jake Elliott 39 yd FG MISSED,,
"MEM DRIVE TOTALS: 12 plays, 55 yards, 4:57"
Tulsa at 10:03,,TUL,MEM
1st and 10 at TLSA 22,Zack Langer run for 2 yds to the Tulsa 24,0,0
2nd and 8 at TLSA 24,Dane Evans pass incomplete to Keevan Lucas,,
3rd and 8 at TLSA 24,Dane Evans pass complete to Joshua Atkinson for 17 yds to the Tulsa 41 for a 1ST down,,
1st and 10 at TLSA 41,Zack Langer run for 4 yds to the Tulsa 45,,
2nd and 6 at TLSA 45,Dane Evans pass complete to Joshua Atkinson for 9 yds to the Memph 46 for a 1ST down,,
