0772041920140913,,772,419
1st Quarter Play-by-Play
Western Kentucky at 15:00,,WKU,MTU
,"Cody Clark kickoff for 65 yds , Kylen Towner return for 24 yds to the WKent 24",0,0
1st and 10 at WKU 24,Leon Allen run for 3 yds to the WKent 27,,
2nd and 7 at WKU 27,Leon Allen run for 6 yds to the WKent 33,,
3rd and 1 at WKU 33,Leon Allen run for 1 yd to the WKent 34 for a 1ST down,,
1st and 10 at WKU 34,Brandon Doughty pass complete to Jared Dangerfield for 15 yds to the WKent 49 for a 1ST down,,
1st and 10 at WKU 49,Leon Allen run for 5 yds to the MTnSt 46,,
2nd and 5 at MTU 46,Brandon Doughty pass complete to Leon Allen for 2 yds to the MTnSt 44,,
3rd and 3 at MTU 44,Brandon Doughty pass incomplete to Jared Dangerfield,,
4th and 3 at MTU 44,"Joseph Occhipinti punt for 33 yds, downed at the MTnSt 11",,
"WKU DRIVE TOTALS: 7 plays, 32 yards, 2:59"
Middle Tennessee at 12:01,,WKU,MTU
1st and 10 at MTU 11,Jordan Parker run for 5 yds to the MTnSt 16,0,0
2nd and 5 at MTU 16,Jordan Parker run for 3 yds to the MTnSt 19,,
3rd and 2 at MTU 19,Jordan Parker run for 1 yd to the MTnSt 20,,
4th and 1 at MTU 20,"Zachary Lopez punt for 54 yds, downed at the WKent 26",,
"MTSU DRIVE TOTALS: 3 plays, 9 yards, 1:42"
Western Kentucky at 10:19,,WKU,MTU
1st and 10 at WKU 26,Brandon Doughty pass complete to Jared Dangerfield for 6 yds to the WKent 32,0,0
2nd and 4 at WKU 32,Leon Allen run for 15 yds to the WKent 47 for a 1ST down,,
1st and 10 at WKU 47,Brandon Doughty pass incomplete to Jared Dangerfield,,
2nd and 10 at WKU 47,Brandon Doughty pass complete to Antwane Grant for 9 yds to the MTnSt 44,,
3rd and 1 at MTU 44,"WALES, Anthony rush for no gain to the MT44 (BURKE, Khari), PENALTY WKU illegal cut (50) 15 yards to the WKU41, NO PLAY.",,
3rd and 16 at WKU 41,Brandon Doughty pass complete to Willie McNeal for 7 yds to the WKent 48,,
4th and 9 at WKU 48,"OCCHIPINTI, J. punt 31 yards to the MT21, BATTIES, E. return to the MT29, out-of-bounds (DOWLING, Nolan), PENALTY MT offside (BROWN, Chris) 5 yards to the MT47, NO PLAY.",,
4th and 4 at MTU 47,"Joseph Occhipinti punt for 14 yds, punt out-of-bounds at the MTnSt 33",,
"WKU DRIVE TOTALS: 5 plays, 27 yards, 2:26"
Middle Tennessee at 7:53,,WKU,MTU
1st and 10 at MTU 33,Austin Grammer run for 8 yds to the MTnSt 41,0,0
2nd and 2 at MTU 41,"Austin Grammer run for 59 yds for a TD, (Cody Clark KICK)",0,7
"MTSU DRIVE TOTALS: 2 plays, 67 yards, 0:33"
Western Kentucky at 7:20,,WKU,MTU
,Cody Clark kickoff for 65 yds for a touchback,0,7
1st and 10 at WKU 25,"WESTRN KENTUCKY Penalty, personal foul (N/A) to the WKent 13",,
1st and 10 at WKU 13,Leon Allen run for 5 yds to the WKent 18,,
2nd and 5 at WKU 18,Brandon Doughty pass incomplete to Joel German,,
3rd and 5 at WKU 18,Brandon Doughty pass complete to Joel German for 9 yds to the WKent 27 for a 1ST down,,
1st and 10 at WKU 27,Leon Allen run for 5 yds to the WKent 32,,
2nd and 5 at WKU 32,Brandon Doughty pass incomplete to N/A,,
3rd and 5 at WKU 32,"WESTRN KENTUCKY Penalty, false start (-5 Yards) to the WKent 27",,
3rd and 10 at WKU 27,Brandon Doughty pass complete to Nicholas Norris for 29 yds to the MTnSt 44 for a 1ST down,,
1st and 10 at MTU 44,Brandon Doughty pass complete to Willie McNeal for 4 yds to the MTnSt 40,,
2nd and 6 at MTU 40,Brandon Doughty pass complete to Nicholas Norris for 6 yds to the MTnSt 34 for a 1ST down,,
1st and 10 at MTU 34,Leon Allen run for 4 yds to the MTnSt 30,,
2nd and 6 at MTU 30,Leon Allen run for 8 yds to the MTnSt 22 for a 1ST down,,
1st and 10 at MTU 22,Brandon Doughty pass complete to Mitchell Henry for 9 yds to the MTnSt 13,,
2nd and 1 at MTU 13,Leon Allen run for 5 yds to the MTnSt 8 for a 1ST down,,
1st and Goal at MTU 8,Brandon Doughty pass incomplete to Jared Dangerfield,,
2nd and Goal at MTU 8,Brandon Doughty pass complete to Leon Allen for 5 yds to the MTnSt 3,,
3rd and Goal at MTU 3,Brandon Doughty pass incomplete to N/A,,
4th and Goal at MTU 3,Garrett Schwettman 20 yd FG GOOD,3,7
"WKU DRIVE TOTALS: 16 plays, 84 yards, 4:57"
Middle Tennessee at 2:23,,WKU,MTU
,Mike Mugler kickoff for 64 yds,3,7
1st and 10 at MTU 35,Shane Tucker run for 2 yds to the MTnSt 37,,
2nd and 8 at MTU 37,Austin Grammer run for 4 yds to the MTnSt 41,,
3rd and 4 at MTU 41,Austin Grammer pass complete to Shane Tucker for 52 yds to the WKent 7 for a 1ST down,,
1st and Goal at WKU 7,"Jordan Parker run for 7 yds for a TD, (Cody Clark KICK)",3,14
"MTSU DRIVE TOTALS: 4 plays, 65 yards, 1:00"
Western Kentucky at 1:23,,WKU,MTU
,"Cody Clark kickoff for 65 yds , Kylen Towner return for 22 yds to the WKent 22",3,14
1st and 10 at WKU 22,Brandon Doughty pass complete to Nacarius Fant for 3 yds to the WKent 25,,
2nd and 7 at WKU 25,Brandon Doughty pass complete to Antwane Grant for 13 yds to the WKent 38 for a 1ST down,,
1st and 10 at WKU 38,Anthony Wales run for 6 yds to the WKent 44,,
2nd and 4 at WKU 44,"WESTRN KENTUCKY Penalty, false start (N/A) to the WKent 39",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Western Kentucky at 15:00,,WKU,MTU
2nd and 9 at WKU 39,Brandon Doughty pass incomplete to Anthony Wales,3,14
3rd and 9 at WKU 39,Brandon Doughty pass complete to Nicholas Norris for 14 yds to the MTnSt 47 for a 1ST down,,
1st and 10 at MTU 47,"Brandon Doughty pass complete to Nicholas Norris for 47 yds for a TD, (Garrett Schwettman KICK)",10,14
"WKU DRIVE TOTALS: 6 plays, 78 yards, 1:52"
Middle Tennessee at 14:31,,WKU,MTU
,"Mike Mugler kickoff for 65 yds , Reggie Whatley return for 25 yds to the MTnSt 25",10,14
1st and 10 at MTU 25,Austin Grammer pass incomplete to N/A,,
2nd and 10 at MTU 25,"MIDDLE TENN Penalty, false start (Josh Chester) to the MTnSt 20",,
2nd and 15 at MTU 20,Austin Grammer pass complete to Jeremiah Bryson for 4 yds to the MTnSt 24,,
3rd and 11 at MTU 24,"Austin Grammer pass incomplete to u""Ed'Marques Batties"", , broken up by Prince Charles Iworah",,
4th and 11 at MTU 24,"Zachary Lopez punt for 45 yds, punt out-of-bounds at the WKent 24 , Kylen Towner returns for 8 yds to the WKent 32 WESTRN KENTUCKY Penalty, personal foul (Nicholas Norris) to the WKent 24",,
"MTSU DRIVE TOTALS: 3 plays, -1 yard, 1:09"
Western Kentucky at 13:22,,WKU,MTU
1st and 10 at WKU 24,"Brandon Doughty pass incomplete to Willie McNeal, broken up by Khari Burke",10,14
2nd and 10 at WKU 24,Brandon Doughty pass complete to Tyler Higbee for 28 yds to the MTnSt 48 for a 1ST down,,
1st and 10 at MTU 48,Leon Allen run for 1 yd to the MTnSt 47,,
2nd and 9 at MTU 47,Brandon Doughty pass complete to Antwane Grant for 26 yds to the MTnSt 21 for a 1ST down,,
1st and 10 at MTU 21,Anthony Wales run for 3 yds to the MTnSt 18,,
2nd and 7 at MTU 18,Anthony Wales run for 4 yds to the MTnSt 14,,
3rd and 3 at MTU 14,"Brandon Doughty pass complete to Jared Dangerfield for 14 yds for a TD, (Garrett Schwettman KICK)",17,14
"WKU DRIVE TOTALS: 7 plays, 76 yards, 2:44"
Middle Tennessee at 10:38,,WKU,MTU
,"Mike Mugler kickoff for 63 yds , Reggie Whatley return for 25 yds to the MTnSt 27",17,14
1st and 10 at MTU 27,Jordan Parker run for 7 yds to the MTnSt 34,,
2nd and 3 at MTU 34,Jordan Parker run for 1 yd to the MTnSt 35,,
3rd and 2 at MTU 35,Austin Grammer pass incomplete to Jordan Parker,,
4th and 2 at MTU 35,"Zachary Lopez punt for 41 yds, fair catch by Kylen Towner at the WKent 24",,
"MTSU DRIVE TOTALS: 3 plays, 8 yards, 1:29"
Western Kentucky at 9:09,,WKU,MTU
1st and 10 at WKU 24,Kylen Towner run for a loss of 2 yards to the WKent 22,17,14
2nd and 12 at WKU 22,Brandon Doughty sacked by Jimal McBride for a loss of 4 yards to the WKent 18,,
3rd and 16 at WKU 18,Brandon Doughty pass complete to Nicholas Norris for 67 yds to the MTnSt 15 for a 1ST down,,
1st and 10 at MTU 15,Leon Allen run for 2 yds to the MTnSt 13,,
2nd and 8 at MTU 13,Brandon Doughty pass complete to Taywan Taylor for 3 yds to the MTnSt 10,,
3rd and 5 at MTU 10,Brandon Doughty pass complete to Joel German for 8 yds to the MTnSt 2 for a 1ST down,,
1st and Goal at MTU 2,"Leon Allen run for 2 yds for a TD, (Garrett Schwettman KICK)",24,14
"WKU DRIVE TOTALS: 7 plays, 76 yards, 3:18"
