0670064620141115,,670,646
1st Quarter Play-by-Play
Texas State at 15:00,,TST,SOAL
,Aleem Sunanon kickoff for 65 yds for a touchback,0,0
1st and 10 at TXST 25,Tyler Jones run for 2 yds to the TexSt 27,,
2nd and 8 at TXST 27,C.J. Best run for a loss of 4 yards to the TexSt 23,,
3rd and 12 at TXST 23,Tyler Jones pass complete to Robert Lowe for no gain to the TexSt 23,,
4th and 12 at TXST 23,"Will Johnson punt for 47 yds, fair catch by T.J. Glover at the SAlab 30",,
"TXST DRIVE TOTALS: 3 plays, -2 yards, 1:42"
South Alabama at 13:18,,TST,SOAL
1st and 10 at USA 30,Terrance Timmons run for 4 yds to the SAlab 34,0,0
2nd and 6 at USA 34,Terrance Timmons run for 7 yds to the SAlab 41 for a 1ST down,,
1st and 10 at USA 41,Hunter Vaughn run for no gain to the SAlab 41,,
2nd and 10 at USA 41,Hunter Vaughn pass complete to Kendall Houston for 5 yds to the SAlab 46,,
3rd and 5 at USA 46,Hunter Vaughn pass incomplete to Danny Woodson,,
4th and 5 at USA 46,"Brandon McKee punt for 44 yds , Craig Mager returns for no gain to the TexSt 10",,
"USA DRIVE TOTALS: 5 plays, 16 yards, 2:04"
Texas State at 11:14,,TST,SOAL
1st and 10 at TXST 10,C.J. Best run for 3 yds to the TexSt 13,0,0
2nd and 7 at TXST 13,C.J. Best run for 7 yds to the TexSt 20 for a 1ST down,,
1st and 10 at TXST 20,Tyler Jones pass complete to Bradley Miller for 25 yds to the TexSt 45 for a 1ST down,,
1st and 10 at TXST 45,Tyler Jones pass complete to C.J. Best for 10 yds to the SAlab 45 for a 1ST down,,
1st and 10 at USA 45,Robert Lowe run for 3 yds to the SAlab 42,,
2nd and 7 at USA 42,Robert Lowe run for 5 yds to the SAlab 37,,
3rd and 2 at ,"Tim Gay run for 3 yds to the TexSt 34 TEXAS STATE Penalty, face mask (15 yards) (Terrence Franks) to the TexSt 36",,
3rd and 29 at TXST 36,Tyler Jones pass complete to Brandon Smith for 20 yds to the SAlab 44,,
4th and 9 at USA 44,"Will Johnson punt for 29 yds, fair catch by T.J. Glover at the SAlab 15",,
"TXST DRIVE TOTALS: 8 plays, 46 yards, 3:24"
South Alabama at 7:50,,TST,SOAL
1st and 10 at USA 15,Hunter Vaughn pass complete to Braedon Bowman for 12 yds to the SAlab 27 for a 1ST down,0,0
1st and 10 at USA 27,Xavier Johnson run for 7 yds to the SAlab 34,,
2nd and 3 at USA 34,"Xavier Johnson run for 8 yds to the SAlab 44 Xavier Johnson fumbled, forced by David Mayo, recovered by TexSt Dila Rosemond",,
"USA DRIVE TOTALS: 3 plays, 29 yards, 0:50"
Texas State at 7:00,,TST,SOAL
1st and 10 at USA 44,"Tyler Jones pass incomplete to Brandon Smith, broken up by E.J. May",0,0
2nd and 10 at USA 44,Tyler Jones run for a loss of 2 yards to the SAlab 46,,
3rd and 12 at USA 46,Tyler Jones pass complete to Bradley Miller for 16 yds to the SAlab 30 for a 1ST down,,
1st and 10 at USA 30,Tyler Jones run for 7 yds to the SAlab 23,,
2nd and 3 at USA 23,Terrence Franks run for 7 yds to the SAlab 16 for a 1ST down,,
1st and 10 at USA 16,Terrence Franks run for 15 yds to the SAlab 1 for a 1ST down,,
1st and Goal at USA 1,"Jones,Tyler rush for loss of 1 yard to the USA2 (Garner, Montell;Kelley, Jesse), PENALTY USA offside defense (Lewis, Akeem) 0 yards to the USA1, NO PLAY.",,
,"Robert Lowe run for 1 yd for a TD, (Will Johnson KICK)",7,0
"TXST DRIVE TOTALS: 7 plays, 44 yards, 2:38"
South Alabama at 4:22,,TST,SOAL
,Will Johnson kickoff for 65 yds for a touchback,7,0
1st and 10 at USA 25,"Hunter Vaughn run for 8 yds to the SAlab 32 Hunter Vaughn fumbled, forced by Jerrid Jeter-Gilmon, recovered by TexSt David Mayo",,
"USA DRIVE TOTALS: 1 play, 7 yards, 0:10"
Texas State at 4:12,,TST,SOAL
1st and 10 at USA 32,Tyler Jones pass complete to Bradley Miller for 3 yds to the SAlab 29,7,0
2nd and 7 at USA 29,Tyler Jones pass incomplete to Robert Lowe,,
3rd and 7 at USA 29,Tyler Jones pass complete to Ben Ijah for 6 yds to the SAlab 23,,
4th and 1 at USA 23,Will Johnson 41 yd FG GOOD,10,0
"TXST DRIVE TOTALS: 4 plays, 9 yards, 1:05"
South Alabama at 3:14,,TST,SOAL
