0674010720141122,,674,107
1st Quarter Play-by-Play
Stanford at 15:00,,STAN,CAL
,James Langford kickoff for 65 yds for a touchback,0,0
1st and 10 at STAN 25,"Kevin Hogan pass complete to Austin Hooper for 18 yds to the Cal 43 for a 1ST down CALIFORNIA Penalty, personal foul (Michael Lowe) to the Cal 42 for a 1ST down",,
1st and 10 at CAL 42,Remound Wright run for 30 yds to the Cal 12 for a 1ST down,,
1st and 10 at CAL 12,Kelsey Young run for 4 yds to the Cal 8,,
2nd and 6 at CAL 8,Kevin Hogan pass incomplete to Devon Cajuste,,
3rd and 6 at CAL 8,"Hogan,K pass incomplete to Montgomery,T (White, Darius), PENALTY CAL pass interference (White, Darius) 6 yards to the CAL2, 1ST DOWN STAN, NO PLAY. for a 1ST down",,
1st and Goal at CAL 2,Remound Wright run for 1 yd to the Cal 1,,
2nd and Goal at CAL 1,Remound Wright 1 Yd Run (Jordan Williamson Kick),7,0
"STAN DRIVE TOTALS: 6 plays, 75 yards, 2:22"
California at 12:38,,STAN,CAL
,Jordan Williamson kickoff for 65 yds for a touchback,7,0
1st and 10 at CAL 25,Jared Goff pass complete to Bryce Treggs for 22 yds to the Cal 47 for a 1ST down,,
1st and 10 at CAL 47,"Jared Goff pass incomplete to Bryce Treggs, broken up by Zach Hoffpauir",,
2nd and 10 at CAL 47,"CALIFORNIA Penalty, false start (-5 Yards) to the Cal 42",,
2nd and 15 at CAL 42,Jared Goff run for no gain to the Cal 42,,
3rd and 15 at CAL 42,Jared Goff pass incomplete,,
4th and 15 at CAL 42,"Cole Leininger punt for 26 yds, downed at the Stanf 32",,
"CAL DRIVE TOTALS: 4 plays, 17 yards, 1:17"
Stanford at 11:21,,STAN,CAL
1st and 10 at STAN 32,Kelsey Young run for 1 yd to the Stanf 33,7,0
2nd and 9 at STAN 33,Kevin Hogan pass complete to Ty Montgomery for 14 yds to the Stanf 47 for a 1ST down,,
1st and 10 at STAN 47,Kevin Hogan pass incomplete to Austin Hooper,,
2nd and 10 at STAN 47,Kelsey Young run for 3 yds to the 50 yard line,,
3rd and 7 at 50,Kevin Hogan pass complete to Austin Hooper for 13 yds to the Cal 37 for a 1ST down,,
1st and 10 at CAL 37,Kevin Hogan run for 2 yds to the Cal 35,,
2nd and 8 at CAL 35,Kevin Hogan pass complete to Devon Cajuste for 21 yds to the Cal 14 for a 1ST down,,
1st and 10 at CAL 14,Remound Wright run for 3 yds to the Cal 11,,
2nd and 7 at CAL 11,Kevin Hogan pass incomplete to Devon Cajuste,,
3rd and 7 at CAL 11,Kevin Hogan pass complete to Michael Rector for 4 yds to the Cal 7,,
4th and 3 at CAL 7,Jordan Williamson 24 yd FG GOOD,10,0
