0392041820141122,,392,418
1st Quarter Play-by-Play
Maryland at 15:00,,MARY,MICH
,Matt Wile kickoff for 65 yds for a touchback,0,0
1st and 10 at MD 25,Wes Brown run for 3 yds to the Mary 28,,
2nd and 7 at MD 28,C.J. Brown pass incomplete to Jacquille Veii,,
3rd and 7 at MD 28,C.J. Brown run for 4 yds to the Mary 32,,
4th and 3 at MD 32,"Nathan Renfro punt for 40 yds , Dennis Norfleet returns for 8 yds to the Mich 36",,
"MD DRIVE TOTALS: 3 plays, 7 yards, 1:35"
Michigan at 13:25,,MARY,MICH
1st and 10 at MICH 36,Devin Gardner run for a loss of 1 yard to the Mich 35,0,0
2nd and 11 at MICH 35,Devin Gardner pass complete to Devin Funchess for 7 yds to the Mich 42,,
3rd and 4 at MICH 42,Justice Hayes run for 3 yds to the Mich 45,,
4th and 1 at MICH 45,"u""MICHIGAN Penalty, false start (De'Veon Smith) to the Mich 40""",,
4th and 6 at MICH 40,Joe Kerridge run for 52 yds to the Mary 8 for a 1ST down,,
1st and Goal at MD 8,Drake Johnson run for 1 yd to the Mary 7,,
2nd and Goal at MD 7,Devin Gardner run for 2 yds to the Mary 5,,
3rd and Goal at MD 5,Devin Gardner pass incomplete to Freddy Canteen,,
4th and Goal at MD 5,Matt Wile 22 yd FG GOOD,0,3
"MICH DRIVE TOTALS: 8 plays, 59 yards, 3:50"
Maryland at 9:35,,MARY,MICH
,Matt Wile kickoff for 65 yds for a touchback,0,3
1st and 10 at MD 25,C.J. Brown pass complete to Deon Long for 14 yds to the Mary 39 for a 1ST down,,
1st and 10 at MD 39,C.J. Brown pass complete to Jacquille Veii for 7 yds to the Mary 46,,
2nd and 3 at MD 46,C.J. Brown pass incomplete to Jacquille Veii,,
3rd and 3 at MD 46,C.J. Brown sacked by Taco Charlton for a loss of 11 yards to the Mary 35,,
4th and 14 at MD 35,"Nathan Renfro punt for 43 yds, downed at the Mich 22",,
"MD DRIVE TOTALS: 4 plays, 10 yards, 2:01"
Michigan at 7:34,,MARY,MICH
1st and 10 at MICH 22,Justice Hayes run for 7 yds to the Mich 29,0,3
2nd and 3 at MICH 29,Justice Hayes run for 13 yds to the Mich 42 for a 1ST down,,
1st and 10 at MICH 42,Devin Gardner pass incomplete to Jake Butt,,
2nd and 10 at MICH 42,Devin Gardner run for 4 yds to the Mich 46,,
3rd and 6 at MICH 46,Devin Gardner pass complete to Devin Funchess for 7 yds to the Mary 47 for a 1ST down,,
1st and 10 at MD 47,Devin Gardner pass complete to Jake Butt for a loss of 2 yards to the Mary 49,,
2nd and 12 at MD 49,Justice Hayes run for 5 yds to the Mary 44,,
3rd and 7 at MD 44,Devin Gardner pass incomplete to Devin Funchess,,
4th and 7 at MD 44,"Will Hagerup punt for 37 yds, punt out-of-bounds at the Mary 7",,
"MICH DRIVE TOTALS: 8 plays, 34 yards, 3:52"
Maryland at 3:42,,MARY,MICH
1st and 10 at MD 7,Brandon Ross run for 2 yds to the Mary 9,0,3
2nd and 8 at MD 9,C.J. Brown run for 30 yds to the Mary 39 for a 1ST down,,
1st and 10 at MD 39,Brandon Ross run for 4 yds to the Mary 43,,
2nd and 6 at MD 43,C.J. Brown pass incomplete,,
3rd and 6 at MD 43,"C.J. Brown pass incomplete to Brandon Ross, broken up by Mario Ojemudia",,
4th and 6 at MD 43,"Nathan Renfro punt for 37 yds, fair catch by Dennis Norfleet at the Mich 20",,
"MD DRIVE TOTALS: 5 plays, 36 yards, 1:57"
Michigan at 1:45,,MARY,MICH
1st and 10 at MICH 20,"Devin Gardner pass incomplete to Freddy Canteen, broken up by William Likely",0,3
2nd and 10 at MICH 20,Drake Johnson run for 3 yds to the Mich 23,,
