0277062620141018,,277,626
,coin toss won by SDSU...they elect to receive,,
1st Quarter Play-by-Play
San Diego State at 15:00,,HAW,SDSU
,"Tyler Hadden kickoff for 62 yds , Kameron Kelly return for 25 yds to the SANDIEGOST 40 SAN DIEGO ST Penalty, tripping (NA) to the SDSt 14",0,0
1st and 10 at SDSU 14,Donnel Pumphrey run for 2 yds to the SDSt 16,,
2nd and 8 at SDSU 16,Quinn Kaehler pass incomplete to Lloyd Mills,,
3rd and 8 at SDSU 16,Quinn Kaehler run for 13 yds to the SDSt 29 for a 1ST down,,
1st and 10 at SDSU 29,Donnel Pumphrey run for 4 yds to the SDSt 33,,
2nd and 6 at SDSU 33,Quinn Kaehler pass complete to Lloyd Mills for 3 yds to the SDSt 36,,
3rd and 3 at SDSU 36,Marcus Stamps run for 34 yds to the Hawa 30 for a 1ST down,,
1st and 10 at HAW 30,Donnel Pumphrey run for 8 yds to the Hawa 22,,
2nd and 2 at HAW 22,Dakota Gordon run for 8 yds to the Hawa 14 for a 1ST down,,
1st and 10 at HAW 14,Donnel Pumphrey run for 4 yds to the Hawa 10,,
2nd and 6 at HAW 10,"Donnel Pumphrey run for 10 yds for a TD, (Donny Hageman KICK)",0,7
"SDSU DRIVE TOTALS: 10 plays, 86 yards, 5:16"
Hawaii at 9:44,,HAW,SDSU
1st and 10 at HAW 4,Steven Lakalaka run for no gain to the Hawa 4,0,7
2nd and 10 at HAW 4,"HAWAII Penalty, false start (NA) to the Hawa 2",,
2nd and 12 at HAW 2,Steven Lakalaka run for 2 yds to the Hawa 4,,
3rd and 10 at HAW 4,Steven Lakalaka run for 9 yds to the Hawa 13,,
4th and 1 at HAW 13,"Scott Harding punt for 34 yds, downed at the Hawa 47",,
,"Seamus McMorrow kickoff for 65 yds , Keelan Ewaliko return for 8 yds to the Hawa 43 HAWAII Penalty, illegal block (NA) to the Hawa 4",,
"HAW DRIVE TOTALS: 3 plays, 9 yards, 2:24"
San Diego State at 7:20,,HAW,SDSU
1st and 10 at HAW 47,Quinn Kaehler pass complete to Adam Roberts for 6 yds to the Hawa 41,0,7
2nd and 4 at HAW 41,Chase Price run for 4 yds to the Hawa 37 for a 1ST down,,
1st and 10 at HAW 37,Quinn Kaehler pass incomplete,,
2nd and 10 at HAW 37,Quinn Kaehler pass incomplete to Lloyd Mills,,
3rd and 10 at HAW 37,Quinn Kaehler pass complete to Dakota Gordon for 8 yds to the Hawa 29,,
,"Timeout SAN DIEGO ST, clock 05:06",,
4th and 2 at HAW 29,Marcus Stamps run for 4 yds to the Hawa 25 for a 1ST down,,
1st and 10 at HAW 25,"PUMPHREY, Donne rush for 3 yards to the UH22 (TAIMATUIA, TJ;LEWIS, Daniel), PENALTY SDSU holding 10 yards to the UH35, NO PLAY.",,
1st and 20 at HAW 35,Quinn Kaehler pass incomplete,,
2nd and 20 at HAW 35,Donnel Pumphrey run for 16 yds to the Hawa 19,,
3rd and 4 at HAW 19,Quinn Kaehler pass incomplete,,
4th and 4 at HAW 19,Donny Hageman 36 yd FG GOOD,0,10
"SDSU DRIVE TOTALS: 10 plays, 28 yards, 4:12"
Hawaii at 3:08,,HAW,SDSU
,Seamus McMorrow kickoff for 65 yds for a touchback,0,10
1st and 10 at HAW 25,Steven Lakalaka run for 4 yds to the Hawa 29,,
2nd and 6 at HAW 29,Steven Lakalaka run for 8 yds to the Hawa 37 for a 1ST down,,
1st and 10 at HAW 37,Steven Lakalaka run for 5 yds to the Hawa 42,,
2nd and 5 at HAW 42,Steven Lakalaka run for no gain to the Hawa 42,,
3rd and 5 at HAW 42,Ikaika Woolsey pass incomplete,,
4th and 5 at HAW 42,"Scott Harding punt for 39 yds, downed at the SDSt 19",,
"HAW DRIVE TOTALS: 5 plays, 17 yards, 2:52"
San Diego State at 0:16,,HAW,SDSU
1st and 10 at SDSU 19,Donnel Pumphrey run for 4 yds to the SDSt 23,0,10
,End of 1st Quarter,,
2nd Quarter Play-by-Play
San Diego State at 15:00,,HAW,SDSU
