0147074920141106,,147,749
1st Quarter Play-by-Play
Wake Forest at 15:00,,CLEM,WFU
,Bradley Pinion kickoff for 65 yds for a touchback,0,0
1st and 10 at WAKE 25,Dezmond Wortham run for 3 yds to the WFrst 28,,
2nd and 7 at WAKE 28,Dezmond Wortham run for no gain to the WFrst 28,,
3rd and 7 at WAKE 28,John Wolford pass complete to Matt James for 12 yds to the WFrst 40 for a 1ST down,,
1st and 10 at WAKE 40,Isaiah Robinson run for no gain to the WFrst 40,,
2nd and 10 at WAKE 40,John Wolford pass complete to E.J. Scott for 6 yds to the WFrst 46,,
3rd and 4 at WAKE 46,John Wolford pass complete to E.J. Scott for 5 yds to the Clem 49 for a 1ST down,,
1st and 10 at CLEM 49,"John Wolford pass incomplete to Cam Serigne, broken up by Jayron Kearse",,
2nd and 10 at CLEM 49,Isaiah Robinson run for 3 yds to the Clem 46,,
3rd and 7 at CLEM 46,John Wolford sacked by Grady Jarrett and Shaq Lawson for a loss of 5 yards to the WFrst 49,,
4th and 12 at WAKE 49,"Alexander Kinal punt for 30 yds, downed at the Clem 21",,
"WAKE DRIVE TOTALS: 9 plays, 24 yards, 5:06"
Clemson at 9:54,,CLEM,WFU
1st and 10 at CLEM 21,Wayne Gallman run for 1 yd to the Clem 22,0,0
2nd and 9 at CLEM 22,Wayne Gallman run for 8 yds to the Clem 30,,
3rd and 1 at CLEM 30,Wayne Gallman run for 1 yd to the Clem 31 for a 1ST down,,
1st and 10 at CLEM 31,Cole Stoudt pass complete to Artavis Scott for 5 yds to the Clem 36,,
2nd and 5 at CLEM 36,Wayne Gallman run for 1 yd to the Clem 37,,
3rd and 4 at CLEM 37,Cole Stoudt sacked by Brandon Chubb for a loss of 10 yards to the Clem 27,,
4th and 14 at CLEM 27,"Bradley Pinion punt for 51 yds , Jared Crump returns for no gain to the WFrst 22",,
"CLEM DRIVE TOTALS: 6 plays, 6 yards, 2:58"
Wake Forest at 6:56,,CLEM,WFU
1st and 10 at WAKE 22,Dezmond Wortham run for no gain to the WFrst 22,0,0
2nd and 10 at WAKE 22,John Wolford pass incomplete to Matt James,,
3rd and 10 at WAKE 22,Dezmond Wortham run for 20 yds to the WFrst 42 for a 1ST down,,
1st and 10 at WAKE 42,John Wolford pass complete to Dezmond Wortham for 6 yds to the WFrst 48,,
2nd and 4 at WAKE 48,Dezmond Wortham run for a loss of 6 yards to the WFrst 42,,
3rd and 10 at WAKE 42,John Wolford pass incomplete to Dezmond Wortham,,
4th and 10 at WAKE 42,"Alexander Kinal punt for 43 yds, downed at the Clem 15",,
"WAKE DRIVE TOTALS: 6 plays, 20 yards, 2:58"
Clemson at 3:58,,CLEM,WFU
1st and 10 at CLEM 15,Cole Stoudt pass complete to Artavis Scott for 17 yds to the Clem 32 for a 1ST down,0,0
1st and 10 at CLEM 32,Cole Stoudt pass complete to Germone Hopper for 3 yds to the Clem 35,,
2nd and 7 at CLEM 35,Cole Stoudt pass incomplete to Adam Humphries,,
3rd and 7 at CLEM 35,Cole Stoudt pass intercepted Kevin Johnson return for 2 yds to the Clem 43,,
"CLEM DRIVE TOTALS: 4 plays, 20 yards, 1:02"
Wake Forest at 2:56,,CLEM,WFU
1st and 10 at CLEM 43,Jared Crump pass complete to John Wolford for 24 yds to the Clem 19 for a 1ST down,0,0
1st and 10 at CLEM 19,Dezmond Wortham run for no gain to the Clem 19,,
2nd and 10 at CLEM 19,John Wolford pass incomplete,,
3rd and 10 at CLEM 19,"Dezmond Wortham run for 15 yds to the Clem 4 for a 1ST down CLEMSON Penalty, Offside Defense (Korrin Wiggins) declined for a 1ST down",,
1st and Goal at CLEM 4,"John Wolford pass complete to Cam Serigne for 4 yds for a TD, (Mike Weaver KICK)",0,7
"WAKE DRIVE TOTALS: 5 plays, 43 yards, 1:47"
Clemson at 1:09,,CLEM,WFU
,"Adam Centers kickoff for 57 yds , T.J. Green return for 20 yds to the Clem 28",0,7
1st and 10 at CLEM 28,Wayne Gallman run for 3 yds to the Clem 31,,
2nd and 7 at CLEM 31,Cole Stoudt pass complete to Adam Humphries for 6 yds to the Clem 37,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Clemson at 15:00,,CLEM,WFU
3rd and 1 at CLEM 37,"Wayne Gallman run for no gain to the Clem 37 CLEMSON Penalty, Illegal Formation ( Yards) declined",0,7
4th and 1 at CLEM 37,"Bradley Pinion punt for 38 yds, downed at the WFrst 25",,
"CLEM DRIVE TOTALS: 3 plays, 9 yards, 1:35"
Wake Forest at 14:34,,CLEM,WFU
1st and 10 at WAKE 25,Isaiah Robinson run for a loss of 5 yards to the WFrst 20,0,7
2nd and 15 at WAKE 20,Isaiah Robinson run for a loss of 2 yards to the WFrst 18,,
3rd and 17 at WAKE 18,Isaiah Robinson run for 2 yds to the WFrst 20,,
4th and 15 at WAKE 20,"Alexander Kinal punt for 51 yds, fair catch by Adam Humphries at the Clem 29",,
