0140041520141011,,140,415
1st Quarter Play-by-Play
Miami (FL) at 15:00,,UC,MIA
,"Tony Miliano kickoff for 65 yds , Stacy Coley return for 23 yds to the MiaFl 23",0,0
1st and 10 at MIA 23,Duke Johnson run for 15 yds to the MiaFl 38 for a 1ST down,,
1st and 10 at MIA 38,Brad Kaaya sacked by Terrell Hartsfield for a loss of 8 yards to the MiaFl 30,,
2nd and 18 at MIA 30,"MIAMI FL Penalty, false start (Nick Linder) to the MiaFl 25",,
2nd and 23 at MIA 25,Brad Kaaya pass complete to Malcolm Lewis for 6 yds to the MiaFl 31,,
3rd and 17 at MIA 31,Brad Kaaya pass complete to Duke Johnson for 4 yds to the MiaFl 35,,
4th and 13 at MIA 35,Justin Vogel punt for 65 yds for a touchback,,
"MIA DRIVE TOTALS: 4 plays, 12 yards, 2:20"
Cincinnati at 12:40,,UC,MIA
1st and 10 at CIN 20,"Gunner Kiel pass incomplete to Johnny Holton, broken up by Artie Burns",0,0
2nd and 10 at CIN 20,Gunner Kiel pass complete to Johnny Holton for 15 yds to the Cincy 35 for a 1ST down,,
1st and 10 at CIN 35,Rod Moore run for 5 yds to the Cincy 40,,
2nd and 5 at CIN 40,Gunner Kiel pass incomplete to Rod Moore,,
3rd and 5 at CIN 40,"Gunner Kiel pass incomplete to Shaq Washington, broken up by Tyriq McCord",,
4th and 5 at CIN 40,Sam Geraci punt for 60 yds for a touchback,,
"CIN DRIVE TOTALS: 5 plays, 20 yards, 1:10"
Miami (FL) at 11:30,,UC,MIA
1st and 10 at MIA 20,"Duke Johnson run for 80 yds for a TD, (Michael Badgley KICK)",0,7
"MIA DRIVE TOTALS: 1 play, 80 yards, 0:13"
Cincinnati at 11:17,,UC,MIA
,"Justin Vogel kickoff for 62 yds , Casey Gladney return for 17 yds to the Cincy 20",0,7
1st and 10 at CIN 20,Gunner Kiel pass complete to Chris Moore for 11 yds to the Cincy 31 for a 1ST down,,
1st and 10 at CIN 31,Rod Moore run for 5 yds to the Cincy 36,,
2nd and 5 at CIN 36,Rod Moore run for 5 yds to the Cincy 41 for a 1ST down,,
1st and 10 at CIN 41,Gunner Kiel pass incomplete to Shaq Washington,,
,"Timeout CINCINNATI, clock 10:05",,
2nd and 10 at CIN 41,Gunner Kiel pass incomplete to Max Morrison,,
3rd and 10 at CIN 41,Gunner Kiel pass complete to Chris Moore for 9 yds to the 50 yard line,,
4th and 1 at 50,"Rod Moore run for 1 yd to the MIAMIFL 49 for a 1ST down MIAMI FL Penalty, face mask (15 yards) (15 Yards) to the MiaFl 34 for a 1ST down",,
1st and 10 at MIA 34,Rod Moore run for 3 yds to the MiaFl 31,,
2nd and 7 at MIA 31,Gunner Kiel pass incomplete to Chris Moore,,
3rd and 7 at MIA 31,Gunner Kiel pass complete to Shaq Washington for 17 yds to the MiaFl 14 for a 1ST down,,
1st and 10 at MIA 14,Gunner Kiel pass incomplete to Rod Moore,,
2nd and 10 at MIA 14,EJ Junior run for 3 yds to the MiaFl 11,,
3rd and 7 at MIA 11,"Gunner Kiel pass complete to Shaq Washington for 11 yds for a TD, (Andrew Gantz KICK)",7,7
"CIN DRIVE TOTALS: 13 plays, 80 yards, 4:23"
Miami (FL) at 6:54,,UC,MIA
,"Tony Miliano kickoff for 62 yds , Stacy Coley return for 12 yds to the MiaFl 15",7,7
1st and 10 at MIA 15,Brad Kaaya pass incomplete to Duke Johnson,,
2nd and 10 at MIA 15,Brad Kaaya pass incomplete to Malcolm Lewis,,
3rd and 10 at MIA 15,Brad Kaaya pass complete to Phillip Dorsett for 36 yds to the Cincy 49 for a 1ST down,,
1st and 10 at CIN 49,Brad Kaaya pass incomplete to N/A,,
2nd and 10 at CIN 49,Joseph Yearby run for 21 yds to the Cincy 28 for a 1ST down,,
1st and 10 at CIN 28,"Joseph Yearby run for no gain to the Cincy 28 for a 1ST down CINCINNATI Penalty, personal foul (N/A) to the Cincy 14 for a 1ST down",,
1st and 10 at CIN 14,"Brad Kaaya pass complete to Clive Walford for 14 yds for a TD, (Michael Badgley KICK)",7,14
"MIA DRIVE TOTALS: 7 plays, 85 yards, 1:52"
Cincinnati at 5:02,,UC,MIA
,"Justin Vogel kickoff for 65 yds , Johnny Holton return for 24 yds to the Cincy 24",7,14
1st and 10 at CIN 24,Gunner Kiel pass complete to Shaq Washington for 1 yd to the Cincy 25,,
2nd and 9 at CIN 25,Gunner Kiel pass complete to Alex Chisum for 17 yds to the Cincy 42 for a 1ST down,,
1st and 10 at CIN 42,Rod Moore run for 4 yds to the Cincy 46,,
2nd and 6 at CIN 46,Rod Moore run for 4 yds to the 50 yard line,,
3rd and 2 at 50,Gunner Kiel pass complete to Max Morrison for 6 yds to the MiaFl 44 for a 1ST down,,
