0768052120141025,,768,521
,"OKLAHOMA STATE wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Oklahoma State at 15:00,,WVU,OKST
,Michael Molinari kickoff for 65 yds for a touchback,0,0
1st and 10 at OKST 25,Daxx Garman pass complete to James Washington for 6 yds to the OKSt 31,,
2nd and 4 at OKST 31,Desmond Roland run for 7 yds to the OKSt 38 for a 1ST down,,
1st and 10 at OKST 38,Daxx Garman pass complete to James Washington for 18 yds to the WVirg 44 for a 1ST down,,
1st and 10 at WVU 44,Tyreek Hill run for 3 yds to the WVirg 41,,
2nd and 7 at WVU 41,Daxx Garman pass incomplete to David Glidden,,
3rd and 7 at WVU 41,Daxx Garman pass complete to Austin Hays for 3 yds to the WVirg 38,,
4th and 4 at WVU 38,Daxx Garman pass incomplete to Austin Hays,,
"OKST DRIVE TOTALS: 7 plays, 37 yards, 2:41"
West Virginia at 12:19,,WVU,OKST
1st and 10 at WVU 38,Clint Trickett pass complete to Wendell Smallwood for 14 yds to the OKSt 48 for a 1ST down,0,0
1st and 10 at OKST 48,Wendell Smallwood run for 3 yds to the OKSt 45,,
2nd and 7 at OKST 45,Wendell Smallwood run for 20 yds to the OKSt 25 for a 1ST down,,
1st and 10 at OKST 25,Andrew Buie run for 6 yds to the OKSt 19,,
2nd and 4 at OKST 19,"Clint Trickett pass complete to Kevin White for 19 yds for a TD, (Josh Lambert KICK)",7,0
"WVU DRIVE TOTALS: 5 plays, 62 yards, 1:50"
Oklahoma State at 10:29,,WVU,OKST
,Michael Molinari kickoff for 65 yds for a touchback,7,0
1st and 10 at OKST 25,Daxx Garman pass complete to Jeremy Seaton for 11 yds to the OKSt 36 for a 1ST down,,
1st and 10 at OKST 36,Desmond Roland run for 3 yds to the OKSt 39,,
2nd and 7 at OKST 39,Daxx Garman pass incomplete to James Washington,,
3rd and 7 at OKST 39,"Daxx Garman run for 3 yds to the OKSt 42 OKLAHOMA ST Penalty, Offensive Holding (NA) declined",,
4th and 4 at OKST 42,"Kip Smith punt for 48 yds , Jaylon Myers returns for no gain to the WVirg 10",,
"OKST DRIVE TOTALS: 4 plays, 17 yards, 1:20"
West Virginia at 9:09,,WVU,OKST
1st and 10 at WVU 10,Wendell Smallwood run for 3 yds to the WVirg 13,7,0
2nd and 7 at WVU 13,Wendell Smallwood run for 3 yds to the WVirg 16,,
3rd and 4 at WVU 16,"OKLAHOMA ST Penalty, Defensive Offside (Jimmy Bean) to the WVirg 21 for a 1ST down",,
1st and 10 at WVU 21,"Clint Trickett pass complete to Mario Alford for 79 yds for a TD, (Josh Lambert KICK)",14,0
"WVU DRIVE TOTALS: 3 plays, 90 yards, 1:20"
Oklahoma State at 7:49,,WVU,OKST
,"Michael Molinari kickoff for 65 yds , Tyreek Hill return for 14 yds to the OKSt 14",14,0
1st and 10 at OKST 14,Daxx Garman pass complete to Brandon Sheperd for 11 yds to the OKSt 25 for a 1ST down,,
1st and 10 at OKST 25,Tyreek Hill run for 2 yds to the OKSt 27,,
2nd and 8 at OKST 27,Daxx Garman pass complete to Tyreek Hill for 16 yds to the OKSt 43 for a 1ST down,,
1st and 10 at OKST 43,Daxx Garman pass complete to David Glidden for 14 yds to the WVirg 43 for a 1ST down,,
1st and 10 at WVU 43,Daxx Garman pass complete to James Washington for 12 yds to the WVirg 31 for a 1ST down,,
1st and 10 at WVU 31,Daxx Garman pass incomplete to Marcell Ateman,,
2nd and 10 at WVU 31,"OKLAHOMA ST Penalty, False Start (Daniel Koenig) to the WVirg 36",,
2nd and 15 at WVU 36,Daxx Garman pass intercepted Dravon Henry return for 1 yd to the WVirg 14,,
"OKST DRIVE TOTALS: 7 plays, 50 yards, 1:54"
West Virginia at 5:55,,WVU,OKST
1st and 10 at WVU 14,Andrew Buie run for 1 yd to the WVirg 15,14,0
2nd and 9 at WVU 15,Andrew Buie run for 2 yds to the WVirg 17,,
3rd and 7 at WVU 17,Clint Trickett pass complete to Kevin White for 4 yds to the WVirg 21,,
4th and 3 at WVU 21,"u""Nick O'Toole"",  punt for 51 yds , Tyreek Hill returns for 3 yds to the OKSt 31",,
"WVU DRIVE TOTALS: 3 plays, 7 yards, 1:42"
Oklahoma State at 4:13,,WVU,OKST
1st and 10 at OKST 31,Daxx Garman pass incomplete to Teddy Johnson,14,0
2nd and 10 at OKST 31,Desmond Roland run for a loss of 1 yard to the OKSt 30,,
3rd and 11 at OKST 30,Desmond Roland run for 3 yds to the OKSt 33,,
4th and 8 at OKST 33,"Kip Smith punt for 52 yds , Jaylon Myers returns for a loss of 1 yard to the WVirg 14",,
"OKST DRIVE TOTALS: 3 plays, 2 yards, 1:31"
West Virginia at 2:42,,WVU,OKST
1st and 10 at WVU 14,Clint Trickett pass incomplete,14,0
2nd and 10 at WVU 14,"Trickett, Clint pass complete to White, Kevin for 10 yards to the WESTVIR24, PENALTY WESTVIR holding (Glowinski, Mark) 7 yards to the WESTVIR7, NO PLAY.",,
2nd and 17 at WVU 7,Dreamius Smith run for 7 yds to the WVirg 14,,
3rd and 10 at WVU 14,"Clint Trickett sacked by Emmanuel Ogbah for a loss of 5 yards to the WVirg 9 Clint Trickett fumbled, forced by Emmanuel Ogbah, recovered by WVirg Marquis Lucas , return for 0 yards",,
