0732041820140920,,732,418
,"MICHIGAN wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Michigan at 15:00,,UTAH,MICH
,Andy Phillips kickoff for 65 yds for a touchback,0,0
1st and 10 at MICH 25,Devin Gardner pass complete to Devin Funchess for 14 yds to the Mich 39 for a 1ST down,,
1st and 10 at MICH 39,Derrick Green run for 2 yds to the Mich 41,,
2nd and 8 at MICH 41,Derrick Green run for 3 yds to the Mich 44,,
3rd and 5 at MICH 44,Devin Gardner run for 18 yds to the Utah 38 for a 1ST down,,
1st and 10 at UTAH 38,Derrick Green run for 7 yds to the Utah 31,,
2nd and 3 at UTAH 31,Derrick Green run for a loss of 2 yards to the Utah 33,,
3rd and 5 at UTAH 33,Devin Gardner pass complete to Jake Butt for 4 yds to the Utah 29,,
4th and 1 at UTAH 29,Devin Gardner run for 2 yds to the Utah 27 for a 1ST down,,
1st and 10 at UTAH 27,Derrick Green run for 2 yds to the Utah 25,,
2nd and 8 at UTAH 25,Devin Gardner pass incomplete to Jehu Chesson,,
3rd and 8 at UTAH 25,Devin Gardner pass incomplete to Devin Funchess,,
4th and 8 at UTAH 25,Matt Wile 42 yd FG GOOD,0,3
"MICH DRIVE TOTALS: 12 plays, 50 yards, 5:24"
Utah at 9:36,,UTAH,MICH
,"Matt Wile kickoff for 36 yds , Christian Drews return for 2 yds to the Utah 31",0,3
1st and 10 at UTAH 31,Travis Wilson pass complete to Kenneth Scott for 5 yds to the Utah 36,,
2nd and 5 at UTAH 36,Bubba Poole run for no gain to the Utah 36,,
3rd and 5 at UTAH 36,Travis Wilson pass complete to Kenneth Scott for 2 yds to the Utah 38,,
4th and 3 at UTAH 38,"Tom Hackett punt for 47 yds , Dennis Norfleet returns for 9 yds to the Mich 24",,
"UTAH DRIVE TOTALS: 3 plays, 7 yards, 1:41"
Michigan at 7:55,,UTAH,MICH
1st and 10 at MICH 24,"u""De'Veon Smith"",  run for no gain to the Mich 24",0,3
2nd and 10 at MICH 24,Devin Gardner pass incomplete to Devin Funchess,,
3rd and 10 at MICH 24,Devin Gardner pass complete to Devin Funchess for 19 yds to the Mich 43 for a 1ST down,,
1st and 10 at MICH 43,Devin Gardner pass complete to Devin Funchess for 24 yds to the Utah 33 for a 1ST down,,
1st and 10 at UTAH 33,"Green, Derrick rush for no gain to the UTAH33, PENALTY MICHIGAN holding (Magnuson, Erik) 10 yards to the UTAH43, NO PLAY.",,
1st and 20 at UTAH 43,Devin Gardner pass complete to Dennis Norfleet for 4 yds to the Utah 39,,
2nd and 16 at UTAH 39,Devin Gardner pass incomplete to Joe Kerridge,,
3rd and 16 at UTAH 39,Justice Hayes run for 3 yds to the Utah 36,,
4th and 13 at UTAH 36,"Will Hagerup punt for 33 yds, downed at the Utah 3",,
"MICH DRIVE TOTALS: 7 plays, 40 yards, 3:36"
Utah at 4:19,,UTAH,MICH
1st and 10 at UTAH 3,Travis Wilson pass complete to Kenneth Scott for 5 yds to the Utah 8,0,3
