0027025320140925,,27,253
,"GEORGIA SOUTHERN wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Georgia Southern at 15:00,,ASU,GSU
,"Zach Matics kickoff for 62 yds , Derek Keaton return for 23 yds to the GeoSo 26",0,0
1st and 10 at GASO 26,Matt Breida run for 1 yd to the GeoSo 27,,
2nd and 9 at GASO 27,Kevin Ellison run for 9 yds to the GeoSo 36 for a 1ST down,,
1st and 10 at GASO 36,Matt Breida run for 4 yds to the GeoSo 40,,
2nd and 6 at GASO 40,Kevin Ellison run for 4 yds to the GeoSo 44,,
3rd and 2 at GASO 44,"Matt Breida run for 56 yds for a TD, (Alex Hanks KICK)",0,7
"GASO DRIVE TOTALS: 5 plays, 74 yards, 2:14"
Appalachian State at 12:46,,ASU,GSU
,"Younghoe Koo kickoff for 65 yds , Isaiah Lewis return for 11 yds to the AppSt 11",0,7
1st and 10 at APP 11,Taylor Lamb pass incomplete,,
2nd and 10 at APP 11,Taylor Lamb pass complete to Simms McElfresh for a loss of 2 yards to the AppSt 9,,
3rd and 12 at APP 9,Taylor Lamb pass complete to Marcus Cox for 1 yd to the AppSt 10,,
4th and 11 at APP 10,"Bentlee Critcher punt for 45 yds , Tray Butler returns for 16 yds to the AppSt 39",,
"APP DRIVE TOTALS: 3 plays, -1 yard, 1:39"
Georgia Southern at 11:07,,ASU,GSU
1st and 10 at APP 39,Kevin Ellison run for 14 yds to the AppSt 25 for a 1ST down,0,7
1st and 10 at APP 25,Zach Walker run for a loss of 1 yard to the AppSt 26,,
2nd and 11 at APP 26,"GA SOUTHERN Penalty, False Start (Raymond Klugey) to the AppSt 31",,
2nd and 16 at APP 31,Kevin Ellison pass complete to Derek Keaton for 9 yds to the AppSt 22,,
3rd and 7 at APP 22,Matt Breida run for 6 yds to the AppSt 16,,
4th and 1 at APP 16,Alfred Ramsby run for 9 yds to the AppSt 7 for a 1ST down,,
1st and Goal at APP 7,Alfred Ramsby run for 3 yds to the AppSt 4,,
2nd and Goal at APP 4,Kevin Ellison run for 2 yds to the AppSt 2,,
3rd and Goal at APP 2,Kevin Ellison pass incomplete,,
4th and Goal at APP 2,Alex Hanks 19 yd FG GOOD,0,10
"GASO DRIVE TOTALS: 9 plays, 37 yards, 4:26"
Appalachian State at 6:41,,ASU,GSU
,Younghoe Koo kickoff for 65 yds for a touchback,0,10
1st and 10 at APP 25,Marcus Cox run for 3 yds to the AppSt 28,,
2nd and 7 at APP 28,Taylor Lamb pass complete to Montez McGuire for 6 yds to the AppSt 34,,
3rd and 1 at APP 34,Marcus Cox run for no gain to the AppSt 34,,
4th and 1 at APP 34,"Bentlee Critcher punt for 49 yds, fair catch by Tray Butler at the GeoSo 17",,
"APP DRIVE TOTALS: 3 plays, 9 yards, 1:45"
Georgia Southern at 4:56,,ASU,GSU
1st and 10 at GASO 17,Favian Upshaw run for 1 yd to the GeoSo 18,0,10
2nd and 9 at GASO 18,Favian Upshaw pass complete to BJ Johnson for 6 yds to the GeoSo 24,,
3rd and 3 at GASO 24,Favian Upshaw run for 16 yds to the GeoSo 40 for a 1ST down,,
1st and 10 at GASO 40,Favian Upshaw run for 4 yds to the GeoSo 44,,
2nd and 6 at GASO 44,Matt Breida run for 4 yds to the GeoSo 48,,
3rd and 2 at GASO 48,Alfred Ramsby run for no gain to the GeoSo 48,,
4th and 2 at GASO 48,"Ryan Nowicki punt for 33 yds, fair catch by Bobo Beathard at the AppSt 19",,
"GASO DRIVE TOTALS: 6 plays, 31 yards, 3:42"
Appalachian State at 1:14,,ASU,GSU
1st and 10 at APP 19,Terrence Upshaw run for 3 yds to the AppSt 22,0,10
2nd and 7 at APP 22,Taylor Lamb sacked by Jay Ellison for a loss of 5 yards to the AppSt 17,,
3rd and 12 at APP 17,"APPALACHIAN ST Penalty, False Start (Parker Collins) to the AppSt 12",,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Appalachian State at 15:00,,ASU,GSU
3rd and 17 at APP 12,Taylor Lamb pass complete to Simms McElfresh for 11 yds to the AppSt 23,0,10
4th and 6 at APP 23,TEAM punt blocked by Deshawntee Gallon,,
"APP DRIVE TOTALS: 3 plays, 4 yards, 1:55"
Georgia Southern at 14:19,,ASU,GSU
