0236072520141122,,236,725
1st Quarter Play-by-Play
Fordham at 15:00,,FORD,ARMY
,"Cale Brewer kickoff for 60 yds , Jordan Chapman return for 25 yds to the Fordh 30",0,0
1st and 10 at FOR 30,Chase Edmonds run for 4 yds to the Fordh 34,,
2nd and 6 at FOR 34,Mike Nebrich pass complete to Brian Wetzel for 22 yds to the Army 44 for a 1ST down,,
1st and 10 at ARMY 44,Mike Nebrich pass complete to Brian Wetzel for 17 yds to the Army 27 for a 1ST down,,
,"Timeout FORDHAM, clock 13:28",,
1st and 10 at ARMY 27,Mike Nebrich pass complete to Sam Ajala for 6 yds to the Army 21,,
2nd and 4 at ARMY 21,Mike Nebrich pass complete to Brian Wetzel for a loss of 2 yards to the Army 23,,
3rd and 6 at ARMY 23,"Mike Nebrich pass incomplete to Tebucky Jones Jr., broken up by Andrew King",,
4th and 6 at ARMY 23,Michael Marando 40 yd FG GOOD,3,0
"FOR DRIVE TOTALS: 7 plays, 47 yards, 2:48"
Army at 12:02,,FORD,ARMY
,"Michael Marando kickoff for 49 yds , Josh Jenkins return for 33 yds to the Army 49",3,0
1st and 10 at ARMY 49,Terry Baggett run for 5 yds to the Fordh 46,,
2nd and 5 at FOR 46,Angel Santiago run for 3 yds to the Fordh 43,,
3rd and 2 at FOR 43,Angel Santiago run for 1 yd to the Fordh 42,,
4th and 1 at FOR 42,Angel Santiago run for 2 yds to the Fordh 40 for a 1ST down,,
1st and 10 at FOR 40,Angel Santiago run for 2 yds to the Fordh 38,,
2nd and 8 at FOR 38,Angel Santiago run for a loss of 2 yards to the Fordh 40,,
3rd and 10 at FOR 40,Angel Santiago pass incomplete,,
4th and 10 at FOR 40,"Alex Tardie,  punt for 35 yds, downed at the Fordh 5",,
"ARMY DRIVE TOTALS: 7 plays, 11 yards, 3:55"
Fordham at 8:07,,FORD,ARMY
1st and 10 at FOR 5,Mike Nebrich pass complete to Sam Ajala for 4 yds to the Fordh 9,3,0
2nd and 6 at FOR 9,Mike Nebrich pass complete to Brian Wetzel for 9 yds to the Fordh 18 for a 1ST down,,
