0646064820141122,,646,648
1st Quarter Play-by-Play
South Carolina at 15:00,,SOAL,USC
,"Aleem Sunanon kickoff for 50 yds , Sidney Rhodes return for 11 yds to the SCaro 26",0,0
1st and 10 at SC 26,Dylan Thompson pass complete to Nick Jones for 5 yds to the SCaro 31,,
2nd and 5 at SC 31,Pharoh Cooper run for 10 yds to the SCaro 41 for a 1ST down,,
1st and 10 at SC 41,Dylan Thompson pass incomplete to Pharoh Cooper,,
2nd and 10 at SC 41,Dylan Thompson pass incomplete,,
3rd and 10 at SC 41,Dylan Thompson pass complete to Nick Jones for 19 yds to the SAlab 40 for a 1ST down,,
1st and 10 at USA 40,Brandon Wilds run for 13 yds to the SAlab 27 for a 1ST down,,
1st and 10 at USA 27,Brandon Wilds run for 2 yds to the SAlab 25,,
2nd and 8 at USA 25,Brandon Wilds run for no gain to the SAlab 25,,
3rd and 8 at USA 25,"Dylan Thompson pass incomplete, broken up by Maleki Harris",,
4th and 8 at USA 25,Elliott Fry 42 yd FG GOOD,0,3
"SCAR DRIVE TOTALS: 10 plays, 49 yards, 2:58"
South Alabama at 12:02,,SOAL,USC
,"Landon Ard kickoff for 57 yds , T.J. Glover return for 19 yds to the SAlab 27",0,3
1st and 10 at USA 27,Hunter Vaughn pass incomplete,,
2nd and 10 at USA 27,Terrance Timmons run for 4 yds to the SAlab 31,,
3rd and 6 at USA 31,Hunter Vaughn pass complete to Jereme Jones for 10 yds to the SAlab 41 for a 1ST down,,
1st and 10 at USA 41,Hunter Vaughn pass complete to Shavarez Smith for 12 yds to the SCaro 47 for a 1ST down,,
1st and 10 at SC 47,Kendall Houston run for 2 yds to the SCaro 45,,
2nd and 8 at SC 45,Hunter Vaughn pass complete to Shavarez Smith for 9 yds to the SCaro 36 for a 1ST down,,
1st and 10 at SC 36,Kendall Houston run for 4 yds to the SCaro 32,,
2nd and 6 at SC 32,Hunter Vaughn pass complete to Braedon Bowman for 2 yds to the SCaro 30,,
3rd and 4 at SC 30,Hunter Vaughn pass complete to Wes Saxton for 6 yds to the SCaro 24 for a 1ST down,,
1st and 10 at SC 24,"Hunter Vaughn run for 3 yds to the SCaro 21 for a 1ST down SOUTH CAROLINA Penalty, face mask (10 yards) (Skai Moore) to the SCaro 11 for a 1ST down",,
1st and 10 at SC 11,Hunter Vaughn pass complete to Shavarez Smith for 7 yds to the SCaro 4,,
2nd and 3 at SC 4,Trey Fetner run for 1 yd to the SCaro 3,,
3rd and 2 at SC 3,Hunter Vaughn pass incomplete to Shavarez Smith,,
4th and 2 at SC 3,Aleem Sunanon 20 yd FG GOOD,3,3
"USA DRIVE TOTALS: 14 plays, 70 yards, 6:43"
South Carolina at 5:19,,SOAL,USC
,"Aleem Sunanon kickoff for 54 yds , Shon Carson return for 16 yds to the SCaro 27",3,3
1st and 10 at SC 27,Damiere Byrd run for 9 yds to the SCaro 36,,
2nd and 1 at SC 36,Brandon Wilds run for 3 yds to the SCaro 39 for a 1ST down,,
1st and 10 at SC 39,Dylan Thompson run for 1 yd to the SCaro 40,,
2nd and 9 at SC 40,Dylan Thompson pass complete to Mike Davis for 28 yds to the SAlab 32 for a 1ST down,,
