0328070020141018,,328,700
,"TEXAS TECH wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Kansas at 15:00,,KU,TTU
,Trevor Pardula kickoff for 65 yds for a touchback,0,0
1st and 10 at TTU 25,Davis Webb pass complete to Kenny Williams for 9 yds to the TexTc 34,,
2nd and 1 at TTU 34,Davis Webb pass complete to Jakeem Grant for 41 yds to the Kans 25 for a 1ST down,,
1st and 10 at KU 25,Davis Webb pass complete to Bradley Marquez for 8 yds to the Kans 17,,
2nd and 2 at KU 17,"TEXAS TECH Penalty, False Start (Jared Kaster) to the Kans 22",,
2nd and 7 at KU 22,Davis Webb pass complete to Reginald Davis for 5 yds to the Kans 17,,
3rd and 2 at KU 17,Davis Webb pass incomplete to Devin Lauderdale,,
4th and 2 at KU 17,Ryan Bustin 34 yd FG GOOD,0,3
"TTU DRIVE TOTALS: 6 plays, 58 yards, 2:07"
Kansas at 12:53,,KU,TTU
,Kramer Fyfe kickoff for 65 yds for a touchback,0,3
1st and 10 at KU 25,Tony Pierson run for 5 yds to the Kans 30,,
2nd and 5 at KU 30,Tony Pierson run for 4 yds to the Kans 34,,
3rd and 1 at KU 34,Corey Avery run for 2 yds to the Kans 36 for a 1ST down,,
1st and 10 at KU 36,Corey Avery run for 6 yds to the Kans 42,,
2nd and 4 at KU 42,Michael Cummings pass complete to Jimmay Mundine for 6 yds to the Kans 48 for a 1ST down,,
1st and 10 at KU 48,"Cummings, Michael pass complete to Avery, Corey for 2 yards to the 50 yardline, PENALTY KANSAS illegal block 17 yards to the KANSAS33, NO PLAY.",,
1st and 25 at KU 33,"KANSAS Penalty, False Start (NA) to the Kans 28",,
1st and 30 at KU 28,Michael Cummings pass incomplete to Corey Avery,,
2nd and 30 at KU 28,Michael Cummings pass complete to Jimmay Mundine for 13 yds to the Kans 41,,
3rd and 17 at KU 41,Michael Cummings pass incomplete to Nigel King,,
"KU DRIVE TOTALS: 8 plays, 0 yards"
Kansas at 9:26,,KU,TTU
4th and 17 at KU 41,"Trevor Pardula punt for 52 yds , Cameron Batson returns for 8 yds to the TexTc 49 TEXAS TECH Penalty, Illegal Block (NA) to the TexTc 8",0,3
"KU DRIVE TOTALS: 0 plays, 0 yards, 0:10"
Texas Tech at 9:16,,KU,TTU
1st and 10 at TTU 8,Davis Webb pass complete to Justin Stockton for 2 yds to the TexTc 10,0,3
2nd and 8 at TTU 10,DeAndre Washington run for 4 yds to the TexTc 14,,
3rd and 4 at TTU 14,Davis Webb pass incomplete to TEAM,,
4th and 4 at TTU 14,"Taylor Symmank punt for 34 yds , Derrick Neal returns for 5 yds to the TexTc 43",,
"TTU DRIVE TOTALS: 3 plays, 6 yards, 1:28"
Kansas at 7:48,,KU,TTU
1st and 10 at TTU 43,"u""De'Andre Mann"",  run for 1 yd to the TexTc 42",0,3
2nd and 9 at TTU 42,"u""De'Andre Mann"",  run for 6 yds to the TexTc 36",,
3rd and 3 at TTU 36,Corey Avery run for 2 yds to the TexTc 34,,
4th and 1 at TTU 34,Corey Avery run for no gain to the TexTc 34,,
"KU DRIVE TOTALS: 4 plays, 9 yards, 1:54"
Texas Tech at 5:54,,KU,TTU
1st and 10 at TTU 34,Justin Stockton run for 9 yds to the TexTc 43,0,3
2nd and 1 at TTU 43,Davis Webb pass incomplete to Bradley Marquez,,
3rd and 1 at TTU 43,Kenny Williams run for 1 yd to the TexTc 44 for a 1ST down,,
