0664070420141101,,664,704
1st Quarter Play-by-Play
UTEP at 15:00,,USM,UTEP
,Corey Acosta kickoff for 65 yds for a touchback,0,0
1st and 10 at UTEP 25,Nathan Jeffery run for 11 yds to the UTEP 36 for a 1ST down,,
1st and 10 at UTEP 36,Aaron Jones run for 8 yds to the UTEP 44,,
2nd and 2 at UTEP 44,"Aaron Jones run for 3 yds to the UTEP 47 Aaron Jones fumbled, forced by Dasman McCullum, recovered by SoMis Cornell Armstrong",,
"UTEP DRIVE TOTALS: 3 plays, 22 yards, 1:21"
Southern Mississippi at 13:39,,USM,UTEP
1st and 10 at UTEP 47,"Cole Weeks pass complete to Casey Martin for a loss of 1 yard Casey Martin fumbled, recovered by SoMis",0,0
2nd and 11 at UTEP 48,George Payne run for 3 yds to the UTEP 45,,
3rd and 8 at UTEP 45,Cole Weeks pass incomplete to Casey Martin,,
4th and 8 at UTEP 45,"Tyler Sarrazin punt for 32 yds, punt out-of-bounds at the UTEP 13",,
"USM DRIVE TOTALS: 3 plays, 2 yards, 1:26"
UTEP at 12:13,,USM,UTEP
1st and 10 at UTEP 13,"Jameill Showers pass complete to Nathan Jeffery for 26 yds Nathan Jeffery fumbled, recovered by UTEP",0,0
1st and 10 at USM 39,"Jameill Showers pass complete to Aaron Jones for 27 yds to the SOUMISS 34 for a 1ST down SOUTHERN MISS Penalty, Roughing Passer (Adam Williams) to the SoMis 19 for a 1ST down",,
1st and 10 at USM 19,Aaron Jones run for 7 yds to the SoMis 12,,
2nd and 3 at USM 12,Jameill Showers pass incomplete to Ian Hamilton,,
3rd and 3 at USM 12,Jameill Showers run for 2 yds to the SoMis 10,,
4th and 1 at USM 10,Jameill Showers run for 1 yd to the SoMis 9 for a 1ST down,,
1st and Goal at USM 9,Nathan Jeffery run for 5 yds to the SoMis 4,,
2nd and Goal at USM 4,Jameill Showers run for 3 yds to the SoMis 1,,
3rd and Goal at USM 1,Katrae Ford 1 Yd pass from Jameill Showers (Jay Mattox Kick),0,7
"UTEP DRIVE TOTALS: 9 plays, 87 yards, 4:12"
Southern Mississippi at 8:01,,USM,UTEP
,"Jay Mattox kickoff for 65 yds , Michael Thomas return for 16 yds to the SoMis 16",0,7
1st and 10 at USM 16,Ito Smith run for 3 yds to the SoMis 19,,
2nd and 7 at USM 19,Cole Weeks pass incomplete to Casey Martin,,
3rd and 7 at USM 19,Cole Weeks pass complete to D.J. Thompson for 7 yds to the SoMis 26 for a 1ST down,,
1st and 10 at USM 26,Cole Weeks run for 1 yd to the SoMis 27,,
2nd and 9 at USM 27,Ito Smith run for 4 yds to the SoMis 31,,
3rd and 5 at USM 31,Cole Weeks pass incomplete to Jalen Richard,,
4th and 5 at USM 31,"Tyler Sarrazin punt for 36 yds, punt out-of-bounds at the UTEP 33",,
"USM DRIVE TOTALS: 6 plays, 15 yards, 2:46"
UTEP at 5:15,,USM,UTEP
1st and 10 at UTEP 33,Aaron Jones run for 4 yds to the UTEP 37,0,7
2nd and 6 at UTEP 37,Aaron Jones run for a loss of 4 yards to the UTEP 33,,
3rd and 10 at UTEP 33,Jameill Showers pass incomplete to Aaron Jones,,
4th and 10 at UTEP 33,"Jay Mattox punt for 36 yds , Casey Martin returns for 4 yds to the SoMis 37 SOUTHERN MISS Penalty, Illegal Block (10 Yards) to the SoMis 25",,
"UTEP DRIVE TOTALS: 3 plays, 0 yards, 1:38"
Southern Mississippi at 3:37,,USM,UTEP
1st and 10 at USM 25,Cole Weeks pass incomplete to Marquise Ricard,0,7
2nd and 10 at USM 25,Ito Smith run for 21 yds to the SoMis 46 for a 1ST down,,
1st and 10 at USM 46,Cole Weeks pass incomplete to Michael Thomas,,
,"Timeout SOUTHERN MISS, clock 03:02",,
2nd and 10 at USM 46,"Weeks, Cole pass complete to Smith, Ito for 15 yards to the UTEP39, PENALTY SOUMISS holding (Cox, James) 10 yards to the SOUMISS36, NO PLAY.",,
2nd and 20 at USM 36,"SOUTHERN MISS Penalty, Delay of Game (-5 Yards) to the SoMis 31",,
2nd and 25 at USM 31,Cole Weeks pass incomplete to Michael Thomas,,
3rd and 25 at USM 31,Cole Weeks pass complete to Casey Martin for 14 yds to the SoMis 45,,
4th and 11 at USM 45,Tyler Sarrazin punt for 55 yds for a touchback,,
"USM DRIVE TOTALS: 5 plays, 20 yards, 1:27"
UTEP at 2:10,,USM,UTEP
1st and 10 at UTEP 20,Aaron Jones run for 5 yds to the UTEP 25,0,7
2nd and 5 at UTEP 25,Jameill Showers pass complete to Jarrad Shaw for 6 yds to the UTEP 31 for a 1ST down,,
1st and 10 at UTEP 31,Jameill Showers pass incomplete to Cole Freytag,,
2nd and 10 at UTEP 31,Jameill Showers run for 11 yds to the UTEP 42 for a 1ST down,,
1st and 10 at UTEP 42,Aaron Jones run for 2 yds to the UTEP 44,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
UTEP at 15:00,,USM,UTEP
2nd and 8 at UTEP 44,Nathan Jeffery run for 2 yds to the UTEP 46,0,7
3rd and 6 at UTEP 46,Jameill Showers pass complete to Jaquan White for 11 yds to the SoMis 43 for a 1ST down,,
1st and 10 at USM 43,Jameill Showers sacked by Rakeem Nunez-Roches for a loss of 7 yards to the 50 yard line,,
2nd and 17 at 50,Jameill Showers pass complete to Aaron Jones for 4 yds to the SoMis 46,,
