0671047220141108,,671,472
1st Quarter Play-by-Play
New Mexico State at 15:00,,ULL,NMSU
,Hunter Stover kickoff for 65 yds for a touchback,0,0
1st and 10 at NMSU 25,Tyler Rogers pass incomplete,,
2nd and 10 at NMSU 25,Larry Rose III run for 1 yd to the NMxSt 26,,
3rd and 9 at NMSU 26,Larry Rose III run for 14 yds to the NMxSt 40 for a 1ST down,,
1st and 10 at NMSU 40,Tyler Rogers pass complete to Teldrick Morgan for 4 yds to the NMxSt 44,,
2nd and 6 at NMSU 44,Tyler Rogers pass complete to Larry Rose III for 5 yds to the NMxSt 49,,
3rd and 1 at NMSU 49,Larry Rose III run for 10 yds to the LaLaf 41 for a 1ST down,,
1st and 10 at ULL 41,Xavier Hall run for 5 yds to the LaLaf 36,,
2nd and 5 at ULL 36,Tyler Rogers pass complete to Xavier Hall for 2 yds to the LaLaf 34,,
3rd and 3 at ULL 34,Larry Rose III run for no gain to the LaLaf 34,,
4th and 3 at ULL 34,Tyler Rogers pass complete to Joseph Matthews for 5 yds to the LaLaf 29 for a 1ST down,,
1st and 10 at ULL 29,Xavier Hall run for 1 yd to the LaLaf 28,,
2nd and 9 at ULL 28,Tyler Rogers pass incomplete to Jerrel Brown,,
3rd and 9 at ULL 28,Tyler Rogers pass complete to Jerrel Brown for 24 yds to the LaLaf 4 for a 1ST down,,
1st and Goal at ULL 4,Tyler Rogers pass incomplete to Jerrel Brown,,
2nd and Goal at ULL 4,Xavier Hall run for a loss of 1 yard to the LaLaf 5,,
3rd and Goal at ULL 5,Tyler Rogers pass incomplete to Joshua Bowen,,
4th and Goal at ULL 5,Maxwell Johnson 22 yd FG GOOD,0,3
"NMSU DRIVE TOTALS: 17 plays, 70 yards, 5:26"
Louisiana Lafayette at 9:34,,ULL,NMSU
,Maxwell Johnson kickoff for 65 yds for a touchback,0,3
1st and 10 at ULL 25,Terrance Broadway pass incomplete to James Butler,,
2nd and 10 at ULL 25,Elijah McGuire run for 10 yds to the LaLaf 35 for a 1ST down,,
1st and 10 at ULL 35,Elijah McGuire run for 5 yds to the LaLaf 40,,
2nd and 5 at ULL 40,Terrance Broadway run for no gain to the LaLaf 40,,
3rd and 5 at ULL 40,Terrance Broadway pass complete to James Butler for 11 yds to the NMxSt 49 for a 1ST down,,
1st and 10 at NMSU 49,Effrem Reed run for 3 yds to the NMxSt 46,,
2nd and 7 at NMSU 46,"UL LAFAYETTE Penalty, False Start (-5 Yards) to the LaLaf 49",,
2nd and 12 at ULL 49,Terrance Broadway run for 4 yds to the NMxSt 47,,
3rd and 8 at NMSU 47,Terrance Broadway pass complete to Al Riles for 19 yds to the NMxSt 28 for a 1ST down,,
1st and 10 at NMSU 28,Elijah McGuire run for 5 yds to the NMxSt 23,,
2nd and 5 at NMSU 23,Elijah McGuire run for 6 yds to the NMxSt 17 for a 1ST down,,
1st and 10 at NMSU 17,Terrance Broadway run for 9 yds to the NMxSt 8,,
2nd and 1 at NMSU 8,Elijah McGuire run for no gain to the NMxSt 8,,
3rd and 1 at NMSU 8,Elijah McGuire run for 3 yds to the NMxSt 5 for a 1ST down,,
1st and Goal at NMSU 5,Elijah McGuire run for no gain to the NMxSt 5,,
2nd and Goal at NMSU 5,"Terrance Broadway pass complete to Jared Johnson for 5 yds for a TD, (Hunter Stover KICK)",7,3
"ULL DRIVE TOTALS: 15 plays, 75 yards, 7:08"
New Mexico State at 2:26,,ULL,NMSU
,Hunter Stover kickoff for 65 yds for a touchback,7,3
1st and 10 at NMSU 25,Xavier Hall run for 1 yd to the NMxSt 26,,
2nd and 9 at NMSU 26,Tyler Rogers pass incomplete to Joshua Bowen,,
3rd and 9 at NMSU 26,Tyler Rogers pass complete to Teldrick Morgan for 24 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,"Tyler Rogers run for a loss of 1 yard to the NMxSt 49 Tyler Rogers fumbled, recovered by LaLaf Rodrick Stephens",,
"NMSU DRIVE TOTALS: 4 plays, 24 yards, 0:58"
Louisiana Lafayette at 1:28,,ULL,NMSU
1st and 10 at NMSU 49,Terrance Broadway pass complete to James Butler for 7 yds to the NMxSt 42,7,3
2nd and 3 at NMSU 42,Elijah McGuire run for 3 yds to the NMxSt 39 for a 1ST down,,
1st and 10 at NMSU 39,Terrance Broadway pass incomplete to Matthew Barnes,,
2nd and 10 at NMSU 39,Terrance Broadway pass incomplete to Al Riles,,
3rd and 10 at NMSU 39,Terrance Broadway pass incomplete,,
4th and 10 at NMSU 39,Daniel Cadona punt for 39 yds for a touchback,,
"ULL DRIVE TOTALS: 5 plays, 10 yards, 1:24"
New Mexico State at 0:04,,ULL,NMSU
1st and 10 at NMSU 20,Tyler Rogers pass complete to Joseph Matthews for 15 yds to the NMxSt 35 for a 1ST down,7,3
,End of 1st Quarter,,
2nd Quarter Play-by-Play
New Mexico State at 15:00,,ULL,NMSU
1st and 10 at NMSU 35,Tyler Rogers pass complete to Teldrick Morgan for 24 yds to the LaLaf 41 for a 1ST down,7,3
1st and 10 at ULL 41,Xavier Hall run for 4 yds to the LaLaf 37,,
2nd and 6 at ULL 37,Tyler Rogers pass complete to Teldrick Morgan for 5 yds to the LaLaf 32,,
3rd and 1 at ULL 32,Xavier Hall run for no gain to the LaLaf 32,,
,"Timeout UL LAFAYETTE, clock 13:39",,
4th and 1 at ULL 32,Xavier Hall run for a loss of 3 yards to the LaLaf 35,,
"NMSU DRIVE TOTALS: 6 plays, 45 yards, 1:28"
Louisiana Lafayette at 13:36,,ULL,NMSU
1st and 10 at ULL 35,Elijah McGuire run for 4 yds to the LaLaf 39,7,3
2nd and 6 at ULL 39,Elijah McGuire run for 2 yds to the LaLaf 41,,
3rd and 4 at ULL 41,Terrance Broadway pass complete to Effrem Reed for 3 yds to the LaLaf 44,,
4th and 1 at ULL 44,"Daniel Cadona punt for 49 yds, fair catch by Gregory Hogan at the NMxSt 7",,
"ULL DRIVE TOTALS: 3 plays, 9 yards, 2:06"
New Mexico State at 11:30,,ULL,NMSU
1st and 10 at NMSU 7,Xavier Hall run for 4 yds to the NMxSt 11,7,3
2nd and 6 at NMSU 11,Xavier Hall run for 1 yd to the NMxSt 12,,
3rd and 5 at NMSU 12,Tyler Rogers pass incomplete,,
4th and 5 at NMSU 12,"Kelly Kingseed punt for 30 yds, fair catch by Elijah McGuire at the NMxSt 42",,
"NMSU DRIVE TOTALS: 3 plays, 5 yards, 1:18"
Louisiana Lafayette at 10:12,,ULL,NMSU
1st and 10 at NMSU 42,Terrance Broadway pass complete to James Butler for 31 yds to the NMxSt 11 for a 1ST down,7,3
1st and 10 at NMSU 11,Elijah McGuire run for 4 yds to the NMxSt 7,,
2nd and 6 at NMSU 7,"Elijah McGuire run for 7 yds for a TD, (Hunter Stover KICK)",14,3
"ULL DRIVE TOTALS: 3 plays, 42 yards, 1:03"
New Mexico State at 9:09,,ULL,NMSU
,Hunter Stover kickoff for 65 yds for a touchback,14,3
1st and 10 at NMSU 25,Xavier Hall run for 2 yds to the NMxSt 27,,
2nd and 8 at NMSU 27,Tyler Rogers pass complete to Joshua Bowen for 10 yds to the NMxSt 37 for a 1ST down,,
1st and 10 at NMSU 37,Tyler Rogers pass complete to Teldrick Morgan for 1 yd to the NMxSt 38,,
2nd and 9 at NMSU 38,Tyler Rogers run for 6 yds to the NMxSt 44,,
3rd and 3 at NMSU 44,Xavier Hall run for 2 yds to the NMxSt 46,,
4th and 1 at NMSU 46,"Kelly Kingseed punt for 44 yds, downed at the LaLaf 10",,
"NMSU DRIVE TOTALS: 5 plays, 21 yards, 2:25"
Louisiana Lafayette at 6:44,,ULL,NMSU
1st and 10 at ULL 10,Elijah McGuire run for 4 yds to the LaLaf 14,14,3
2nd and 6 at ULL 14,Elijah McGuire run for 1 yd to the LaLaf 15,,
3rd and 5 at ULL 15,Terrance Broadway pass incomplete,,
4th and 5 at ULL 15,"Daniel Cadona punt for 53 yds , Gregory Hogan returns for 1 yd to the NMxSt 33",,
"ULL DRIVE TOTALS: 3 plays, 5 yards, 1:26"
New Mexico State at 5:18,,ULL,NMSU
1st and 10 at NMSU 33,Xavier Hall run for 2 yds to the NMxSt 35,14,3
2nd and 7 at NMSU 35,Tyler Rogers pass complete to Joshua Bowen for 5 yds to the NMxSt 40,,
3rd and 2 at NMSU 40,Tyler Rogers run for 1 yd to the NMxSt 41,,
4th and 1 at NMSU 41,"Kelly Kingseed punt for 35 yds , Elijah McGuire returns for 5 yds to the LaLaf 29",,
"NMSU DRIVE TOTALS: 3 plays, 8 yards, 1:42"
Louisiana Lafayette at 3:36,,ULL,NMSU
1st and 10 at ULL 29,Terrance Broadway pass incomplete to James Butler,14,3
2nd and 10 at ULL 29,Terrance Broadway pass complete to James Butler for 9 yds to the LaLaf 38,,
3rd and 1 at ULL 38,Elijah McGuire run for 8 yds to the LaLaf 46 for a 1ST down,,
1st and 10 at ULL 46,Terrance Broadway pass incomplete to James Butler,,
2nd and 10 at ULL 46,Terrance Broadway run for 9 yds to the NMxSt 45,,
,"Timeout UL LAFAYETTE, clock 01:41",,
3rd and 1 at NMSU 45,Elijah McGuire run for 25 yds to the NMxSt 20 for a 1ST down,,
1st and 10 at NMSU 20,Elijah McGuire run for 3 yds to the NMxSt 17,,
2nd and 7 at NMSU 17,Terrance Broadway pass complete to C.J. Bates for 15 yds to the NMxSt 2 for a 1ST down,,
1st and Goal at NMSU 2,"Effrem Reed run for 2 yds for a TD, (Hunter Stover KICK)",21,3
"ULL DRIVE TOTALS: 9 plays, 71 yards, 2:52"
New Mexico State at 0:44,,ULL,NMSU
,Hunter Stover kickoff for 65 yds for a touchback,21,3
1st and 10 at NMSU 25,Xavier Hall run for 12 yds to the NMxSt 37 for a 1ST down,,
1st and 10 at NMSU 37,Xavier Hall run for 3 yds to the NMxSt 40,,
,"Timeout NEW MEXICO ST, clock 00:30",,
2nd and 7 at NMSU 40,Tyler Rogers pass incomplete to Xavier Hall,,
3rd and 7 at NMSU 40,Tyler Rogers pass incomplete,,
,"Timeout NEW MEXICO ST, clock 00:19",,
4th and 7 at NMSU 40,"Kelly Kingseed punt for 36 yds, downed at the LaLaf 24",,
"NMSU DRIVE TOTALS: 4 plays, 15 yards, 0:34"
Louisiana Lafayette at 0:10,,ULL,NMSU
1st and 10 at ULL 24,TEAM run for a loss of 1 yard to the LaLaf 23,21,3
,End of 2nd Quarter,,
"ULL DRIVE TOTALS: 1 play, -1 yard, 0:10"
3rd Quarter Play-by-Play
Louisiana Lafayette at 15:00,,ULL,NMSU
,Maxwell Johnson kickoff for 65 yds for a touchback,21,3
1st and 10 at ULL 25,Elijah McGuire run for 10 yds to the LaLaf 35 for a 1ST down,,
1st and 10 at ULL 35,"NEW MEXICO ST Penalty, Illegal Participation (5 Yards) to the LaLaf 40",,
1st and 5 at ULL 40,Terrance Broadway run for 3 yds to the LaLaf 43,,
2nd and 2 at ULL 43,Effrem Reed run for 10 yds to the NMxSt 47 for a 1ST down,,
1st and 10 at NMSU 47,Terrance Broadway pass complete to James Butler for 37 yds to the NMxSt 10 for a 1ST down,,
1st and Goal at NMSU 10,Elijah McGuire run for a loss of 2 yards to the NMxSt 12,,
2nd and Goal at NMSU 12,Terrance Broadway pass complete to Al Riles for 8 yds to the NMxSt 4,,
3rd and Goal at NMSU 4,"Terrance Broadway pass complete to Elijah McGuire for 4 yds for a TD, (Hunter Stover KICK)",28,3
"ULL DRIVE TOTALS: 7 plays, 75 yards, 3:37"
New Mexico State at 11:23,,ULL,NMSU
,"Hunter Stover kickoff for 65 yds , Teldrick Morgan return for 25 yds to the NMxSt 25",28,3
1st and 10 at NMSU 25,Xavier Hall run for no gain to the NMxSt 25,,
2nd and 10 at NMSU 25,Tyler Rogers pass complete to Teldrick Morgan for 17 yds to the NMxSt 42 for a 1ST down,,
1st and 10 at NMSU 42,Tyler Rogers pass complete to Joshua Bowen for 3 yds to the NMxSt 45,,
,"Timeout NEW MEXICO ST, clock 10:02",,
2nd and 7 at NMSU 45,Tyler Rogers run for 13 yds to the LaLaf 42 for a 1ST down,,
1st and 10 at ULL 42,Tyler Rogers pass incomplete,,
2nd and 10 at ULL 42,Teldrick Morgan 42 Yd pass from Tyler Rogers (Maxwell Johnson PAT blocked),28,9
 and Goal at ,Corey Trim Defensive PAT Conversion,30,9
"NMSU DRIVE TOTALS: 6 plays, 75 yards, 2:08"
Louisiana Lafayette at 9:15,,ULL,NMSU
,Maxwell Johnson kickoff for 65 yds for a touchback,30,9
1st and 10 at ULL 25,Elijah McGuire run for 6 yds to the LaLaf 31,,
2nd and 4 at ULL 31,Elijah McGuire run for 5 yds to the LaLaf 36 for a 1ST down,,
1st and 10 at ULL 36,Terrance Broadway sacked by Stephen Meredith for a loss of 6 yards to the LaLaf 30,,
2nd and 16 at ULL 30,Terrance Broadway pass incomplete,,
3rd and 16 at ULL 30,Terrance Broadway run for 2 yds to the LaLaf 32,,
4th and 14 at ULL 32,Daniel Cadona punt blocked by Adam Shapiro blocked by Adam Shapiro,,
"ULL DRIVE TOTALS: 5 plays, 7 yards, 2:33"
New Mexico State at 6:42,,ULL,NMSU
