0067074220141101,,67,742
1st Quarter Play-by-Play
Virginia Tech at 15:00,,BC,VT
,"Alex Howell kickoff for 65 yds , Demitri Knowles return for 10 yds to the VTech 45 VIRGINIA TECH Penalty, illegal block (5 Yards) to the VTech 5",0,0
,"Timeout VIRGINIA TECH, clock 14:55",,
1st and 10 at VT 5,Marshawn Williams run for 5 yds to the VTech 10,,
2nd and 5 at VT 10,Marshawn Williams run for 2 yds to the VTech 12,,
3rd and 3 at VT 12,Michael Brewer pass complete to Sam Rogers for 13 yds to the VTech 25 for a 1ST down,,
1st and 10 at VT 25,Michael Brewer pass complete to Isaiah Ford for 4 yds to the VTech 29,,
2nd and 6 at VT 29,Michael Brewer pass complete to Isaiah Ford for no gain to the VTech 29,,
3rd and 6 at VT 29,Michael Brewer pass complete to Joshua Stanford for 15 yds to the VTech 44 for a 1ST down,,
1st and 10 at VT 44,Michael Brewer pass complete to Willie Byrn for 44 yds to the BC 12 for a 1ST down,,
1st and 10 at BC 12,Michael Brewer pass complete to Isaiah Ford for 4 yds to the BC 8,,
2nd and 6 at BC 8,"Marshawn Williams run for 8 yds for a TD, (Joey Slye KICK)",0,7
"VT DRIVE TOTALS: 9 plays, 95 yards, 3:09"
Boston College at 11:45,,BC,VT
,"Mitchell Ludwig kickoff for 51 yds , Myles Willis return for 17 yds to the BC 31",0,7
1st and 10 at BC 31,Jon Hilliman run for 4 yds to the BC 35,,
2nd and 6 at BC 35,Tyler Murphy run for 20 yds to the VTech 45 for a 1ST down,,
1st and 10 at VT 45,Tyler Murphy run for no gain to the VTech 45,,
2nd and 10 at VT 45,Jon Hilliman run for 1 yd to the VTech 44,,
3rd and 9 at VT 44,"Tyler Murphy pass incomplete, broken up by Dadi Nicolas",,
4th and 9 at VT 44,"Alex Howell punt for 39 yds, downed at the VTech 5",,
"BC DRIVE TOTALS: 5 plays, 25 yards, 3:00"
Virginia Tech at 8:45,,BC,VT
1st and 10 at VT 5,Marshawn Williams run for 1 yd to the VTech 6,0,7
2nd and 9 at VT 6,Marshawn Williams run for 1 yd to the VTech 7,,
3rd and 8 at VT 7,Michael Brewer sacked by Malachi Moore for a loss of 5 yards to the VTech 2,,
4th and 13 at VT 2,"A.J. Hughes punt for 39 yds, punt out-of-bounds at the VTech 35 , Sherman Alston returns for 6 yds to the VTech 35",,
"VT DRIVE TOTALS: 3 plays, -3 yards, 1:47"
Boston College at 6:58,,BC,VT
1st and 10 at VT 35,"BOSTON COLLEGE Penalty, false start (Michael Giacone) to the VTech 40",0,7
1st and 15 at VT 40,"BOSTON COLLEGE Penalty, false start (Bobby Vardaro) to the VTech 45",,
1st and 20 at VT 45,Sherman Alston run for 2 yds to the VTech 43,,
2nd and 18 at VT 43,Tyler Murphy pass incomplete,,
3rd and 18 at VT 43,Tyler Murphy pass complete to Sherman Alston for 2 yds to the VTech 41,,
4th and 16 at VT 41,"Alex Howell punt for 40 yds, downed at the VTech 1",,
"BC DRIVE TOTALS: 3 plays, -6 yards, 1:25"
Virginia Tech at 5:33,,BC,VT
1st and 10 at VT 1,Marshawn Williams run for 1 yd to the VTech 2,0,7
2nd and 9 at VT 2,Marshawn Williams run for 1 yd to the VTech 3,,
3rd and 8 at VT 3,Marshawn Williams run for no gain to the VTech 3,,
4th and 8 at VT 3,"A.J. Hughes punt for 38 yds, fair catch by Sherman Alston at the VTech 41",,
"VT DRIVE TOTALS: 3 plays, 2 yards, 2:08"
Boston College at 3:25,,BC,VT
1st and 10 at VT 41,Tyler Murphy sacked by Nigel Williams for a loss of 7 yards to the VTech 48,0,7
2nd and 17 at VT 48,Tyler Murphy pass complete to Shakim Phillips for 24 yds to the VTech 24 for a 1ST down,,
1st and 10 at VT 24,"Tyler Murphy pass incomplete to Josh Bordner, QB hurry by Ken Ekanem, QB hurry by Dadi Nicolas, PENALTY BC holding (Andy Gallik) 10 yards to the VT34, NO PLAY.",,
1st and 20 at VT 34,Tyler Murphy run for 8 yds to the VTech 26,,
2nd and 12 at VT 26,Tyler Murphy pass complete to David Dudeck for 11 yds to the VTech 15,,
3rd and 1 at VT 15,Tyler Murphy run for 8 yds to the VTech 7 for a 1ST down,,
1st and Goal at VT 7,Jon Hilliman run for a loss of 1 yard to the VTech 8,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Boston College at 15:00,,BC,VT
2nd and Goal at VT 8,"Tyler Murphy pass complete to Charlie Callinan for 8 yds for a TD, (Joey Launceford KICK)",7,7
"BC DRIVE TOTALS: 7 plays, 41 yards, 3:29"
Virginia Tech at 14:45,,BC,VT
,"Alex Howell kickoff for 55 yds , J.C. Coleman return for 44 yds to the BC 46",7,7
1st and 10 at BC 46,Michael Brewer pass complete to Cam Phillips for 5 yds to the BC 41,,
2nd and 5 at BC 41,Sam Rogers run for 5 yds to the BC 36 for a 1ST down,,
1st and 10 at BC 36,Michael Brewer pass complete to Bucky Hodges for 24 yds to the BC 12 for a 1ST down,,
1st and 10 at BC 12,Michael Brewer pass complete to Bucky Hodges for 9 yds to the BC 3,,
2nd and 1 at BC 3,Sam Rogers run for a loss of 2 yards to the BC 5,,
,"Timeout VIRGINIA TECH, clock 13:21",,
3rd and 3 at BC 5,Michael Brewer sacked by Connor Wujciak for a loss of 5 yards to the BC 10,,
4th and 8 at BC 10,Joey Slye 27 yd FG GOOD,7,10
"VT DRIVE TOTALS: 7 plays, 36 yards, 2:00"
Boston College at 12:41,,BC,VT
,Joey Slye kickoff for 50 yds,7,10
1st and 10 at BC 15,Jon Hilliman run for a loss of 3 yards to the BC 12,,
2nd and 13 at BC 12,Tyler Murphy run for 1 yd to the BC 13,,
3rd and 12 at BC 13,Tyler Murphy run for 4 yds to the BC 17,,
4th and 8 at BC 17,"Alex Howell punt for 32 yds , Greg Stroman returns for 3 yds to the BC 46",,
"BC DRIVE TOTALS: 3 plays, 2 yards, 2:16"
Virginia Tech at 10:25,,BC,VT
1st and 10 at BC 46,Michael Brewer pass complete to Willie Byrn for 6 yds to the BC 40,7,10
