0503007120141205,,503,71
1st Quarter Play-by-Play
Bowling Green at 15:00,,NIU,BGSU
,"Tyler Wedel kickoff for 55 yds , Brian Sutton return for 9 yds to the BwGrn 19",0,0
1st and 10 at BGSU 19,James Knapke pass complete to Ronnie Moore for 21 yds to the BwGrn 40 for a 1ST down,,
1st and 10 at BGSU 40,Travis Greene run for 8 yds to the BwGrn 48,,
2nd and 2 at BGSU 48,James Knapke sacked by Michael Santacaterina for a loss of 9 yards to the BwGrn 39,,
3rd and 11 at BGSU 39,"Knapke, James pass complete to Lewis, Roger for 6 yards to the BOWLGREEN45, PENALTY NORTHERNIL substitution infraction 5 yards to the BOWLGREEN44, NO PLAY.",,
3rd and 6 at BGSU 44,James Knapke pass complete to Ryan Burbrink for 15 yds to the NoIll 41 for a 1ST down,,
1st and 10 at NIU 41,Travis Greene run for 2 yds to the NoIll 39,,
2nd and 8 at NIU 39,"Moore, Ronnie pass incomplete to Lewis, Roger, PENALTY NORTHERNIL roughing passer (Durante, Dechane) 15 yards to the NORTHERNIL24, NO PLAY, 1ST DOWN BOWLGREEN. for a 1ST down",,
1st and 10 at NIU 24,James Knapke pass intercepted Dechane Durante return for 34 yds to the NoIll 44,,
"BGSU DRIVE TOTALS: 6 plays, 57 yards, 3:04"
Northern Illinois at 11:56,,NIU,BGSU
1st and 10 at NIU 44,Joel Bouagnon run for 2 yds to the NoIll 46,0,0
2nd and 8 at NIU 46,Drew Hare pass complete to Aregeros Turner for 3 yds to the NoIll 49,,
3rd and 5 at NIU 49,"Drew Hare pass incomplete to Juwan Brescacin, broken up by Clint Stephens",,
4th and 5 at NIU 49,"Tyler Wedel punt for 37 yds, fair catch by Ryan Burbrink at the BwGrn 14",,
"NIU DRIVE TOTALS: 3 plays, 5 yards, 1:10"
Bowling Green at 10:46,,NIU,BGSU
1st and 10 at BGSU 14,Travis Greene run for 3 yds to the BwGrn 17,0,0
2nd and 7 at BGSU 17,James Knapke run for 1 yd to the BwGrn 18,,
3rd and 6 at BGSU 18,James Knapke sacked by Ben Compton for a loss of 7 yards to the BwGrn 11,,
4th and 13 at BGSU 11,"Joe Davidson punt for 54 yds , Chad Beebe returns for 5 yds to the NoIll 40",,
"BGSU DRIVE TOTALS: 3 plays, -3 yards, 1:59"
Northern Illinois at 8:47,,NIU,BGSU
1st and 10 at NIU 40,Cameron Stingily run for 8 yds to the NoIll 48,0,0
2nd and 2 at NIU 48,Cameron Stingily run for 4 yds to the BwGrn 48 for a 1ST down,,
1st and 10 at BGSU 48,Drew Hare pass complete to Juwan Brescacin for 11 yds to the BwGrn 37 for a 1ST down,,
1st and 10 at BGSU 37,"Drew Hare pass complete to u""Da'Ron Brown"",  for 2 yds to the BwGrn 35",,
2nd and 8 at BGSU 35,"Drew Hare pass complete to u""Da'Ron Brown"",  for 20 yds to the BwGrn 15 for a 1ST down",,
1st and 10 at BGSU 15,Drew Hare run for 8 yds to the BwGrn 7,,
2nd and 2 at BGSU 7,Drew Hare run for 2 yds to the BwGrn 5 for a 1ST down,,
1st and Goal at BGSU 5,Drew Hare 5 Yd Run (Christian Hagan Kick),7,0
"NIU DRIVE TOTALS: 8 plays, 60 yards, 2:50"
Bowling Green at 5:57,,NIU,BGSU
,"Tyler Wedel kickoff for 62 yds , Ronnie Moore return for 19 yds to the BwGrn 22",7,0
1st and 10 at BGSU 22,Fred Coppet run for 2 yds to the BwGrn 24,,
2nd and 8 at BGSU 24,Fred Coppet run for 2 yds to the BwGrn 26,,
3rd and 6 at BGSU 26,James Knapke pass incomplete to Ronnie Moore,,
4th and 6 at BGSU 26,"NORTHERNIL Penalty, Substitution Infraction (5 Yards) to the BwGrn 31",,
4th and 1 at BGSU 31,"Joe Davidson punt for 60 yds , Chad Beebe returns for 5 yds to the NoIll 14",,
"BGSU DRIVE TOTALS: 3 plays, 9 yards, 1:34"
Northern Illinois at 4:23,,NIU,BGSU
1st and 10 at NIU 14,Drew Hare run for no gain to the NoIll 14,7,0
2nd and 10 at NIU 14,Akeem Daniels run for 6 yds to the NoIll 20,,
3rd and 4 at NIU 20,"Drew Hare pass incomplete to Cameron Stingily, broken up by D.J. Lynch",,
4th and 4 at NIU 20,"Tyler Wedel punt for 66 yds, downed at the BwGrn 14",,
"NIU DRIVE TOTALS: 3 plays, 6 yards, 1:18"
Bowling Green at 3:05,,NIU,BGSU
1st and 10 at BGSU 14,James Knapke pass intercepted Paris Logan return for a loss of 2 yards to the BwGrn 25,7,0
"BGSU DRIVE TOTALS: 1 play, 0 yards, 0:06"
Northern Illinois at 2:59,,NIU,BGSU
1st and 10 at BGSU 25,Joel Bouagnon run for 4 yds to the BwGrn 21,7,0
2nd and 6 at BGSU 21,"Drew Hare pass complete to u""Da'Ron Brown"",  for 3 yds to the BwGrn 18",,
3rd and 3 at BGSU 18,"Drew Hare pass incomplete to u""Da'Ron Brown""",,
4th and 3 at BGSU 18,Christian Hagan 35 Yd Field Goal,10,0
"NIU DRIVE TOTALS: 4 plays, 7 yards, 1:01"
Bowling Green at 1:58,,NIU,BGSU
,"Tyler Wedel kickoff for 65 yds , Clint Stephens return for 22 yds to the BwGrn 22",10,0
1st and 10 at BGSU 22,Travis Greene run for 8 yds to the BwGrn 30,,
2nd and 2 at BGSU 30,Travis Greene run for 10 yds to the BwGrn 40 for a 1ST down,,
1st and 10 at BGSU 40,Travis Greene run for no gain to the BwGrn 40,,
2nd and 10 at BGSU 40,"James Knapke sacked by TEAM for a loss of 5 yards to the BwGrn 35 BOWLING GREEN Penalty, Intentional Grounding (James Knapke) to the BwGrn 35",,
3rd and 15 at BGSU 35,James Knapke pass complete to Ronnie Moore for 10 yds to the BwGrn 45,,
4th and 5 at BGSU 45,James Knapke pass incomplete to Ryan Burbrink,,
"BGSU DRIVE TOTALS: 6 plays, 23 yards, 1:53"
Northern Illinois at 0:05,,NIU,BGSU
1st and 10 at BGSU 45,Cameron Stingily run for no gain to the BwGrn 45,10,0
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Northern Illinois at 15:00,,NIU,BGSU
2nd and 10 at BGSU 45,"Drew Hare pass incomplete to u""Da'Ron Brown""",10,0
3rd and 10 at BGSU 45,Drew Hare pass complete to Akeem Daniels for 10 yds to the BwGrn 35 for a 1ST down,,
1st and 10 at BGSU 35,Drew Hare run for 3 yds to the BwGrn 32,,
2nd and 7 at BGSU 32,"u""NORTHERNIL Penalty, False Start (Da'Ron Brown) to the BwGrn 37""",,
2nd and 12 at BGSU 37,"Drew Hare pass incomplete to u""Da'Ron Brown""",,
3rd and 12 at BGSU 37,Drew Hare pass complete to Juwan Brescacin for 13 yds to the BwGrn 24 for a 1ST down,,
1st and 10 at BGSU 24,"Drew Hare pass incomplete to u""Da'Ron Brown""",,
2nd and 10 at BGSU 24,Joel Bouagnon run for 4 yds to the BwGrn 20,,
3rd and 6 at BGSU 20,Drew Hare pass complete to Ezra Saffold for 7 yds to the BwGrn 13 for a 1ST down,,
1st and 10 at BGSU 13,Drew Hare sacked by Gus Schwieterman for a loss of 1 yard to the BwGrn 14,,
,"Timeout NORTHERNIL, clock 11:26",,
2nd and 11 at BGSU 14,Drew Hare pass incomplete to Ezra Saffold,,
3rd and 11 at BGSU 14,"Drew Hare pass incomplete to u""Da'Ron Brown""",,
4th and 11 at BGSU 14,Christian Hagan 32 Yd Field Goal,13,0
"NIU DRIVE TOTALS: 13 plays, 31 yards, 3:55"
Bowling Green at 11:10,,NIU,BGSU
,"Tyler Wedel kickoff for 60 yds , Herve Coby return for 20 yds to the BwGrn 25",13,0
1st and 10 at BGSU 25,Fred Coppet run for 9 yds to the BwGrn 34,,
2nd and 1 at BGSU 34,Fred Coppet run for 8 yds to the BwGrn 42 for a 1ST down,,
1st and 10 at BGSU 42,James Knapke pass complete to Gehrig Dieter for 14 yds to the NoIll 44 for a 1ST down,,
1st and 10 at NIU 44,Fred Coppet run for 2 yds to the NoIll 42,,
2nd and 8 at NIU 42,James Knapke pass incomplete to Ryan Burbrink,,
3rd and 8 at NIU 42,Gehrig Dieter 42 Yd pass from James Knapke (Tyler Tate Kick),13,7
"BGSU DRIVE TOTALS: 6 plays, 75 yards, 1:37"
Northern Illinois at 9:33,,NIU,BGSU
,"Anthony Farinella kickoff for 65 yds , Aregeros Turner return for 33 yds to the BOWLGREEN 33 NORTHERNIL Penalty, Offensive Holding (Christian Blake) to the NoIll 23",13,7
1st and 10 at NIU 23,Joel Bouagnon run for 3 yds to the NoIll 26,,
2nd and 6 at NIU 26,Drew Hare pass complete to Ezra Saffold for 2 yds to the NoIll 28,,
,"Timeout BOWLING GREEN, clock 08:34",,
3rd and 4 at NIU 28,"Drew Hare pass incomplete, broken up by Bryan Thomas",,
4th and 4 at NIU 28,"Tyler Wedel punt for 45 yds , Ryan Burbrink returns for 10 yds to the BwGrn 37",,
"NIU DRIVE TOTALS: 3 plays, 5 yards, 1:16"
Bowling Green at 8:17,,NIU,BGSU
1st and 10 at BGSU 37,James Knapke pass incomplete to Roger Lewis,13,7
2nd and 10 at BGSU 37,Travis Greene run for no gain to the BwGrn 37,,
,"Timeout BOWLING GREEN, clock 07:31",,
3rd and 10 at BGSU 37,James Knapke pass incomplete to Travis Greene,,
4th and 10 at BGSU 37,"Joe Davidson punt for 46 yds, downed at the NoIll 17",,
"BGSU DRIVE TOTALS: 3 plays, 0 yards, 1:02"
Northern Illinois at 7:15,,NIU,BGSU
1st and 10 at NIU 17,Drew Hare pass complete to Aregeros Turner for 5 yds to the NoIll 22,13,7
2nd and 5 at NIU 22,Drew Hare pass complete to Aregeros Turner for 4 yds to the NoIll 26,,
3rd and 1 at NIU 26,Cameron Stingily run for 5 yds to the NoIll 31 for a 1ST down,,
1st and 10 at NIU 31,Drew Hare pass complete to Ezra Saffold for 1 yd to the NoIll 32,,
2nd and 9 at NIU 32,Drew Hare sacked by Gabe Martin for a loss of 4 yards to the NoIll 28,,
3rd and 13 at NIU 28,Drew Hare run for 15 yds to the NoIll 43 for a 1ST down,,
1st and 10 at NIU 43,Cameron Stingily run for 3 yds to the NoIll 46,,
2nd and 7 at NIU 46,Drew Hare pass complete to Aregeros Turner for 3 yds to the NoIll 49,,
3rd and 4 at NIU 49,Akeem Daniels run for 2 yds to the BwGrn 49,,
