0674051320141004,,674,513
,"STANFORD wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Stanford at 15:00,,STAN,ND
,Kyle Brindza kickoff for 65 yds for a touchback,0,0
1st and 10 at STAN 25,Remound Wright run for 2 yds to the Stanf 27,,
2nd and 8 at STAN 27,Kevin Hogan pass complete to Ty Montgomery for 1 yd to the Stanf 28,,
3rd and 7 at STAN 28,Kevin Hogan pass incomplete to Michael Rector,,
4th and 7 at STAN 28,"Ben Rhyne punt for 39 yds , Cody Riggs returns for 1 yd to the NDame 39 Cody Riggs fumbled, forced by James Vaughters, recovered by NDame Cody Riggs  STANFORD Penalty, Illegal Formation (-5 Yards) to the NDame 39",,
"STAN DRIVE TOTALS: 3 plays, 3 yards, 1:43"
Notre Dame at 13:17,,STAN,ND
1st and 10 at ND 39,Everett Golson pass incomplete to William Fuller,0,0
2nd and 10 at ND 39,Cam McDaniel run for 3 yds to the NDame 42,,
3rd and 7 at ND 42,Everett Golson pass complete to Chris Brown for 17 yds to the Stanf 41 for a 1ST down,,
1st and 10 at STAN 41,Everett Golson pass incomplete to Ben Koyack,,
2nd and 10 at STAN 41,Cam McDaniel run for 3 yds to the Stanf 38,,
3rd and 7 at STAN 38,Everett Golson pass incomplete to William Fuller,,
,"Timeout NOTRE DAME, clock 11:23",,
4th and 7 at STAN 38,Everett Golson pass incomplete to William Fuller,,
"ND DRIVE TOTALS: 7 plays, 23 yards, 1:57"
Stanford at 11:20,,STAN,ND
1st and 10 at STAN 38,Kelsey Young run for 3 yds to the Stanf 41,0,0
2nd and 7 at STAN 41,Kevin Hogan pass incomplete to Michael Rector,,
3rd and 7 at STAN 41,"STANFORD Penalty, False Start (Austin Hooper) to the Stanf 36",,
3rd and 12 at STAN 36,"STANFORD Penalty, False Start (Andrus Peat) to the Stanf 31",,
3rd and 17 at STAN 31,Remound Wright run for 4 yds to the Stanf 35,,
4th and 13 at STAN 35,"Ben Rhyne punt for 35 yds, fair catch by Cody Riggs at the NDame 30",,
"STAN DRIVE TOTALS: 3 plays, -3 yards, 1:22"
Notre Dame at 9:58,,STAN,ND
1st and 10 at ND 30,Everett Golson pass complete to C.J. Prosise for 18 yds to the NDame 48 for a 1ST down,0,0
1st and 10 at ND 48,Cam McDaniel run for no gain to the NDame 48,,
2nd and 10 at ND 48,Everett Golson pass complete to Chris Brown for 6 yds to the Stanf 46,,
3rd and 4 at STAN 46,Everett Golson sacked by Kevin Anderson for a loss of 5 yards to the NDame 49,,
4th and 9 at ND 49,Kyle Brindza punt for 51 yds for a touchback,,
"ND DRIVE TOTALS: 4 plays, 19 yards, 2:18"
Stanford at 7:40,,STAN,ND
