0741072620141011,,741,726
,"Navy wins toss, defers; VMI to receive and will defend South",,
1st Quarter Play-by-Play
VMI at 15:00,,VMI,NAVY
,Austin Grebe kickoff for 65 yds for a touchback,0,0
1st and 10 at VMI 25,Derrick Ziglar run for 4 yds to the VMI 29,,
2nd and 6 at VMI 29,Derrick Ziglar run for 5 yds to the VMI 34,,
3rd and 1 at VMI 34,Derrick Ziglar run for no gain to the VMI 34,,
4th and 1 at VMI 34,"Hayden Alford punt for 38 yds, fair catch by DeBrandon Sanders at the Navy 28",,
"VMI DRIVE TOTALS: 3 plays, 9 yards, 2:13"
Navy at 12:47,,VMI,NAVY
1st and 10 at NAVY 28,Noah Copeland run for 7 yds to the Navy 35,0,0
2nd and 3 at NAVY 35,Noah Copeland run for 1 yd to the Navy 36,,
3rd and 2 at NAVY 36,"Noah Copeland run for 64 yds for a TD, (Austin Grebe KICK)",0,7
"NAVY DRIVE TOTALS: 3 plays, 72 yards, 1:03"
VMI at 11:44,,VMI,NAVY
,Austin Grebe kickoff for 65 yds for a touchback,0,7
1st and 10 at VMI 25,Al Cobb pass complete to Doug Burton for 3 yds to the VMI 28,,
2nd and 7 at VMI 28,Al Cobb pass complete to Taylor Stout for 19 yds to the VMI 47 for a 1ST down,,
1st and 10 at VMI 47,Al Cobb pass incomplete to Doug Burton,,
2nd and 10 at VMI 47,Jabari Turner run for 7 yds to the Navy 46,,
3rd and 3 at NAVY 46,Al Cobb pass incomplete to Jabari Turner,,
4th and 3 at NAVY 46,"Hayden Alford punt for 29 yds, punt out-of-bounds at the Navy 17",,
"VMI DRIVE TOTALS: 5 plays, 29 yards, 2:18"
Navy at 9:26,,VMI,NAVY
1st and 10 at NAVY 17,Chris Swain run for 2 yds to the Navy 19,0,7
2nd and 8 at NAVY 19,Tago Smith run for a loss of 6 yards to the Navy 13,,
3rd and 14 at NAVY 13,Tago Smith run for 5 yds to the Navy 18,,
4th and 9 at NAVY 18,Pablo Beltran punt for 46 yds,,
"NAVY DRIVE TOTALS: 3 plays, 1 yard, 1:45"
VMI at 7:41,,VMI,NAVY
1st and 10 at VMI 36,Deon Watts run for 3 yds to the VMI 39,0,7
2nd and 7 at VMI 39,Deon Watts run for 4 yds to the VMI 43,,
3rd and 3 at VMI 43,Al Cobb pass complete to Dane Forlines for 1 yd to the VMI 44,,
,"Timeout NAVY, clock 05:57",,
4th and 2 at VMI 44,"Hayden Alford punt for 31 yds, fair catch by DeBrandon Sanders at the Navy 25",,
"VMI DRIVE TOTALS: 3 plays, 8 yards, 1:52"
Navy at 5:49,,VMI,NAVY
1st and 10 at NAVY 25,"Whiteside, G rush for 5 yards to the NAVY30 (Greg Sanders), PENALTY NAVY illegal motion (Colon, Brandon) 5 yards to the NAVY20, NO PLAY.",0,7
1st and 15 at NAVY 20,Noah Copeland run for 1 yd to the Navy 21,,
2nd and 14 at NAVY 21,Noah Copeland run for 21 yds to the Navy 42 for a 1ST down,,
1st and 10 at NAVY 42,Chris Swain run for 12 yds to the VMI 46 for a 1ST down,,
1st and 10 at VMI 46,DeBrandon Sanders run for 10 yds to the VMI 36 for a 1ST down,,
1st and 10 at VMI 36,Geoffrey Whiteside run for 5 yds to the VMI 31,,
2nd and 5 at VMI 31,Quinton Singleton run for 2 yds to the VMI 29,,
3rd and 3 at VMI 29,DeBrandon Sanders run for 6 yds to the VMI 23 for a 1ST down,,
1st and 10 at VMI 23,Noah Copeland run for 4 yds to the VMI 19,,
2nd and 6 at VMI 19,Tago Smith run for 8 yds to the VMI 11 for a 1ST down,,
1st and 10 at VMI 11,Chris Swain run for 6 yds to the VMI 5,,
2nd and 4 at VMI 5,Chris Swain run for 1 yd to the VMI 4,,
3rd and 3 at VMI 4,"Geoffrey Whiteside run for 4 yds for a TD, (Austin Grebe KICK)",0,14
"NAVY DRIVE TOTALS: 12 plays, 75 yards, 5:41"
VMI at 0:08,,VMI,NAVY
,"Austin Grebe kickoff for 62 yds , Greg Sanders return for 27 yds to the VMI 30",0,14
,End of 1st Quarter,,
2nd Quarter Play-by-Play
VMI at 15:00,,VMI,NAVY
1st and 10 at VMI 30,Al Cobb run for 1 yd to the VMI 31,0,14
2nd and 9 at VMI 31,Al Cobb pass complete to Chad Jacob for 14 yds to the VMI 45 for a 1ST down,,
1st and 10 at VMI 45,Derrick Ziglar run for no gain to the VMI 45,,
2nd and 10 at VMI 45,Derrick Ziglar run for 13 yds to the Navy 42 for a 1ST down,,
1st and 10 at NAVY 42,Derrick Ziglar run for 2 yds to the Navy 40,,
2nd and 8 at NAVY 40,"Al Cobb pass incomplete to Samuel Patterson, broken up by Quincy Adams",,
,"Timeout VMI, clock 11:32",,
3rd and 8 at NAVY 40,Al Cobb pass incomplete to Derrick Ziglar,,
4th and 8 at NAVY 40,"Hayden Alford punt for 32 yds, downed at the Navy 8",,
"VMI DRIVE TOTALS: 7 plays, 30 yards, 3:50"
Navy at 11:18,,VMI,NAVY
1st and 10 at NAVY 8,Chris Swain run for 8 yds to the Navy 16,0,14
2nd and 2 at NAVY 16,Tago Smith run for 5 yds to the Navy 21 for a 1ST down,,
1st and 10 at NAVY 21,"Tago Smith run for a loss of 2 yards Tago Smith fumbled, forced by Joe Nelson, recovered by VMI Damian Jones for a TD, (Dillon Christopher KICK)",7,14
"NAVY DRIVE TOTALS: 3 plays, -8 yards, 1:15"
Navy at 10:03,,VMI,NAVY
,Dillon Christopher kickoff for 65 yds for a touchback,7,14
1st and 10 at NAVY 25,DeBrandon Sanders run for 5 yds to the Navy 30,,
2nd and 5 at NAVY 30,"Tago Smith run for 16 yds to the Navy 46 for a 1ST down NAVY Penalty, Offensive holding (Jamir Tillman) to the Navy 36 for a 1ST down",,
1st and 10 at NAVY 36,Geoffrey Whiteside run for a loss of 1 yard to the Navy 35,,
2nd and 11 at NAVY 35,Tago Smith pass incomplete to N/A,,
3rd and 11 at NAVY 35,Chris Swain run for 6 yds to the Navy 41,,
4th and 5 at NAVY 41,"Pablo Beltran punt for 48 yds , Dane Forlines returns for no gain to the VMI 11",,
