0295025320141011,,295,253
1st Quarter Play-by-Play
Idaho at 15:00,,IDA,GSU
,Younghoe Koo kickoff for 65 yds for a touchback,0,0
1st and 10 at IDHO 25,Matt Linehan pass incomplete to N/A,,
2nd and 10 at IDHO 25,Elijhaa Penny run for 8 yds to the Idaho 33,,
3rd and 2 at IDHO 33,Matt Linehan pass complete to Richard Montgomery for 13 yds to the Idaho 46 for a 1ST down,,
1st and 10 at IDHO 46,Elijhaa Penny run for 5 yds to the GeoSo 49,,
2nd and 5 at GASO 49,Elijhaa Penny run for 4 yds to the GeoSo 45,,
3rd and 1 at GASO 45,Elijhaa Penny run for 2 yds to the GeoSo 43 for a 1ST down,,
1st and 10 at GASO 43,"Matt Linehan pass incomplete to N/A, broken up by Antwione Williams",,
2nd and 10 at GASO 43,Elijhaa Penny run for a loss of 1 yard to the GeoSo 44,,
3rd and 11 at GASO 44,Matt Linehan pass complete to Joshua McCain for 18 yds to the GeoSo 26 for a 1ST down,,
1st and 10 at GASO 26,Aaron Duckworth run for 5 yds to the GeoSo 21,,
2nd and 5 at GASO 21,Aaron Duckworth run for 3 yds to the GeoSo 18,,
3rd and 2 at GASO 18,Elijhaa Penny run for no gain to the GeoSo 18,,
4th and 2 at GASO 18,Austin Rehkow 35 yd FG GOOD,3,0
"IDHO DRIVE TOTALS: 13 plays, 57 yards, 5:00"
Georgia Southern at 9:56,,IDA,GSU
,"Austin Rehkow kickoff for 65 yds , Montay Crockett return for 14 yds to the GeoSo 14",3,0
1st and 10 at GASO 14,Matt Breida run for 3 yds to the GeoSo 17,,
2nd and 7 at GASO 17,Kevin Ellison run for 6 yds to the GeoSo 23,,
3rd and 1 at GASO 23,Matt Breida run for 52 yds to the Idaho 25 for a 1ST down,,
1st and 10 at IDHO 25,Kevin Ellison pass complete to Kentrellis Showers for 3 yds to the Idaho 22,,
2nd and 7 at IDHO 22,Kevin Ellison pass incomplete to Kentrellis Showers,,
3rd and 7 at IDHO 22,Kevin Ellison pass complete to Alfred Ramsby for 10 yds to the Idaho 12 for a 1ST down,,
1st and 10 at IDHO 12,Alfred Ramsby run for 6 yds to the Idaho 6,,
2nd and 4 at IDHO 6,"Kevin Ellison run for 6 yds for a TD, (Alex Hanks KICK)",3,7
"GASO DRIVE TOTALS: 8 plays, 86 yards, 3:28"
Idaho at 6:22,,IDA,GSU
,"Younghoe Koo kickoff for 61 yds , Richard Montgomery return for 24 yds to the Idaho 28",3,7
1st and 10 at IDHO 28,Matt Linehan pass complete to Jacob Sannon for 44 yds to the GeoSo 28 for a 1ST down,,
1st and 10 at GASO 28,Matt Linehan pass complete to Jacob Sannon for 5 yds to the GeoSo 23,,
2nd and 5 at GASO 23,Aaron Duckworth run for no gain to the GeoSo 23,,
3rd and 5 at GASO 23,Richard Montgomery run for a loss of 1 yard to the GeoSo 24,,
4th and 6 at GASO 24,Matt Linehan pass incomplete to N/A,,
"IDHO DRIVE TOTALS: 5 plays, 48 yards, 2:07"
Georgia Southern at 4:15,,IDA,GSU
1st and 10 at GASO 24,"Ellison, Kevin deep left pass incomplete to Walker, Zach, PENALTY IDAHO pass interference (Joe Smith) 15 yards to the GS39, 1ST DOWN GS, NO PLAY. for a 1ST down",3,7
1st and 10 at GASO 39,Matt Breida run for 12 yds to the Idaho 49 for a 1ST down,,
1st and 10 at IDHO 49,Kevin Ellison pass complete to Zach Walker for 19 yds to the Idaho 30 for a 1ST down,,
1st and 10 at IDHO 30,Alfred Ramsby run for 8 yds to the Idaho 22,,
2nd and 2 at IDHO 22,"Kevin Ellison pass complete to BJ Johnson for 22 yds for a TD, (Alex Hanks MISSED)",3,13
"GASO DRIVE TOTALS: 4 plays, 76 yards, 1:18"
Idaho at 2:57,,IDA,GSU
,Younghoe Koo kickoff for 65 yds for a touchback,3,13
1st and 10 at IDHO 25,Elijhaa Penny run for 9 yds to the Idaho 34,,
2nd and 1 at IDHO 34,Elijhaa Penny run for 5 yds to the Idaho 39 for a 1ST down,,
1st and 10 at IDHO 39,Matt Linehan pass complete to Jacob Sannon for 22 yds to the GeoSo 39 for a 1ST down,,
1st and 10 at GASO 39,Jerrel Brown run for 5 yds to the GeoSo 34,,
2nd and 5 at GASO 34,Jerrel Brown run for 2 yds to the GeoSo 32,,
3rd and 3 at GASO 32,Matt Linehan run for 6 yds to the GeoSo 26 for a 1ST down,,
1st and 10 at GASO 26,Matt Linehan pass complete to Joshua McCain for 3 yds to the GeoSo 23,,
2nd and 7 at GASO 23,Jerrel Brown run for 4 yds to the GeoSo 19,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Idaho at 15:00,,IDA,GSU
3rd and 3 at GASO 19,Matt Linehan pass complete to Deon Watson for 4 yds to the GeoSo 15 for a 1ST down,3,13
1st and 10 at GASO 15,Richard Montgomery run for 5 yds to the GeoSo 10,,
2nd and 5 at GASO 10,"Elijhaa Penny run for 10 yds for a TD, (Austin Rehkow KICK)",10,13
"IDHO DRIVE TOTALS: 11 plays, 75 yards, 3:32"
Georgia Southern at 14:17,,IDA,GSU
