0709014020140912,,709,140
,"CINCINNATI wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Cincinnati at 15:00,,TOL,UC
,"Jeremiah Detmer kickoff for 65 yds , Johnny Holton return for 31 yds to the Cincy 31",0,0
1st and 10 at CIN 31,Gunner Kiel pass complete to Mekale McKay for 52 yds to the Toled 17 for a 1ST down,,
1st and 10 at TOL 17,Gunner Kiel pass incomplete to Mekale McKay,,
2nd and 10 at TOL 17,"Gunner Kiel pass complete to Mekale McKay for 17 yds for a TD, (Andrew Gantz KICK)",0,7
"CIN DRIVE TOTALS: 3 plays, 69 yards, 0:46"
Toledo at 14:14,,TOL,UC
,"Tony Miliano kickoff for 61 yds , Kishon Wilcher return for 35 yds to the Toled 39",0,7
1st and 10 at TOL 39,"TOLEDO Penalty, Illegal Procedure (-5 Yards) to the Toled 34",,
1st and 15 at TOL 34,Kareem Hunt run for 5 yds to the Toled 39,,
2nd and 10 at TOL 39,Kareem Hunt run for 4 yds to the Toled 43,,
3rd and 6 at TOL 43,Logan Woodside pass complete to Kishon Wilcher for 16 yds to the Cincy 41 for a 1ST down,,
1st and 10 at CIN 41,Logan Woodside run for 2 yds to the Cincy 39,,
2nd and 8 at CIN 39,Logan Woodside pass incomplete to Corey Jones,,
3rd and 8 at CIN 39,Logan Woodside pass incomplete to Alonzo Russell,,
4th and 8 at CIN 39,"Nick Ellis punt for 25 yds, punt out-of-bounds at the Cincy 14 TOLEDO Penalty, Illegal Formation (-5 Yards) to the Cincy 19",,
"TOL DRIVE TOTALS: 6 plays, 22 yards, 2:31"
Cincinnati at 11:43,,TOL,UC
1st and 10 at CIN 19,Hosey Williams run for 9 yds to the Cincy 28,0,7
2nd and 1 at CIN 28,Hosey Williams run for 3 yds to the Cincy 31 for a 1ST down,,
1st and 10 at CIN 31,Gunner Kiel pass complete to Mekale McKay for 6 yds to the Cincy 37,,
2nd and 4 at CIN 37,Gunner Kiel pass complete to Shaq Washington for 21 yds to the Toled 42 for a 1ST down,,
1st and 10 at TOL 42,Hosey Williams run for 15 yds to the Toled 27 for a 1ST down,,
1st and 10 at TOL 27,Hosey Williams run for 1 yd to the Toled 26,,
2nd and 9 at TOL 26,Gunner Kiel pass complete to Ralph Abernathy for 4 yds to the Toled 22,,
3rd and 5 at TOL 22,"Gunner Kiel pass complete to Max Morrison for 22 yds for a TD, (Andrew Gantz MISSED)",0,13
"CIN DRIVE TOTALS: 8 plays, 81 yards, 2:58"
Toledo at 8:45,,TOL,UC
,"Tony Miliano kickoff for 63 yds , Terry Swanson return for 18 yds to the Toled 20",0,13
1st and 10 at TOL 20,Kareem Hunt run for 12 yds to the Toled 32 for a 1ST down,,
1st and 10 at TOL 32,Logan Woodside pass complete to Corey Jones for 1 yd to the Toled 33,,
2nd and 9 at TOL 33,Logan Woodside pass complete to Alonzo Russell for 7 yds to the Toled 40,,
3rd and 2 at TOL 40,Logan Woodside pass complete to Justin Olack for 7 yds to the Toled 47 for a 1ST down,,
1st and 10 at TOL 47,Logan Woodside pass incomplete to Justin Olack,,
2nd and 10 at TOL 47,Marc Remy run for 17 yds to the Cincy 36 for a 1ST down,,
1st and 10 at CIN 36,Marc Remy run for 22 yds to the Cincy 14 for a 1ST down,,
1st and 10 at CIN 14,Marc Remy run for 1 yd to the Cincy 13,,
2nd and 9 at CIN 13,Logan Woodside pass incomplete to Alonzo Russell,,
3rd and 9 at CIN 13,Logan Woodside run for 2 yds to the Cincy 11,,
4th and 7 at CIN 11,Jeremiah Detmer 28 yd FG MISSED,,
"TOL DRIVE TOTALS: 11 plays, 69 yards, 5:01"
Cincinnati at 3:44,,TOL,UC
1st and 10 at CIN 20,Tion Green run for a loss of 1 yard to the Cincy 19,0,13
2nd and 11 at CIN 19,Gunner Kiel pass complete to DJ Dowdy for 13 yds to the Cincy 32 for a 1ST down,,
1st and 10 at CIN 32,Gunner Kiel pass incomplete to Mekale McKay,,
2nd and 10 at CIN 32,Tion Green run for 3 yds to the Cincy 35,,
3rd and 7 at CIN 35,Gunner Kiel pass complete to Alex Chisum for 14 yds to the Cincy 49 for a 1ST down,,
1st and 10 at CIN 49,Tion Green run for 1 yd to the 50 yard line,,
2nd and 9 at 50,Gunner Kiel pass complete to Mekale McKay for 46 yds to the Toled 4 for a 1ST down,,
1st and Goal at TOL 4,"Tion Green run for 4 yds for a TD, (Andrew Gantz KICK)",0,20
"CIN DRIVE TOTALS: 8 plays, 80 yards, 3:07"
Cincinnati at 0:37,,TOL,UC
,"Tony Miliano kickoff for 60 yds , Kishon Wilcher return for 14 yds to the Toled 14 Kishon Wilcher fumbled, forced by Grant Coleman, recovered by Cincy Eric Wilson  , return for 5 yds to the Toled 14",0,20
1st and 10 at TOL 14,Gunner Kiel run for 6 yds to the Toled 8,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Cincinnati at 15:00,,TOL,UC
