0204000520141004,,204,5
,"EMU wins toss, defers, Akron will defend south end zone.",,
1st Quarter Play-by-Play
Akron at 15:00,,EMU,AKR
,Brendan Renius kickoff for 65 yds for a touchback,0,0
1st and 10 at AKR 25,Kyle Pohl pass complete to Fransohn Bickley for 15 yds to the Akron 40 for a 1ST down,,
1st and 10 at AKR 40,Kyle Pohl pass incomplete to N/A,,
2nd and 10 at AKR 40,Conor Hundley run for 1 yd to the Akron 41,,
3rd and 9 at AKR 41,Kyle Pohl pass complete to L.T. Smith for 10 yds to the EMich 49 for a 1ST down,,
1st and 10 at EMU 49,Kyle Pohl pass complete to L.T. Smith for 7 yds to the EMich 42,,
2nd and 3 at EMU 42,Kyle Pohl pass incomplete to N/A,,
3rd and 3 at EMU 42,Kyle Pohl pass incomplete to N/A,,
4th and 3 at EMU 42,"Zach Paul punt for 20 yds, punt out-of-bounds at the EMich 22",,
"AKR DRIVE TOTALS: 7 plays, 33 yards, 2:06"
Eastern Michigan at 12:54,,EMU,AKR
1st and 10 at EMU 22,Bronson Hill run for 9 yds to the EMich 31,0,0
2nd and 1 at EMU 31,Rob Bolden pass incomplete to N/A,,
3rd and 1 at EMU 31,Bronson Hill run for 2 yds to the EMich 33 for a 1ST down,,
1st and 10 at EMU 33,Bronson Hill run for 4 yds to the EMich 37,,
2nd and 6 at EMU 37,Rob Bolden run for 11 yds to the EMich 48 for a 1ST down,,
1st and 10 at EMU 48,Bronson Hill run for 2 yds to the 50 yard line,,
2nd and 8 at 50,Bronson Hill run for no gain to the 50 yard line,,
3rd and 8 at 50,"Rob Bolden run for 6 yds to the AKRON 44 for a 1ST down AKRON Penalty, personal foul (15 Yards) to the Akron 29 for a 1ST down",,
1st and 10 at AKR 29,Tyler Allen run for 6 yds to the Akron 23,,
2nd and 4 at AKR 23,Bronson Hill run for 5 yds to the Akron 18 for a 1ST down,,
1st and 10 at AKR 18,"Rob Bolden pass complete to Tyler Allen for 18 yds for a TD, (David Gibson failed)",6,0
