0128065120141128,,128,651
1st Quarter Play-by-Play
South Florida at 15:00,,UCF,USF
,"Sean Galvin kickoff for 65 yds , Chris Dunkley return for 28 yds to the SFla 28",0,0
1st and 10 at USF 28,Mike White pass incomplete to Marlon Mack,,
2nd and 10 at USF 28,Marlon Mack run for no gain to the SFla 28,,
3rd and 10 at USF 28,Mike White pass complete to Andre Davis for 12 yds to the SFla 40 for a 1ST down,,
1st and 10 at USF 40,Mike White pass complete to Andre Davis for 8 yds to the SFla 48,,
2nd and 2 at USF 48,"Marlon Mack run for 8 yds to the UCF 44 Marlon Mack fumbled, recovered by SFla Sean Price for a 1ST down",,
1st and 10 at UCF 44,Darius Tice run for 3 yds to the UCF 41,,
2nd and 7 at UCF 41,Mike White pass incomplete,,
3rd and 7 at UCF 41,"Mike White pass incomplete to Andre Davis, broken up by Jordan Ozerities",,
4th and 7 at UCF 41,"Mattias Ciabatti punt for 33 yds, fair catch by Jackie Williams at the UCF 8",,
"USF DRIVE TOTALS: 8 plays, 31 yards, 3:40"
UCF at 11:20,,UCF,USF
1st and 10 at UCF 8,Rannell Hall run for 4 yds to the UCF 12,0,0
2nd and 6 at UCF 12,Justin Holman pass complete to Rannell Hall for 2 yds to the UCF 14,,
3rd and 4 at UCF 14,Justin Holman pass complete to Jordan Akins for 10 yds to the UCF 24 for a 1ST down,,
1st and 10 at UCF 24,Micah Reed run for 6 yds to the UCF 30,,
2nd and 4 at UCF 30,Justin Holman pass incomplete to Josh Reese,,
3rd and 4 at UCF 30,Justin Holman pass complete to Micah Reed for 6 yds to the UCF 36 for a 1ST down,,
1st and 10 at UCF 36,Cedric Thompson run for a loss of 2 yards to the UCF 34,,
2nd and 12 at UCF 34,Justin Holman pass incomplete to Josh Reese,,
3rd and 12 at UCF 34,Justin Holman pass complete to Breshad Perriman for 14 yds to the UCF 48 for a 1ST down,,
1st and 10 at UCF 48,Rannell Hall run for 3 yds to the SFla 49,,
