0254071620141108,,254,716
1st Quarter Play-by-Play
Troy at 15:00,,GSU,TSU
,Wil Lutz kickoff for 31 yds,0,0
1st and 10 at TROY 34,Brandon Silvers pass complete to Brandon Burks for 4 yds to the Troy 38,,
2nd and 6 at TROY 38,Brandon Silvers run for 7 yds to the Troy 45 for a 1ST down,,
1st and 10 at TROY 45,"TROY Penalty, false start (Tommy Stephens) to the Troy 40",,
1st and 15 at TROY 40,Brandon Silvers pass complete to Jalen Harris for 14 yds to the GeoSt 46,,
2nd and 1 at GAST 46,Khary Franklin run for 3 yds to the GeoSt 43 for a 1ST down,,
1st and 10 at GAST 43,Brandon Silvers pass complete to Jarvis Bentley for 6 yds to the GeoSt 37,,
2nd and 4 at GAST 37,Brandon Silvers pass incomplete,,
3rd and 4 at GAST 37,Brandon Silvers pass complete to Chandler Worthy for 4 yds to the GeoSt 33 for a 1ST down,,
1st and 10 at GAST 33,Brandon Silvers run for 3 yds to the GeoSt 30,,
2nd and 7 at GAST 30,"Brandon Silvers pass complete to Nyck Young for 5 yds to the GeoSt 25 TROY Penalty, illegal block (Antonio Garcia) to the GeoSt 40",,
2nd and 17 at GAST 40,Khary Franklin run for 5 yds to the GeoSt 35,,
3rd and 12 at GAST 35,Brandon Silvers pass complete to Brandon Brooks for 3 yds to the GeoSt 32,,
4th and 9 at GAST 32,Brandon Burks run for 12 yds to the GeoSt 20 for a 1ST down,,
1st and 10 at GAST 20,Brandon Silvers pass complete to Chandler Worthy for 5 yds to the GeoSt 15,,
2nd and 5 at GAST 15,Brandon Silvers pass complete to Chandler Worthy for 4 yds to the GeoSt 11,,
3rd and 1 at GAST 11,"GEORGIA ST Penalty,  (5 Yards) to the GeoSt 6 for a 1ST down",,
,"Timeout GEORGIA ST, clock 08:24",,
1st and Goal at GAST 6,"Josh Anderson run for 6 yds for a TD, (Ryan Kay KICK)",0,7
"TROY DRIVE TOTALS: 15 plays, 66 yards, 6:41"
Georgia State at 8:19,,GSU,TSU
,"Jed Solomon kickoff for 64 yds , Glenn Smith return for 21 yds to the GeoSt 22",0,7
1st and 10 at GAST 22,Marcus Caffey run for 9 yds to the GeoSt 31,,
2nd and 1 at GAST 31,Marcus Caffey run for 12 yds to the GeoSt 43 for a 1ST down,,
1st and 10 at GAST 43,Nick Arbuckle pass complete to Lynquez Blair for no gain to the GeoSt 43,,
2nd and 10 at GAST 43,Marcus Caffey run for no gain to the GeoSt 43,,
3rd and 10 at GAST 43,Nick Arbuckle pass complete to Robert Davis for 11 yds to the Troy 46 for a 1ST down,,
1st and 10 at TROY 46,Nick Arbuckle pass incomplete,,
2nd and 10 at TROY 46,Marcus Caffey run for no gain to the Troy 46,,
3rd and 10 at TROY 46,Nick Arbuckle pass complete to Duvall Smith for 12 yds to the Troy 34 for a 1ST down,,
1st and 10 at TROY 34,Marcus Caffey run for 2 yds to the Troy 32,,
2nd and 8 at TROY 32,Marcus Caffey run for 10 yds to the Troy 22 for a 1ST down,,
1st and 10 at TROY 22,Nick Arbuckle pass complete to Lynquez Blair for 1 yd to the Troy 21,,
2nd and 9 at TROY 21,"Nick Arbuckle pass complete to Todd Boyd for 21 yds for a TD, (Wil Lutz KICK)",7,7
"GAST DRIVE TOTALS: 12 plays, 78 yards, 4:46"
Troy at 3:33,,GSU,TSU
,Wil Lutz on-side kick recovered by TROY at the GeoSt 47,7,7
1st and 10 at GAST 47,Brandon Burks run for no gain to the GeoSt 47,,
2nd and 10 at GAST 47,Brandon Burks run for 24 yds to the GeoSt 23 for a 1ST down,,
1st and 10 at GAST 23,Brandon Burks run for 4 yds to the GeoSt 19,,
2nd and 6 at GAST 19,Josh Anderson run for 6 yds to the GeoSt 13 for a 1ST down,,
1st and 10 at GAST 13,Brandon Silvers pass complete to John Johnson for a loss of 3 yards to the GeoSt 16,,
2nd and 13 at GAST 16,Brandon Burks run for 4 yds to the GeoSt 12,,
3rd and 9 at GAST 12,Brandon Silvers run for 9 yds to the GeoSt 3 for a 1ST down,,
1st and Goal at GAST 3,"Brandon Burks run for 3 yds for a TD, (Ryan Kay KICK)",7,14
"TROY DRIVE TOTALS: 8 plays, 47 yards, 3:16"
Georgia State at 0:17,,GSU,TSU
,"Jed Solomon kickoff for 40 yds , Bill Teknipp return for 13 yds to the GeoSt 38",7,14
1st and 10 at GAST 38,Marcus Caffey run for 4 yds to the GeoSt 42,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Georgia State at 15:00,,GSU,TSU
2nd and 6 at GAST 42,Nick Arbuckle sacked by Brandon Timmons for a loss of 4 yards to the GeoSt 38,7,14
3rd and 10 at GAST 38,"Nick Arbuckle pass incomplete to Lynquez Blair, broken up by Femi Odaibo",,
4th and 10 at GAST 38,"Matt Hubbard punt for 47 yds , Teddy Ruben returns for 18 yds to the Troy 33",,
"GAST DRIVE TOTALS: 3 plays, 0 yards, 1:18"
Troy at 13:59,,GSU,TSU
1st and 10 at TROY 33,Brandon Silvers pass incomplete,7,14
2nd and 10 at TROY 33,Jordan Chunn run for 2 yds to the Troy 35,,
3rd and 8 at TROY 35,Brandon Silvers run for 5 yds to the Troy 40,,
4th and 3 at TROY 40,Ryan Kay punt for 50 yds,,
"TROY DRIVE TOTALS: 3 plays, 7 yards, 1:32"
Georgia State at 12:27,,GSU,TSU
1st and 10 at GAST 10,Nick Arbuckle pass complete to Marcus Caffey for 4 yds to the GeoSt 14,7,14
2nd and 6 at GAST 14,Marcus Caffey run for 3 yds to the GeoSt 17,,
3rd and 3 at GAST 17,Nick Arbuckle pass complete to Lynquez Blair for 8 yds to the GeoSt 25 for a 1ST down,,
1st and 10 at GAST 25,Marcus Caffey run for 13 yds to the GeoSt 38 for a 1ST down,,
1st and 10 at GAST 38,Marcus Caffey run for 7 yds to the GeoSt 45,,
2nd and 3 at GAST 45,Marcus Caffey run for 6 yds to the Troy 49 for a 1ST down,,
1st and 10 at TROY 49,Duvall Smith run for no gain to the Troy 49,,
2nd and 10 at TROY 49,Nick Arbuckle pass complete to Donovan Harden for 19 yds to the Troy 30 for a 1ST down,,
