0419070420141129,,419,704
1st Quarter Play-by-Play
UTEP at 15:00,,MTU,UTEP
,"Cody Clark kickoff for 62 yds , Autrey Golden return for 20 yds to the UTEP 23",0,0
1st and 10 at UTEP 23,Jameill Showers pass complete to Eric Tomlinson for 3 yds to the UTEP 26,,
2nd and 7 at UTEP 26,"JONES, Aaron rush over right guard for no gain to the UTEP26 (BARBER, T.T.;BASTIEN, S.), PENALTY MT offside (RHODES, Steven) 5 yards to the UTEP31, NO PLAY.",,
2nd and 2 at UTEP 31,Aaron Jones run for 8 yds to the UTEP 39 for a 1ST down,,
1st and 10 at UTEP 39,Aaron Jones run for 5 yds to the UTEP 44,,
2nd and 5 at UTEP 44,Jameill Showers pass incomplete,,
3rd and 5 at UTEP 44,Jameill Showers pass complete to Autrey Golden for 4 yds to the UTEP 48,,
4th and 1 at UTEP 48,Jay Mattox punt blocked by Chris Perkins blocked by Chris Perkins  Chris Perkins return for 11 yds to the UTEP 16,,
"UTEP DRIVE TOTALS: 5 plays, 25 yards, 3:02"
Middle Tennessee at 11:58,,MTU,UTEP
1st and 10 at UTEP 16,Jeremiah Bryson run for 8 yds to the UTEP 8,0,0
2nd and 2 at UTEP 8,Shane Tucker run for 4 yds to the UTEP 4 for a 1ST down,,
1st and Goal at UTEP 4,"Shane Tucker run for 4 yds for a TD, (Cody Clark KICK)",7,0
"MTSU DRIVE TOTALS: 3 plays, 16 yards, 0:42"
UTEP at 11:16,,MTU,UTEP
,Cody Clark kickoff for 65 yds for a touchback,7,0
1st and 10 at UTEP 25,Aaron Jones run for 2 yds to the UTEP 27,,
2nd and 8 at UTEP 27,Aaron Jones run for 7 yds to the UTEP 34,,
3rd and 1 at UTEP 34,Aaron Jones run for 4 yds to the UTEP 38 for a 1ST down,,
1st and 10 at UTEP 38,Jameill Showers run for 21 yds to the MTnSt 41 for a 1ST down,,
,"Timeout UTEP, clock 09:15",,
1st and 10 at MTU 41,Aaron Jones run for 6 yds to the MTnSt 35,,
2nd and 4 at MTU 35,Nathan Jeffery run for 3 yds to the MTnSt 32,,
3rd and 1 at MTU 32,Aaron Jones run for 5 yds to the MTnSt 27 for a 1ST down,,
1st and 10 at MTU 27,Aaron Jones run for 11 yds to the MTnSt 16 for a 1ST down,,
