0709031120141011,,709,311
1st Quarter Play-by-Play
Toledo at 15:00,,TOL,ISU
,"Cole Netten kickoff for 65 yds , Kishon Wilcher return for 9 yds to the Toled 9",0,0
1st and 10 at TOL 9,Logan Woodside pass complete to Corey Jones for 19 yds to the Toled 28 for a 1ST down,,
1st and 10 at TOL 28,Terry Swanson run for 3 yds to the Toled 31,,
2nd and 7 at TOL 31,Logan Woodside pass complete to Corey Jones for 6 yds to the Toled 37,,
3rd and 1 at TOL 37,"Logan Woodside run for 7 yds to the IowSt 44 for a 1ST down IOWA ST Penalty, personal foul (T.J. Mutcherson) to the IowSt 41 for a 1ST down",,
1st and 10 at ISU 41,"Logan Woodside pass incomplete, broken up by Brandon Jensen",,
2nd and 10 at ISU 41,Terry Swanson run for 7 yds to the IowSt 34,,
3rd and 3 at ISU 34,Terry Swanson run for 7 yds to the IowSt 27 for a 1ST down,,
1st and 10 at ISU 27,Logan Woodside pass complete to Corey Jones for 6 yds to the IowSt 21,,
2nd and 4 at ISU 21,Damion Jones-Moore run for 5 yds to the IowSt 16 for a 1ST down,,
1st and 10 at ISU 16,Logan Woodside pass incomplete to Logan Woodside,,
2nd and 10 at ISU 16,Damion Jones-Moore run for 6 yds to the IowSt 10,,
3rd and 4 at ISU 10,Logan Woodside pass incomplete to N/A,,
4th and 4 at ISU 10,Jeremiah Detmer 27 yd FG GOOD,3,0
"TOL DRIVE TOTALS: 13 plays, 81 yards, 4:28"
Iowa State at 10:32,,TOL,ISU
,Jeremiah Detmer kickoff for 65 yds for a touchback,3,0
1st and 10 at ISU 25,Sam B. Richardson pass complete to DeVondrick Nealy for 15 yds to the IowSt 40 for a 1ST down,,
1st and 10 at ISU 40,Sam B. Richardson run for 6 yds to the IowSt 46,,
2nd and 4 at ISU 46,Sam B. Richardson pass complete to Jauan Wesley for 18 yds to the Toled 36 for a 1ST down,,
1st and 10 at TOL 36,DeVondrick Nealy run for 11 yds to the Toled 25 for a 1ST down,,
1st and 10 at TOL 25,DeVondrick Nealy run for 5 yds to the Toled 20,,
2nd and 5 at TOL 20,"Richardson, Sam B. pass incomplete to Nealy, DeVondrick, PENALTY TOL offside defense (GIBBS, Keenen) 5 yards to the TOL15, 1ST DOWN ISU, NO PLAY. for a 1ST down",,
1st and 10 at TOL 15,DeVondrick Nealy run for 1 yd to the Toled 14,,
2nd and 9 at TOL 14,Sam B. Richardson pass incomplete to N/A,,
3rd and 9 at TOL 14,Sam B. Richardson pass incomplete to Jauan Wesley,,
4th and 9 at TOL 14,Cole Netten 32 yd FG GOOD,3,3
"ISU DRIVE TOTALS: 10 plays, 61 yards, 3:27"
Toledo at 6:57,,TOL,ISU
,"Cole Netten kickoff for 60 yds , Kishon Wilcher return for 32 yds to the Toled 37",3,3
1st and 10 at TOL 37,Logan Woodside run for 3 yds to the Toled 40,,
2nd and 7 at TOL 40,Logan Woodside pass complete to Corey Jones for 2 yds to the Toled 42,,
3rd and 5 at TOL 42,Logan Woodside pass incomplete to N/A,,
4th and 5 at TOL 42,"Nick Ellis punt for 37 yds , DeVondrick Nealy returns for no gain to the IowSt 21",,
"TOL DRIVE TOTALS: 3 plays, 5 yards, 1:09"
Iowa State at 5:48,,TOL,ISU
1st and 10 at ISU 21,DeVondrick Nealy run for 4 yds to the IowSt 25,3,3
2nd and 6 at ISU 25,Sam B. Richardson run for no gain to the IowSt 25,,
3rd and 6 at ISU 25,Sam B. Richardson pass complete to E.J. Bibbs for 9 yds to the IowSt 34 for a 1ST down,,
1st and 10 at ISU 34,Sam B. Richardson pass complete to E.J. Bibbs for 6 yds to the IowSt 40,,
2nd and 4 at ISU 40,Sam B. Richardson pass complete to DeVondrick Nealy for 14 yds to the Toled 46 for a 1ST down,,
1st and 10 at TOL 46,DeVondrick Nealy run for 4 yds to the Toled 42,,
2nd and 6 at TOL 42,Sam B. Richardson pass complete to Jauan Wesley for 1 yd to the Toled 41,,
3rd and 5 at TOL 41,"Richardson, Sam B. pass incomplete to Wesley, Jauan (ROGERS, DeJuan), PENALTY TOL roughing passer (HESTER, Treyvon) 15 yards to the TOL26, 1ST DOWN ISU, NO PLAY. for a 1ST down",,
