0522070020141115,,522,700
1st Quarter Play-by-Play
Oklahoma at 15:00,,OKLA,TTU
,"Kramer Fyfe kickoff for 65 yds , Alex Ross return for 23 yds to the Okla 23",0,0
1st and 10 at OKLA 23,Cody Thomas pass incomplete,,
2nd and 10 at OKLA 23,Samaje Perine run for 8 yds to the Okla 31,,
3rd and 2 at OKLA 31,Samaje Perine run for 10 yds to the Okla 41 for a 1ST down,,
1st and 10 at OKLA 41,Samaje Perine run for 2 yds to the Okla 43,,
2nd and 8 at OKLA 43,Cody Thomas pass complete to Durron Neal for 5 yds to the Okla 48,,
3rd and 3 at OKLA 48,Cody Thomas pass complete to Aaron Ripkowski for 6 yds to the TexTc 46 for a 1ST down,,
1st and 10 at TTU 46,Samaje Perine run for no gain to the TexTc 46,,
2nd and 10 at TTU 46,Cody Thomas pass incomplete,,
3rd and 10 at TTU 46,Cody Thomas pass incomplete,,
4th and 10 at TTU 46,"Jed Barnett punt for 33 yds, downed at the TexTc 13",,
"OKLA DRIVE TOTALS: 9 plays, 31 yards, 3:52"
Texas Tech at 11:08,,OKLA,TTU
1st and 10 at TTU 13,Patrick Mahomes pass complete to Devin Lauderdale for 7 yds to the TexTc 20,0,0
2nd and 3 at TTU 20,Patrick Mahomes pass incomplete,,
3rd and 3 at TTU 20,Patrick Mahomes pass complete to Bradley Marquez for 26 yds to the TexTc 46 for a 1ST down,,
1st and 10 at TTU 46,Patrick Mahomes run for a loss of 2 yards to the TexTc 44,,
2nd and 12 at TTU 44,Patrick Mahomes pass complete to Ian Sadler for 8 yds to the Okla 48,,
3rd and 4 at OKLA 48,Patrick Mahomes pass complete to Quinton White for 4 yds to the Okla 44 for a 1ST down,,
1st and 10 at OKLA 44,Patrick Mahomes pass complete to Dylan Cantrell for 8 yds to the Okla 36,,
2nd and 2 at OKLA 36,DeAndre Washington run for 1 yd to the Okla 35,,
3rd and 1 at OKLA 35,"TEXAS TECH Penalty, False Start (-5 Yards) to the Okla 40",,
3rd and 6 at OKLA 40,Patrick Mahomes pass incomplete,,
4th and 6 at OKLA 40,Patrick Mahomes pass complete to Quinton White for 17 yds to the Okla 23 for a 1ST down,,
1st and 10 at OKLA 23,"TEXAS TECH Penalty, Personal Foul (-15 Yards) to the Okla 38",,
1st and 25 at OKLA 38,Patrick Mahomes pass complete to Jakeem Grant for 19 yds to the Okla 19,,
2nd and 6 at OKLA 19,Patrick Mahomes run for 4 yds to the Okla 15,,
3rd and 2 at OKLA 15,DeAndre Washington run for 2 yds to the Okla 13 for a 1ST down,,
1st and 10 at OKLA 13,"OKLAHOMA Penalty, Defensive Offside (5 Yards) to the Okla 8",,
