0704070620141025,,704,706
,UTEP wins the toss and defers.,,
1st Quarter Play-by-Play
Texas San Antonio at 15:00,,UTEP,UTSA
,"Jay Mattox kickoff for 63 yds , Kam Jones return for 25 yds to the TexSA 27",0,0
1st and 10 at UTSA 27,Austin Robinson run for 4 yds to the TexSA 31,,
2nd and 6 at UTSA 31,Austin Robinson pass incomplete,,
3rd and 6 at UTSA 31,Austin Robinson pass incomplete to Kam Jones,,
4th and 6 at UTSA 31,"Kristian Stern punt for 51 yds, punt out-of-bounds at the UTEP 9 , Damian Payne returns for 1 yd to the UTEP 32 UTEP Penalty, illegal block (10 Yards) to the UTEP 9",,
"UTSA DRIVE TOTALS: 3 plays, 4 yards, 1:10"
UTEP at 13:50,,UTEP,UTSA
1st and 10 at UTEP 9,Jameill Showers pass complete to Katrae Ford for 8 yds to the UTEP 17,0,0
2nd and 2 at UTEP 17,Josh Bell run for 3 yds to the UTEP 20 for a 1ST down,,
1st and 10 at UTEP 20,Jameill Showers pass incomplete,,
2nd and 10 at UTEP 20,Aaron Jones run for 5 yds to the UTEP 25,,
3rd and 5 at UTEP 25,"Jameill Showers pass complete to Jaquan White for 75 yds for a TD, (Jay Mattox KICK)",7,0
"UTEP DRIVE TOTALS: 5 plays, 91 yards, 1:56"
Texas San Antonio at 11:54,,UTEP,UTSA
,Jay Mattox kickoff for 65 yds for a touchback,7,0
1st and 10 at UTSA 25,"TEXASSAN Penalty, false start (Marcellus Mack) to the TexSA 20",,
1st and 15 at UTSA 20,Brandon Armstrong run for 5 yds to the TexSA 25,,
2nd and 10 at UTSA 25,Kam Jones run for 6 yds to the TexSA 31,,
3rd and 4 at UTSA 31,Austin Robinson run for 1 yd to the TexSA 32,,
4th and 3 at UTSA 32,"Kristian Stern punt for 35 yds, downed at the UTEP 33",,
"UTSA DRIVE TOTALS: 3 plays, 7 yards, 1:59"
UTEP at 9:55,,UTEP,UTSA
1st and 10 at UTEP 33,Jameill Showers pass incomplete,7,0
2nd and 10 at UTEP 33,Aaron Jones run for 3 yds to the UTEP 36,,
3rd and 7 at UTEP 36,Jameill Showers pass incomplete to Jaquan White,,
4th and 7 at UTEP 36,Jay Mattox punt for 40 yds,,
"UTEP DRIVE TOTALS: 3 plays, 3 yards, 0:53"
Texas San Antonio at 9:02,,UTEP,UTSA
1st and 10 at UTSA 24,Jarveon Williams run for 4 yds to the TexSA 28,7,0
2nd and 6 at UTSA 28,Jarveon Williams run for no gain to the TexSA 28,,
3rd and 6 at UTSA 28,Austin Robinson pass incomplete,,
4th and 6 at UTSA 28,"Kristian Stern punt for 38 yds, fair catch by Damian Payne at the UTEP 34",,
"UTSA DRIVE TOTALS: 3 plays, 4 yards, 1:29"
UTEP at 7:33,,UTEP,UTSA
1st and 10 at UTEP 34,Jameill Showers run for 16 yds to the 50 yard line for a 1ST down,7,0
1st and 10 at 50,Josh Bell run for 6 yds to the TexSA 44,,
2nd and 4 at UTSA 44,Jameill Showers pass complete to Eric Tomlinson for 5 yds to the TexSA 39 for a 1ST down,,
1st and 10 at UTSA 39,Jameill Showers pass incomplete,,
2nd and 10 at UTSA 39,Nathan Jeffery run for 4 yds to the TexSA 35,,
3rd and 6 at UTSA 35,"UTEP Penalty, false start (-5 Yards) to the TexSA 40",,
3rd and 11 at UTSA 40,"Jameill Showers pass complete to Aaron Jones for 40 yds for a TD, (Jay Mattox KICK)",14,0
"UTEP DRIVE TOTALS: 6 plays, 66 yards, 3:14"
Texas San Antonio at 4:19,,UTEP,UTSA
,Jay Mattox kickoff for 65 yds for a touchback,14,0
1st and 10 at UTSA 25,Brandon Armstrong run for 3 yds to the TexSA 28,,
2nd and 7 at UTSA 28,Austin Robinson pass incomplete to Kam Jones,,
,"Timeout TEXASSAN, clock 03:35",,
3rd and 7 at UTSA 28,Austin Robinson sacked by Silas Firstley for a loss of 3 yards to the TexSA 25,,
4th and 10 at UTSA 25,"Kristian Stern punt for 50 yds , Damian Payne returns for 16 yds to the UTEP 41",,
"UTSA DRIVE TOTALS: 3 plays, 0 yards, 1:31"
UTEP at 2:48,,UTEP,UTSA
1st and 10 at UTEP 41,Darrin Laufasa run for 1 yd to the UTEP 42,14,0
2nd and 9 at UTEP 42,Aaron Jones run for a loss of 4 yards to the UTEP 38,,
3rd and 13 at UTEP 38,Jameill Showers pass incomplete,,
4th and 13 at UTEP 38,"Jay Mattox punt for 46 yds , Kenny Harrison returns for 4 yds to the TexSA 29 Kenny Harrison fumbled, forced by LaQuintus Dowell, recovered by TexSA Cole Hubble  , return for 4 yds to the TexSA 29",,
"UTEP DRIVE TOTALS: 3 plays, -3 yards, 1:42"
Texas San Antonio at 1:06,,UTEP,UTSA
1st and 10 at UTSA 29,Austin Robinson run for 2 yds to the TexSA 31,14,0
2nd and 8 at UTSA 31,David Glasco II run for 5 yds to the TexSA 36,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Texas San Antonio at 15:00,,UTEP,UTSA
3rd and 3 at UTSA 36,Jarveon Williams run for no gain to the TexSA 36,14,0
4th and 3 at UTSA 36,"Kristian Stern punt for 52 yds , Damian Payne returns for no gain to the UTEP 12",,
"UTSA DRIVE TOTALS: 3 plays, 7 yards, 1:27"
UTEP at 14:39,,UTEP,UTSA
1st and 10 at UTEP 12,Jameill Showers pass complete to Jarrad Shaw for 16 yds to the UTEP 28 for a 1ST down,14,0
1st and 10 at UTEP 28,Josh Bell run for 2 yds to the UTEP 30,,
2nd and 8 at UTEP 30,Jameill Showers pass complete to Autrey Golden for 5 yds to the UTEP 35,,
3rd and 3 at UTEP 35,Jameill Showers run for 1 yd to the UTEP 36,,
4th and 2 at UTEP 36,"Jay Mattox punt for 58 yds, downed at the TexSA 6",,
"UTEP DRIVE TOTALS: 4 plays, 24 yards, 2:44"
Texas San Antonio at 11:55,,UTEP,UTSA
1st and 10 at UTSA 6,David Glasco II run for 4 yds to the TexSA 10,14,0
