0718071920140828,,718,719
,"Tulsa wins toss, deferred. Tulane will receive, Tulsa defends South.",,
1st Quarter Play-by-Play
Tulane at 15:00,,TU,TUL
,Preston Soper kickoff for 65 yds for a touchback,0,0
1st and 10 at TULN 25,Lazedrick Thompson run for 1 yd to the Tulan 26,,
2nd and 9 at TULN 26,Tanner Lee pass complete to Justyn Shackleford for 14 yds to the Tulan 40 for a 1ST down,,
1st and 10 at TULN 40,"Tanner Lee pass incomplete to Justyn Shackleford, broken up by Trent Martin",,
2nd and 10 at TULN 40,Tanner Lee pass incomplete to N/A,,
3rd and 10 at TULN 40,Tanner Lee pass incomplete to N/A,,
4th and 10 at TULN 40,"Peter Picerelli punt for 36 yds, downed at the Tulsa 24",,
"TULN DRIVE TOTALS: 5 plays, 15 yards, 1:26"
Tulsa at 13:34,,TU,TUL
1st and 10 at TLSA 24,Dane Evans pass complete to Keyarris Garrett for 11 yds to the Tulsa 35 for a 1ST down,0,0
1st and 10 at TLSA 35,Dane Evans pass complete to Joshua Atkinson for 5 yds to the Tulsa 40,,
2nd and 5 at TLSA 40,James Flanders run for 9 yds to the Tulsa 49 for a 1ST down,,
1st and 10 at TLSA 49,Dane Evans pass incomplete to N/A,,
2nd and 10 at TLSA 49,Dane Evans pass complete to Joshua Atkinson for 6 yds to the Tulan 45,,
3rd and 4 at TULN 45,Dane Evans pass complete to Keevan Lucas for 5 yds to the Tulan 40 for a 1ST down,,
1st and 10 at TULN 40,Keevan Lucas run for 9 yds to the Tulan 31,,
2nd and 1 at TULN 31,"EVANS, D. pass complete to DICKERSON, T. for 31 yards to the TLN0, clock 10:11, PENALTY TLS pass interference 15 yards to the TLN46, NO PLAY.",,
2nd and 16 at TULN 46,Tavarreon Dickerson run for 12 yds to the Tulan 34,,
3rd and 4 at TULN 34,Dane Evans pass complete to Keyarris Garrett for 17 yds to the Tulan 17 for a 1ST down,,
1st and 10 at TULN 17,Dane Evans pass incomplete to Keevan Lucas,,
2nd and 10 at TULN 17,Dane Evans pass incomplete to Keevan Lucas,,
3rd and 10 at TULN 17,Dane Evans pass incomplete to N/A,,
4th and 10 at TULN 17,Carl Salazar 34 yd FG MISSED,,
"TLSA DRIVE TOTALS: 13 plays, 59 yards, 4:50"
Tulane at 8:44,,TU,TUL
1st and 10 at TULN 20,Lazedrick Thompson run for 1 yd to the Tulan 21,0,0
