0774012920141122,,774,129
1st Quarter Play-by-Play
Central Michigan at 15:00,,WMU,CMU
,"Brett Scanlon kickoff for 65 yds , Amari Coleman return for 22 yds to the CMich 22",0,0
1st and 10 at CMU 22,Thomas Rawls run for 2 yds to the CMich 24,,
2nd and 8 at CMU 24,Cooper Rush pass complete to Titus Davis for 27 yds to the WMich 49 for a 1ST down,,
1st and 10 at WMU 49,Thomas Rawls run for a loss of 3 yards to the CMich 48,,
2nd and 13 at CMU 48,"RUSH, Cooper pass incomplete to DAVIS, Titus (CELSICAR, D), PENALTY WMU pass interference (CELSICAR, D) 15 yards to the WMU37, 1ST DOWN CMU, NO PLAY. for a 1ST down",,
1st and 10 at WMU 37,Devon Spalding run for 1 yd to the WMich 36,,
2nd and 9 at WMU 36,Cooper Rush pass complete to Saylor Lavallii for 10 yds to the WMich 26 for a 1ST down,,
1st and 10 at WMU 26,Thomas Rawls run for 8 yds to the WMich 18,,
2nd and 2 at WMU 18,Thomas Rawls run for no gain to the WMich 18,,
,"Timeout CENTRAL MICH, clock 10:27",,
3rd and 2 at WMU 18,"Cooper Rush pass complete to Deon Butler for 18 yds for a TD, (Brian Eavey KICK)",0,7
"CMU DRIVE TOTALS: 8 plays, 78 yards, 4:38"
Western Michigan at 10:22,,WMU,CMU
,"Ron Coluzzi kickoff for 57 yds , Dareyon Chance return for 24 yds to the WMich 37",0,7
1st and 10 at WMU 37,Jarvion Franklin run for 1 yd to the WMich 38,,
2nd and 9 at WMU 38,Zach Terrell pass complete to Corey Davis for 7 yds to the WMich 45,,
3rd and 2 at WMU 45,Zach Terrell pass complete to Daniel Braverman for 11 yds to the CMich 44 for a 1ST down,,
1st and 10 at CMU 44,"Jarvion Franklin run for 2 yds to the CMich 42 Jarvion Franklin fumbled, forced by Kevin King, recovered by CMich Joe Ostman",,
"WMU DRIVE TOTALS: 4 plays, 21 yards, 1:52"
Central Michigan at 8:30,,WMU,CMU
1st and 10 at CMU 42,Cooper Rush pass complete to Thomas Rawls for 6 yds to the CMich 48,0,7
2nd and 4 at CMU 48,Thomas Rawls run for 13 yds to the WMich 39 for a 1ST down,,
1st and 10 at WMU 39,Cooper Rush pass complete to Martez Walker for 1 yd to the WMich 38,,
2nd and 9 at WMU 38,Cooper Rush pass incomplete,,
3rd and 9 at WMU 38,Cooper Rush pass complete to Courtney Williams for 14 yds to the WMich 24 for a 1ST down,,
1st and 10 at WMU 24,Thomas Rawls run for 7 yds to the WMich 17,,
2nd and 3 at WMU 17,Thomas Rawls run for 5 yds to the WMich 12 for a 1ST down,,
1st and 10 at WMU 12,Thomas Rawls run for 5 yds to the WMich 7,,
2nd and 5 at WMU 7,Thomas Rawls run for 1 yd to the WMich 6,,
3rd and 4 at WMU 6,"Cooper Rush pass complete to Ben McCord for 6 yds for a TD, (Brian Eavey KICK)",0,14
"CMU DRIVE TOTALS: 10 plays, 58 yards, 5:36"
Western Michigan at 2:54,,WMU,CMU
,"Ron Coluzzi kickoff for 60 yds , Darius Phillips return for 23 yds to the WMich 28",0,14
1st and 10 at WMU 28,Zach Terrell pass complete to Darius Phillips for 3 yds to the WMich 31,,
2nd and 7 at WMU 31,Jarvion Franklin run for 13 yds to the WMich 44 for a 1ST down,,
1st and 10 at WMU 44,Zach Terrell pass complete to Corey Davis for 10 yds to the CMich 46 for a 1ST down,,
1st and 10 at CMU 46,Jarvion Franklin run for 5 yds to the CMich 41,,
2nd and 5 at CMU 41,Dareyon Chance run for 3 yds to the CMich 38,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Western Michigan at 15:00,,WMU,CMU
3rd and 2 at CMU 38,Jarvion Franklin run for 4 yds to the CMich 34 for a 1ST down,0,14
1st and 10 at CMU 34,Dareyon Chance run for 21 yds to the CMich 13 for a 1ST down,,
1st and 10 at CMU 13,Zach Terrell run for 5 yds to the CMich 8,,
2nd and 5 at CMU 8,Jarvion Franklin run for 4 yds to the CMich 4,,
3rd and 1 at CMU 4,Jarvion Franklin run for 2 yds to the CMich 2 for a 1ST down,,
1st and Goal at CMU 2,"Jarvion Franklin run for 2 yds for a TD, (A. Moulton Run For Two-point Conversion)",8,14
"WMU DRIVE TOTALS: 11 plays, 72 yards, 5:57"
Central Michigan at 11:57,,WMU,CMU
,"Brett Scanlon kickoff for 50 yds , Amari Coleman return for 20 yds to the CMich 35",8,14
1st and 10 at CMU 35,"Cooper Rush pass incomplete to Titus Davis, broken up by Ronald Zamort",,
2nd and 10 at CMU 35,Cooper Rush pass complete to Jesse Kroll for 7 yds to the CMich 42,,
3rd and 3 at CMU 42,"Cooper Rush pass incomplete to Titus Davis, broken up by Donald Celiscar",,
4th and 3 at CMU 42,"Ron Coluzzi punt for 45 yds, fair catch by Daniel Braverman at the WMich 13",,
"CMU DRIVE TOTALS: 3 plays, 7 yards, 1:04"
Western Michigan at 10:53,,WMU,CMU
1st and 10 at WMU 13,Zach Terrell pass complete to Corey Davis for 21 yds to the WMich 34 for a 1ST down,8,14
1st and 10 at WMU 34,Jarvion Franklin run for 6 yds to the WMich 40,,
2nd and 4 at WMU 40,Zach Terrell run for 17 yds to the CMich 43 for a 1ST down,,
1st and 10 at CMU 43,Dareyon Chance run for 4 yds to the CMich 39,,
2nd and 6 at CMU 39,Zach Terrell pass complete to Daniel Braverman for 30 yds to the CMich 9 for a 1ST down,,
1st and Goal at CMU 9,Jarvion Franklin run for no gain to the CMich 9,,
2nd and Goal at CMU 9,"Zach Terrell pass complete to Eric Boyden for 9 yds for a TD, (Andrew Haldeman KICK)",15,14
"WMU DRIVE TOTALS: 7 plays, 87 yards, 3:42"
Central Michigan at 7:11,,WMU,CMU
,"Brett Scanlon kickoff for 52 yds , Amari Coleman return for 29 yds to the CENTMICH 36 WESTRN MICHIGAN Penalty, Defensive offside (-5 Yards) to the CMich 47",15,14
1st and 10 at CMU 47,Cooper Rush pass complete to Deon Butler for 1 yd to the CMich 48,,
2nd and 9 at CMU 48,Thomas Rawls run for 22 yds to the WMich 30 for a 1ST down,,
1st and 10 at WMU 30,Cooper Rush pass complete to Deon Butler for 3 yds to the WMich 27,,
2nd and 7 at WMU 27,Devon Spalding run for 1 yd to the WMich 26,,
3rd and 6 at WMU 26,"Cooper Rush pass incomplete to Titus Davis, broken up by Donald Celiscar",,
4th and 6 at WMU 26,Brian Eavey 43 yd FG GOOD,15,17
"CMU DRIVE TOTALS: 6 plays, 27 yards, 2:39"
Western Michigan at 4:32,,WMU,CMU
,Ron Coluzzi kickoff for 65 yds for a touchback,15,17
1st and 10 at WMU 25,Zach Terrell pass incomplete to Corey Davis,,
2nd and 10 at WMU 25,Jarvion Franklin run for 2 yds to the WMich 27,,
3rd and 8 at ,"Zach Terrell pass intercepted Tyree Waller return for no gain to the CMich 27 WESTRN MICHIGAN Penalty, unsportsmanlike conduct off-setting ( Yards) to the 50 yard line",,
"WMU DRIVE TOTALS: 3 plays, 2 yards, 0:41"
Central Michigan at 3:51,,WMU,CMU
1st and 10 at 50,Thomas Rawls run for 6 yds to the WMich 44,15,17
2nd and 4 at WMU 44,Thomas Rawls run for 3 yds to the WMich 41,,
3rd and 1 at WMU 41,Thomas Rawls run for a loss of 1 yard to the WMich 42,,
,"Timeout CENTRAL MICH, clock 01:49",,
4th and 2 at WMU 42,"Ron Coluzzi punt for 40 yds, downed at the WMich 2",,
"CMU DRIVE TOTALS: 3 plays, 8 yards, 2:12"
Western Michigan at 1:39,,WMU,CMU
1st and 10 at WMU 2,Dareyon Chance run for 2 yds to the WMich 4,15,17
2nd and 8 at WMU 4,Zach Terrell pass complete to Daniel Braverman for 63 yds to the CMich 33 for a 1ST down,,
,"Timeout WESTRN MICHIGAN, clock 00:51",,
1st and 10 at CMU 33,"Zach Terrell pass complete to Corey Davis for 33 yds for a TD, (Andrew Haldeman KICK)",22,17
"WMU DRIVE TOTALS: 3 plays, 98 yards, 0:58"
Central Michigan at 0:41,,WMU,CMU
,"Brett Scanlon kickoff for 49 yds , Amari Coleman return for 11 yds to the CMich 27",22,17
1st and 10 at CMU 27,Cooper Rush pass complete to Deon Butler for 21 yds to the CMich 48 for a 1ST down,,
1st and 10 at CMU 48,Cooper Rush pass incomplete,,
2nd and 10 at CMU 48,Cooper Rush pass incomplete,,
,"Timeout WESTRN MICHIGAN, clock 00:08",,
3rd and 10 at CMU 48,"Cooper Rush pass incomplete to Titus Davis, broken up by Donald Celiscar",,
4th and 10 at CMU 48,"Cooper Rush pass incomplete to Jesse Kroll, broken up by Rontavious Atkins",,
,End of 2nd Quarter,,
"CMU DRIVE TOTALS: 5 plays, 21 yards, 0:41"
3rd Quarter Play-by-Play
Central Michigan at 15:00,,WMU,CMU
,End of 3rd Quarter,22,17
"CMU DRIVE TOTALS: 5 plays, 21 yards, 0:41"
Western Michigan at 15:00,,WMU,CMU
,Ron Coluzzi kickoff for 65 yds for a touchback,22,17
1st and 10 at WMU 25,Jarvion Franklin run for 1 yd to the WMich 26,,
2nd and 9 at WMU 26,Zach Terrell pass complete to Corey Davis for 3 yds to the WMich 29,,
3rd and 6 at WMU 29,Zach Terrell pass complete to Corey Davis for 9 yds to the WMich 38 for a 1ST down,,
1st and 10 at WMU 38,Jarvion Franklin run for 2 yds to the WMich 40,,
2nd and 8 at WMU 40,Zach Terrell pass complete to Daniel Braverman for 11 yds to the CMich 49 for a 1ST down,,
1st and 10 at CMU 49,Dareyon Chance run for 3 yds to the CMich 46,,
2nd and 7 at CMU 46,Zach Terrell pass incomplete to Eric Boyden,,
3rd and 7 at CMU 46,Zach Terrell sacked by Blake Serpa for a loss of 8 yards to the WMich 46,,
4th and 15 at WMU 46,"J. Schroeder punt for 40 yds, downed at the CMich 14",,
"WMU DRIVE TOTALS: 8 plays, 21 yards, 4:45"
Central Michigan at 10:15,,WMU,CMU
1st and 10 at CMU 14,Thomas Rawls run for 1 yd to the CMich 15,22,17
2nd and 9 at CMU 15,Cooper Rush pass complete to Mike Kinville for 4 yds to the CMich 19,,
