0493031120140830,,493,311
1st Quarter Play-by-Play
Iowa State at 15:00,,NDSU,ISU
,Ben LeCompte kickoff for 65 yds for a touchback,0,0
1st and 10 at ISU 25,Sam B. Richardson run for 16 yds to the IowSt 41 for a 1ST down,,
1st and 10 at ISU 41,Aaron Wimberly run for 1 yd to the IowSt 42,,
2nd and 9 at ISU 42,Sam B. Richardson pass complete to Dondre Daley for 8 yds to the 50 yard line,,
3rd and 1 at 50,Aaron Wimberly run for 6 yds to the NDkSt 44 for a 1ST down,,
1st and 10 at NDSU 44,Sam B. Richardson pass complete to Dondre Daley for 11 yds to the NDkSt 33 for a 1ST down,,
1st and 10 at NDSU 33,Sam B. Richardson pass incomplete to N/A,,
2nd and 10 at NDSU 33,"Richardson, SB pass incomplete to Cotton-Moya, K., PENALTY NDSU pass interference (Colten Heagle) 8 yards to the NDSU25, 1ST DOWN ISU, NO PLAY. for a 1ST down",,
1st and 10 at NDSU 25,Aaron Wimberly run for 1 yd to the NDkSt 24,,
2nd and 9 at NDSU 24,Sam B. Richardson pass complete to E.J. Bibbs for 8 yds to the NDkSt 16,,
3rd and 1 at NDSU 16,"Aaron Wimberly run for 16 yds for a TD, (Austin Fischer KICK), (Cole Netten KICK)",0,7
"ISU DRIVE TOTALS: 10 plays, 75 yards, 3:29"
North Dakota State at 11:24,,NDSU,ISU
,"Cole Netten kickoff for 57 yds , Christian Dudzik return for 17 yds to the IOWAST 48 NO DAKOTA ST Penalty, illegal block (N/A) to the NDkSt 15",0,7
1st and 10 at NDSU 15,Carson Wentz pass complete to Zach Vraa for 6 yds to the NDkSt 21,,
2nd and 4 at NDSU 21,"Carson Wentz run for no gain to the NDkSt 21 Carson Wentz fumbled, recovered by NDkSt Carson Wentz",,
,"Timeout NO DAKOTA ST, clock 10:16",,
3rd and 4 at NDSU 21,"Carson Wentz pass incomplete to Jeff Illies, PENALTY ISU TA (Cotton-Moya, K.) 15 yards to the NDSU36, 1ST DOWN NDSU, NO PLAY. for a 1ST down",,
1st and 10 at NDSU 36,John Crockett run for no gain to the NDkSt 36,,
2nd and 10 at NDSU 36,Darius Anderson run for 1 yd to the NDkSt 37,,
3rd and 9 at NDSU 37,Carson Wentz pass complete to Kevin Vaadeland for 14 yds to the IowSt 49 for a 1ST down,,
1st and 10 at ISU 49,Carson Wentz pass complete to Zach Vraa for 3 yds to the IowSt 46,,
2nd and 7 at ISU 46,John Crockett run for 2 yds to the IowSt 44,,
3rd and 5 at ISU 44,Carson Wentz pass complete to Zach Vraa for 7 yds to the IowSt 37 for a 1ST down,,
1st and 10 at ISU 37,Carson Wentz pass incomplete to John Crockett,,
2nd and 10 at ISU 37,John Crockett run for 4 yds to the IowSt 33,,
3rd and 6 at ISU 33,"NO DAKOTA ST Penalty, delay of game (Carson Wentz) to the IowSt 38",,
3rd and 11 at ISU 38,Carson Wentz sacked by Robby Garcia and Cory Morrissey for a loss of 11 yards to the IowSt 49,,
4th and 22 at ISU 49,Ben LeCompte punt for 34 yds,,
"NDSU DRIVE TOTALS: 12 plays, 36 yards, 6:14"
Iowa State at 5:10,,NDSU,ISU
