0736043420141025,,736,434
,"MISSOURI wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Missouri at 15:00,,VAN,MO
,"Tommy Openshaw kickoff for 34 yds , Darvin Ruise return for 6 yds to the Misso 37",0,0
1st and 10 at MIZZ 37,Marcus Murphy run for 1 yd to the Misso 38,,
2nd and 9 at MIZZ 38,Marcus Murphy run for 7 yds to the Misso 45,,
3rd and 2 at MIZZ 45,Marcus Murphy run for 16 yds to the Vandy 39 for a 1ST down,,
1st and 10 at VAN 39,Maty Mauk pass incomplete to Bud Sasser,,
2nd and 10 at VAN 39,Marcus Murphy run for 4 yds to the Vandy 35,,
3rd and 6 at VAN 35,Russell Hansbrough run for 10 yds to the Vandy 25 for a 1ST down,,
1st and 10 at VAN 25,Maty Mauk pass complete to Bud Sasser for 5 yds to the Vandy 20,,
2nd and 5 at VAN 20,Russell Hansbrough run for 1 yd to the Vandy 19,,
3rd and 4 at VAN 19,Maty Mauk pass incomplete to Bud Sasser,,
4th and 4 at VAN 19,Andrew Baggett 37 yd FG GOOD,0,3
"MIZZ DRIVE TOTALS: 10 plays, 44 yards, 4:01"
Vanderbilt at 10:59,,VAN,MO
,Andrew Baggett kickoff for 65 yds for a touchback,0,3
1st and 10 at VAN 25,Ralph Webb run for 6 yds to the Vandy 31,,
2nd and 4 at VAN 31,"Johnny McCrary pass complete to Steven Sche,  for 11 yds to the Vandy 42 for a 1ST down",,
1st and 10 at VAN 42,Ralph Webb run for 4 yds to the Vandy 46,,
2nd and 6 at VAN 46,"Johnny McCrary run for 2 yds to the Misso 48 for a 1ST down MISSOURI Penalty, Personal Foul (NA) to the Misso 37 for a 1ST down",,
1st and 10 at MIZZ 37,Johnny McCrary pass incomplete to C.J. Duncan,,
2nd and 10 at MIZZ 37,Ralph Webb run for 1 yd to the Misso 36,,
3rd and 9 at MIZZ 36,Johnny McCrary pass incomplete to Caleb Scott,,
4th and 9 at MIZZ 36,Taylor Hudson punt for 36 yds for a touchback,,
"VAN DRIVE TOTALS: 7 plays, 39 yards, 3:45"
Missouri at 7:14,,VAN,MO
1st and 10 at MIZZ 20,"Maty Mauk sacked by Stephen Weatherly for a loss of 4 yards to the Misso 16 MISSOURI Penalty, Intentional Grounding (Maty Mauk) to the Misso 16",0,3
2nd and 14 at MIZZ 16,Russell Hansbrough run for 1 yd to the Misso 17,,
