0732052820141016,,732,528
,"UTAH wins the coin toss, and will receive.",,
1st Quarter Play-by-Play
Utah at 15:00,,UTAH,ORST
,Trevor Romaine kickoff for 65 yds for a touchback,0,0
1st and 10 at UTAH 25,Kendal Thompson pass complete to Dres Anderson for 4 yds to the Utah 29,,
2nd and 6 at UTAH 29,Devontae Booker run for 12 yds to the Utah 41 for a 1ST down,,
1st and 10 at UTAH 41,Devontae Booker run for 4 yds to the Utah 45,,
2nd and 6 at UTAH 45,Kendal Thompson pass complete to Devontae Booker for 2 yds to the Utah 47,,
3rd and 4 at UTAH 47,Kendal Thompson sacked by Justin Strong for a loss of 1 yard to the Utah 46,,
4th and 5 at UTAH 46,"Tom Hackett punt for 44 yds, downed at the OrgSt 10",,
"UTAH DRIVE TOTALS: 5 plays, 21 yards, 2:37"
Oregon State at 12:23,,UTAH,ORST
1st and 10 at ORST 10,Sean Mannion pass intercepted Gionni Paul return for no gain to the OrgSt 20,0,0
"ORST DRIVE TOTALS: 1 play, 0 yards, 0:08"
Utah at 12:15,,UTAH,ORST
1st and 10 at ORST 20,Kendal Thompson sacked by Brandon Bennett-Jackson for a loss of 1 yard to the OrgSt 21,0,0
2nd and 11 at ORST 21,Kendal Thompson pass incomplete to Kaelin Clay,,
3rd and 11 at ORST 21,Kendal Thompson pass incomplete to Dres Anderson,,
4th and 11 at ORST 21,Andy Phillips 38 Yd Field Goal,3,0
"UTAH DRIVE TOTALS: 4 plays, -1 yard, 1:07"
Oregon State at 11:08,,UTAH,ORST
,"Andy Phillips kickoff for 58 yds , Ryan Murphy return for 12 yds to the OrgSt 19",3,0
1st and 10 at ORST 19,Storm Woods run for 2 yds to the OrgSt 21,,
2nd and 8 at ORST 21,Storm Woods run for 10 yds to the OrgSt 31 for a 1ST down,,
1st and 10 at ORST 31,Storm Woods run for 4 yds to the OrgSt 35,,
2nd and 6 at ORST 35,Storm Woods run for 7 yds to the OrgSt 42 for a 1ST down,,
1st and 10 at ORST 42,"Mannion, Sean pass complete to Ward, Terron for 6 yards to the OREGONST48, PENALTY OREGONST illegal shift (Hamlett, Connor) 5 yards to the OREGONST37, NO PLAY.",,
1st and 15 at ORST 37,"OREGON ST Penalty, False Start (Gavin Andrews) to the OrgSt 32",,
1st and 20 at ORST 32,Terron Ward run for a loss of 2 yards to the OrgSt 30,,
2nd and 22 at ORST 30,Sean Mannion pass complete to Connor Hamlett for 12 yds to the OrgSt 42,,
3rd and 10 at ORST 42,"Mannion, Sean pass incomplete to Jarmon, Hunter, PENALTY UTAH holding (Hatfield, Dominique) 10 yards to the UTAH48, NO PLAY, 1ST DOWN OREGONST. for a 1ST down",,
1st and 10 at UTAH 48,Storm Woods run for a loss of 3 yards to the OrgSt 49,,
2nd and 13 at ORST 49,Chris Brown run for 1 yd to the 50 yard line,,
3rd and 12 at 50,"Sean Mannion sacked by Pita Taumoepen,  and Hunter Dimick for a loss of 10 yards to the OrgSt 40",,
4th and 22 at ORST 40,"Keith Kostol punt for 45 yds, fair catch by Kaelin Clay at the Utah 15",,
"ORST DRIVE TOTALS: 9 plays, 21 yards, 6:06"
Utah at 5:02,,UTAH,ORST
1st and 10 at UTAH 15,Devontae Booker run for 9 yds to the Utah 24,3,0
2nd and 1 at UTAH 24,Devontae Booker run for 3 yds to the Utah 27 for a 1ST down,,
1st and 10 at UTAH 27,Devontae Booker run for 2 yds to the Utah 29,,
2nd and 8 at UTAH 29,Devontae Booker run for 9 yds to the Utah 38 for a 1ST down,,
1st and 10 at UTAH 38,Kendal Thompson run for 16 yds to the OrgSt 46 for a 1ST down,,
1st and 10 at ORST 46,Devontae Booker run for a loss of 2 yards to the OrgSt 48,,
2nd and 12 at ORST 48,"Thompson, Kendal pass incomplete to Anderson, Dres, PENALTY OREGONST pass interference 15 yards to the OREGONST33, NO PLAY, 1ST DOWN UTAH. for a 1ST down",,
1st and 10 at ORST 33,Kendal Thompson run for 2 yds to the OrgSt 31,,
2nd and 8 at ORST 31,Kendal Thompson run for 2 yds to the OrgSt 29,,
3rd and 6 at ORST 29,Kendal Thompson run for 4 yds to the OrgSt 25,,
4th and 2 at ORST 25,Andy Phillips 43 Yd Field Goal,6,0
"UTAH DRIVE TOTALS: 10 plays, 60 yards, 4:17"
Oregon State at 0:45,,UTAH,ORST
,"Andy Phillips kickoff for 57 yds , Ryan Murphy return for 11 yds to the OrgSt 19",6,0
