0404014020141004,,404,140
,MU wins toss and will defer. UC will receive and defend north goal.,,
1st Quarter Play-by-Play
Cincinnati at 15:00,,MEM,UC
,"Jake Elliott kickoff for 65 yds , Johnny Holton return for 20 yds to the Cincy 20",0,0
1st and 10 at CIN 20,"Gunner Kiel pass complete to Mekale McKay for 80 yds for a TD, (Andrew Gantz KICK)",0,7
"CIN DRIVE TOTALS: 1 play, 80 yards, 0:17"
Memphis at 14:32,,MEM,UC
,"Tony Miliano kickoff for 65 yds , Bobby McCain return for 59 yds to the Cincy 41",0,7
1st and 10 at CIN 41,Paxton Lynch pass complete to Adrian Henderson for 5 yds to the Cincy 36,,
2nd and 5 at CIN 36,Paxton Lynch run for 6 yds to the Cincy 30 for a 1ST down,,
1st and 10 at CIN 30,Paxton Lynch pass complete to Keiwone Malone for 4 yds to the Cincy 26,,
2nd and 6 at CIN 26,Sam Craft run for 11 yds to the Cincy 15 for a 1ST down,,
1st and 10 at CIN 15,Sam Craft run for 9 yds to the Cincy 6,,
2nd and 1 at CIN 6,Mose Frazier run for a loss of 3 yards to the Cincy 9,,
3rd and 4 at CIN 9,"Paxton Lynch pass complete to Tevin Jones for 9 yds for a TD, (Jake Elliott KICK)",7,7
"MEM DRIVE TOTALS: 7 plays, 41 yards, 1:48"
Cincinnati at 12:36,,MEM,UC
,"Jake Elliott kickoff for 60 yds , Johnny Holton return for 18 yds to the Cincy 23",7,7
1st and 10 at CIN 23,Hosey Williams run for 1 yd to the Cincy 24,,
2nd and 9 at CIN 24,Gunner Kiel pass complete to Chris Moore for 12 yds to the Cincy 36 for a 1ST down,,
1st and 10 at CIN 36,"Gunner Kiel pass intercepted Bakari Hollier return for no gain to the Cincy 36 CINCINNATI Penalty, face mask (15 yards) (Chris Moore) to the Cincy 33",,
"CIN DRIVE TOTALS: 3 plays, 13 yards, 1:02"
Memphis at 11:34,,MEM,UC
1st and 10 at CIN 33,Sam Craft run for 2 yds to the Cincy 31,7,7
2nd and 8 at CIN 31,Paxton Lynch run for 2 yds to the Cincy 29,,
3rd and 6 at CIN 29,"Adrian Henderson 29 Yd pass from Paxton Lynch (Jake Elliott Kick), (Jake Elliott KICK)",14,7
"MEM DRIVE TOTALS: 3 plays, 33 yards, 0:56"
Cincinnati at 10:38,,MEM,UC
,Jake Elliott kickoff for 65 yds for a touchback,14,7
1st and 10 at CIN 25,Gunner Kiel pass incomplete to Chris Moore,,
2nd and 10 at CIN 25,"Gunner Kiel pass complete to Max Morrison for 13 yds Max Morrison fumbled, forced by Wynton McManis, recovered by Cincy Max Morrison for a 1ST down",,
1st and 10 at CIN 38,Gunner Kiel pass complete to Hosey Williams for 18 yds to the Memph 44 for a 1ST down,,
1st and 10 at MEM 44,Gunner Kiel run for 7 yds to the Memph 37,,
2nd and 3 at MEM 37,Gunner Kiel pass incomplete to Max Morrison,,
3rd and 3 at MEM 37,Gunner Kiel run for 1 yd to the Memph 36,,
4th and 2 at MEM 36,"Gunner Kiel pass incomplete to Max Morrison, broken up by Wynton McManis",,
"CIN DRIVE TOTALS: 7 plays, 39 yards, 1:58"
Memphis at 8:40,,MEM,UC
1st and 10 at MEM 36,Paxton Lynch pass complete to Alan Cross for 20 yds to the Cincy 44 for a 1ST down,14,7
1st and 10 at CIN 44,Mose Frazier run for 33 yds to the Cincy 11 for a 1ST down,,
1st and 10 at CIN 11,Sam Craft run for 3 yds to the Cincy 8,,
2nd and 7 at CIN 8,Paxton Lynch run for 3 yds to the Cincy 5,,
3rd and 4 at CIN 5,"Paxton Lynch run for 1 yd to the Cincy 3 Paxton Lynch fumbled, forced by Zach Edwards, recovered by Memph Paxton Lynch",,
4th and 2 at CIN 3,Jake Elliott 20 yd FG GOOD,17,7
"MEM DRIVE TOTALS: 6 plays, 61 yards, 2:30"
Cincinnati at 6:03,,MEM,UC
,"Jake Elliott kickoff for 63 yds , Johnny Holton return for 18 yds to the CINCINNATI 47 CINCINNATI Penalty, Offensive holding (Hosey Williams) to the Cincy 10",17,7
1st and 10 at CIN 10,Rod Moore run for 3 yds to the Cincy 13,,
2nd and 7 at CIN 13,Gunner Kiel pass complete to Alex Chisum for 5 yds to the Cincy 18,,
3rd and 2 at CIN 18,"Gunner Kiel pass incomplete to Shaq Washington, broken up by Ricky Hunter",,
4th and 2 at CIN 18,"Sam Geraci punt for 43 yds, fair catch by Keiwone Malone at the Memph 39",,
"CIN DRIVE TOTALS: 3 plays, 8 yards, 1:03"
Memphis at 5:00,,MEM,UC
1st and 10 at MEM 39,Paxton Lynch pass complete to Tevin Jones for 9 yds to the Memph 48,17,7
2nd and 1 at MEM 48,Sam Craft run for no gain to the Memph 48,,
3rd and 1 at MEM 48,Paxton Lynch run for 2 yds to the 50 yard line for a 1ST down,,
1st and 10 at 50,Paxton Lynch pass incomplete to Alan Cross,,
2nd and 10 at 50,Sam Craft run for 8 yds to the Cincy 42,,
3rd and 2 at CIN 42,Paxton Lynch pass incomplete to Adrian Henderson,,
4th and 2 at CIN 42,"Nick Jacobs punt for 23 yds, fair catch by Shaq Washington at the Cincy 19",,
"MEM DRIVE TOTALS: 6 plays, 19 yards, 1:46"
Cincinnati at 3:14,,MEM,UC
1st and 10 at CIN 19,Hosey Williams run for 4 yds to the Cincy 23,17,7
2nd and 6 at CIN 23,"CINCINNATI Penalty, false start (Mekale McKay) to the Cincy 18",,
2nd and 11 at CIN 18,Gunner Kiel pass complete to Chris Moore for 12 yds to the Cincy 30 for a 1ST down,,
1st and 10 at CIN 30,Gunner Kiel sacked by Tank Jakes for a loss of 5 yards to the Cincy 25,,
2nd and 15 at CIN 25,"Gunner Kiel sacked by Tank Jakes for a loss of 7 yards to the Cincy 11 Gunner Kiel fumbled, recovered by Memph Cortez Crosby , return for 0 yards",,
"CIN DRIVE TOTALS: 4 plays, -8 yards, 1:31"
Memphis at 1:43,,MEM,UC
1st and 10 at CIN 11,Paxton Lynch run for 1 yd to the Cincy 10,17,7
2nd and 9 at CIN 10,Paxton Lynch pass incomplete to Alan Cross,,
3rd and 9 at CIN 10,"Paxton Lynch run for 10 yds for a TD, (Jake Elliott KICK)",24,7
"MEM DRIVE TOTALS: 3 plays, 11 yards, 0:37"
Cincinnati at 0:58,,MEM,UC
,"Jake Elliott kickoff for 62 yds , Johnny Holton return for 22 yds to the Cincy 25",24,7
1st and 10 at CIN 25,Gunner Kiel run for 7 yds to the Cincy 32,,
2nd and 3 at CIN 32,Gunner Kiel pass incomplete to Chris Moore,,
3rd and 3 at CIN 32,Gunner Kiel pass complete to Shaq Washington for 5 yds to the Cincy 37 for a 1ST down,,
1st and 10 at CIN 37,Rod Moore run for a loss of 3 yards to the Cincy 34,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Cincinnati at 15:00,,MEM,UC
2nd and 13 at CIN 34,Gunner Kiel pass complete to Chris Moore for 20 yds to the Memph 46 for a 1ST down,24,7
1st and 10 at MEM 46,Gunner Kiel pass incomplete to Shaq Washington,,
2nd and 10 at MEM 46,Gunner Kiel pass complete to Chris Moore for 4 yds to the Memph 42,,
3rd and 6 at MEM 42,"Gunner Kiel pass incomplete to Mekale McKay, broken up by Fritz Etienne",,
4th and 6 at MEM 42,"Sam Geraci punt for 32 yds, downed at the Memph 10",,
"CIN DRIVE TOTALS: 8 plays, 33 yards, 2:07"
Memphis at 13:51,,MEM,UC
1st and 10 at MEM 10,Paxton Lynch pass complete to Adrian Henderson for 43 yds to the Cincy 47 for a 1ST down,24,7
1st and 10 at CIN 47,Sam Craft run for 3 yds to the Cincy 44,,
2nd and 7 at CIN 44,Sam Craft run for 2 yds to the Cincy 42,,
3rd and 5 at CIN 42,Paxton Lynch pass complete to Tevin Jones for 17 yds to the Cincy 25 for a 1ST down,,
1st and 10 at CIN 25,Paxton Lynch pass complete to Tevin Jones for 12 yds to the Cincy 13 for a 1ST down,,
1st and 10 at CIN 13,Sam Craft run for 4 yds to the Cincy 9,,
2nd and 6 at CIN 9,Sam Craft run for 3 yds to the Cincy 6,,
3rd and 3 at CIN 6,Sam Craft run for 4 yds to the Cincy 2 for a 1ST down,,
1st and Goal at CIN 2,Jarvis Cooper run for 1 yd to the Cincy 1,,
2nd and Goal at CIN 1,Jarvis Cooper run for no gain to the Cincy 1,,
3rd and Goal at CIN 1,Sam Craft run for a loss of 2 yards to the Cincy 3,,
4th and Goal at CIN 3,Jake Elliott 20 yd FG GOOD,27,7
"MEM DRIVE TOTALS: 12 plays, 87 yards, 5:32"
Cincinnati at 8:19,,MEM,UC
1st and 10 at CIN 25,Gunner Kiel pass complete to Alex Chisum for 11 yds to the Cincy 36 for a 1ST down,27,7
1st and 10 at CIN 36,Gunner Kiel pass incomplete to Alex Chisum,,
2nd and 10 at CIN 36,Gunner Kiel pass incomplete to Shaq Washington,,
3rd and 10 at CIN 36,Gunner Kiel pass incomplete to Alex Chisum,,
