0234049020140927,,234,490
,"FLORIDA STATE wins the coin toss, and defers. NCSTATE to receive. FLORIDAST defends.",,
1st Quarter Play-by-Play
NC State at 15:00,,FSU,NCST
,Roberto Aguayo kickoff for 65 yds for a touchback,0,0
1st and 10 at NCST 25,Jacoby Brissett pass complete to David Grinnage for 21 yds to the NCSt 46 for a 1ST down,,
1st and 10 at NCST 46,"Jacoby Brissett pass complete to Bo Hines for 54 yds for a TD, (Niklas Sade KICK)",0,7
"NCST DRIVE TOTALS: 2 plays, 75 yards, 0:18"
Florida State at 14:42,,FSU,NCST
,"Niklas Sade kickoff for 54 yds , Jesus Wilson return for 34 yds to the FlaSt 45",0,7
1st and 10 at FSU 45,Jameis Winston pass complete to Karlos Williams for 19 yds to the NCSt 36 for a 1ST down,,
1st and 10 at NCST 36,Jameis Winston pass incomplete to Jesus Wilson,,
2nd and 10 at NCST 36,Karlos Williams run for 5 yds to the NCSt 31,,
3rd and 5 at NCST 31,Jameis Winston pass complete to Christian Green for 9 yds to the NCSt 22 for a 1ST down,,
1st and 10 at NCST 22,Jameis Winston pass complete to Karlos Williams for 5 yds to the NCSt 17,,
2nd and 5 at NCST 17,"Williams, Karlos rush for 6 yards to the NCSTATE11, PENALTY FLORIDAST illegal block 15 yards to the NCSTATE32, NO PLAY.",,
2nd and 20 at NCST 32,"Jameis Winston pass incomplete to u""Nick O'Leary""",,
,"Timeout NC STATE, clock 12:09",,
3rd and 20 at NCST 32,"Jameis Winston pass complete to Jesus Wilson for 32 yds for a TD, (Roberto Aguayo KICK)",7,7
"FSU DRIVE TOTALS: 7 plays, 55 yards, 2:39"
NC State at 12:03,,FSU,NCST
,Roberto Aguayo kickoff for 65 yds for a touchback,7,7
1st and 10 at NCST 25,Bo Hines pass incomplete to Johnathan Alston,,
2nd and 10 at NCST 25,Shadrach Thornton run for 4 yds to the NCSt 29,,
3rd and 6 at NCST 29,Jacoby Brissett pass complete to Bo Hines for 6 yds to the NCSt 35 for a 1ST down,,
1st and 10 at NCST 35,Shadrach Thornton run for 5 yds to the NCSt 40,,
2nd and 5 at NCST 40,Jacoby Brissett run for 7 yds to the NCSt 47 for a 1ST down,,
1st and 10 at NCST 47,Jacoby Brissett pass complete to Matt Dayes for 3 yds to the 50 yard line,,
2nd and 7 at 50,Shadrach Thornton run for 5 yds to the FlaSt 45,,
3rd and 2 at FSU 45,Shadrach Thornton run for 8 yds to the FlaSt 37 for a 1ST down,,
1st and 10 at FSU 37,Jacoby Brissett pass complete to Shadrach Thornton for 6 yds to the FlaSt 31,,
2nd and 4 at FSU 31,Shadrach Thornton run for 10 yds to the FlaSt 21 for a 1ST down,,
1st and 10 at FSU 21,Jacoby Brissett pass complete to Johnathan Alston for 16 yds to the FlaSt 5 for a 1ST down,,
1st and Goal at FSU 5,Matt Dayes run for 2 yds to the FlaSt 3,,
2nd and Goal at FSU 3,"Shadrach Thornton run for 3 yds for a TD, (Niklas Sade KICK)",7,14
"NCST DRIVE TOTALS: 13 plays, 75 yards, 5:58"
Florida State at 6:05,,FSU,NCST
,Niklas Sade kickoff for 65 yds for a touchback,7,14
1st and 10 at FSU 25,"Jameis Winston sacked by T.Y. McGill for a loss of 4 yards to the FlaSt 21 Jameis Winston fumbled, forced by T.Y. McGill, recovered by NCSt Monty Nelson , return for 0 yards",,
"FSU DRIVE TOTALS: 1 play, -4 yards, 0:07"
NC State at 5:58,,FSU,NCST
1st and 10 at FSU 21,Jacoby Brissett run for 2 yds to the FlaSt 19,7,14
2nd and 8 at FSU 19,Jacoby Brissett pass incomplete,,
3rd and 8 at FSU 19,Jacoby Brissett pass incomplete to Bryan Underwood,,
4th and 8 at FSU 19,Niklas Sade 37 Yd Field Goal,7,17
"NCST DRIVE TOTALS: 4 plays, 2 yards, 0:42"
Florida State at 5:16,,FSU,NCST
,"Niklas Sade kickoff for 65 yds , Kermit Whitfield return for 19 yds to the FlaSt 19",7,17
1st and 10 at FSU 19,Dalvin Cook run for a loss of 1 yard to the FlaSt 18,,
2nd and 11 at FSU 18,Jameis Winston pass incomplete to Christian Green,,
3rd and 11 at FSU 18,Jameis Winston pass incomplete to Jesus Wilson,,
4th and 11 at FSU 18,"Cason Beatty punt for 39 yds, fair catch by Bo Hines at the NCSt 43",,
"FSU DRIVE TOTALS: 3 plays, -1 yard, 0:53"
NC State at 4:23,,FSU,NCST
1st and 10 at NCST 43,Jacoby Brissett pass complete to David Grinnage for 45 yds to the FlaSt 12 for a 1ST down,7,17
1st and 10 at FSU 12,Shadrach Thornton run for 2 yds to the FlaSt 10,,
2nd and 8 at FSU 10,Jacoby Brissett pass complete to Tyler Purvis for 7 yds to the FlaSt 3,,
3rd and 1 at FSU 3,"NC STATE Penalty, False Start (-5 Yards) to the FlaSt 8",,
3rd and 6 at FSU 8,"Jacoby Brissett pass complete to Johnathan Alston for 8 yds for a TD, (Niklas Sade KICK)",7,24
"NCST DRIVE TOTALS: 4 plays, 57 yards, 2:17"
Florida State at 2:06,,FSU,NCST
,"Niklas Sade kickoff for 65 yds , Kermit Whitfield return for 18 yds to the FlaSt 18",7,24
1st and 10 at FSU 18,Jameis Winston pass complete to Kermit Whitfield for 2 yds to the FlaSt 20,,
2nd and 8 at FSU 20,Jameis Winston pass complete to Jesus Wilson for 39 yds to the NCSt 41 for a 1ST down,,
1st and 10 at NCST 41,Jameis Winston pass complete to Rashad Greene for 5 yds to the NCSt 36,,
2nd and 5 at NCST 36,Jameis Winston pass incomplete to Jesus Wilson,,
3rd and 5 at NCST 36,Jameis Winston pass complete to Rashad Greene for 18 yds to the NCSt 18 for a 1ST down,,
1st and 10 at NCST 18,Jameis Winston pass complete to Jesus Wilson for 6 yds to the NCSt 12,,
2nd and 4 at NCST 12,Karlos Williams run for no gain to the NCSt 12,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Florida State at 15:00,,FSU,NCST
3rd and 4 at NCST 12,Jameis Winston pass complete to Rashad Greene for 4 yds to the NCSt 8 for a 1ST down,7,24
1st and Goal at NCST 8,Karlos Williams run for 4 yds to the NCSt 4,,
2nd and Goal at NCST 4,"Karlos Williams run for 4 yds for a TD, (Roberto Aguayo KICK)",14,24
2nd and Goal at NCST 3,"FLORIDA ST Penalty, Illegal Procedure (-5 Yards) to the NCSt 8",,
"FSU DRIVE TOTALS: 10 plays, 82 yards, 3:15"
NC State at 13:51,,FSU,NCST
,"Roberto Aguayo kickoff for 63 yds , Matt Dayes return for 13 yds to the NCSt 48 NC STATE Penalty, Illegal Block (7 Yards) to the NCSt 8",14,24
1st and 10 at NCST 8,Matt Dayes run for no gain to the NCSt 8,,
2nd and 10 at NCST 8,Jacoby Brissett pass incomplete to Marquez Valdes-Scantling,,
3rd and 10 at NCST 8,Jacoby Brissett sacked by DeMarcus Walker for a loss of 6 yards to the NCSt 2,,
4th and 16 at NCST 2,"Wil Baumann punt for 40 yds , Rashad Greene returns for 20 yds to the NCSt 22",,
"NCST DRIVE TOTALS: 3 plays, -6 yards, 1:46"
Florida State at 12:05,,FSU,NCST
1st and 10 at NCST 22,"Jameis Winston pass complete to Christian Green for 22 yds for a TD, (Roberto Aguayo KICK)",21,24
"FSU DRIVE TOTALS: 1 play, 22 yards, 0:07"
NC State at 11:58,,FSU,NCST
,"Roberto Aguayo kickoff for 58 yds , Matt Dayes return for 11 yds to the NCSt 18",21,24
1st and 10 at NCST 18,Jacoby Brissett pass incomplete to Matt Dayes,,
2nd and 10 at NCST 18,Matt Dayes run for 1 yd to the NCSt 19,,
3rd and 9 at NCST 19,Jacoby Brissett pass complete to Johnathan Alston for 10 yds to the NCSt 29 for a 1ST down,,
1st and 10 at NCST 29,Jacoby Brissett pass complete to Shadrach Thornton for 14 yds to the NCSt 43 for a 1ST down,,
