0485008620140920,,485,86
,Norfolk St wins toss and defers; Buffalo will receive and defend North,,
1st Quarter Play-by-Play
Buffalo at 15:00,,NSU,BUF
,"Ryan Lee kickoff for 62 yds , Jacob Martinez return for 12 yds to the Buff 15",0,0
1st and 10 at BUFF 15,Anthone Taylor run for 3 yds to the Buff 18,,
2nd and 7 at BUFF 18,Joe Licata pass complete to Ron Willoughby for 9 yds to the Buff 27 for a 1ST down,,
1st and 10 at BUFF 27,Anthone Taylor run for 4 yds to the Buff 31,,
2nd and 6 at BUFF 31,Anthone Taylor run for 3 yds to the Buff 34,,
3rd and 3 at BUFF 34,Anthone Taylor run for 1 yd to the Buff 35,,
4th and 2 at BUFF 35,"Tyler Grassman punt for 31 yds, downed at the NflkS 34",,
"BUFF DRIVE TOTALS: 5 plays, 20 yards, 2:55"
Norfolk State at 12:05,,NSU,BUF
1st and 10 at NORF 34,Aaron Daniels run for 2 yds to the NflkS 36,0,0
2nd and 8 at NORF 36,Aaron Daniels run for 5 yds to the NflkS 41,,
3rd and 3 at NORF 41,Terrance Ervin pass incomplete to Demetreus Ferebee,,
4th and 3 at NORF 41,"Dylan Shaddix punt for 55 yds , Marcus McGill returns for 4 yds to the Buff 8",,
"NORF DRIVE TOTALS: 3 plays, 7 yards, 1:19"
Buffalo at 10:46,,NSU,BUF
1st and 10 at BUFF 8,"Joe Licata pass complete to Devon Hughes for 92 yds for a TD, (Patrick Clarke KICK)",0,7
"BUFF DRIVE TOTALS: 1 play, 92 yards, 0:12"
Norfolk State at 10:25,,NSU,BUF
,"Patrick Clarke kickoff for 49 yds , Damian Smith return for 16 yds to the NflkS 32",0,7
1st and 10 at NORF 32,Isaac White 68 Yd pass from Terrance Ervin (Ryan Lee Kick),7,7
"NORF DRIVE TOTALS: 1 play, 68 yards, 0:10"
Buffalo at 10:15,,NSU,BUF
,Ryan Lee kickoff for 65 yds for a touchback,7,7
1st and 10 at ,"PSTL, TAYLOR, Anthone rush for 9 yards to the UB34 (MARROW,Darrin), PENALTY NSU offside off-setting, PENALTY UB clipping off-setting, NO PLAY.",,
1st and 10 at BUFF 25,Anthone Taylor run for 8 yds to the Buff 33,,
2nd and 2 at BUFF 33,Anthone Taylor run for 4 yds to the Buff 37 for a 1ST down,,
1st and 10 at BUFF 37,Anthone Taylor run for 9 yds to the Buff 46,,
2nd and 1 at BUFF 46,Anthone Taylor run for a loss of 1 yard to the Buff 45,,
3rd and 2 at BUFF 45,Anthone Taylor run for 3 yds to the Buff 48 for a 1ST down,,
1st and 10 at BUFF 48,Joe Licata pass complete to Matt Weiser for 12 yds to the NflkS 40 for a 1ST down,,
1st and 10 at NORF 40,Jordan Johnson run for 3 yds to the NflkS 37,,
2nd and 7 at NORF 37,"LICATA, Joe pass incomplete to WEISER, Matt, PENALTY UB personal foul 15 yards to the UB48, NO PLAY.",,
2nd and 22 at BUFF 48,Jordan Johnson run for 4 yds to the NflkS 48,,
3rd and 18 at NORF 48,Joe Licata pass complete to Ron Willoughby for 35 yds to the NflkS 13 for a 1ST down,,
1st and 10 at NORF 13,Jordan Johnson run for 4 yds to the NflkS 9,,
,"Timeout NORFOLK ST, clock 05:06",,
2nd and 6 at NORF 9,"Joe Licata pass complete to Devon Hughes for 9 yds for a TD, (Patrick Clarke KICK)",7,14
"BUFF DRIVE TOTALS: 11 plays, 75 yards, 5:14"
Norfolk State at 4:58,,NSU,BUF
,"Patrick Clarke kickoff for 36 yds , Damian Smith return for no gain to the NflkS 31 Damian Smith fumbled, recovered by NflkS N/A",7,14
1st and 10 at NORF 31,Aaron Daniels run for 3 yds to the NflkS 34,,
2nd and 7 at NORF 34,"Terrance Ervin pass incomplete to Demetreus Ferebee, broken up by Okezie Alozie",,
3rd and 7 at NORF 34,Terrance Ervin run for 18 yds to the Buff 48 for a 1ST down,,
1st and 10 at BUFF 48,Brendon Riddick run for 5 yds to the Buff 43,,
2nd and 5 at BUFF 43,Brendon Riddick run for a loss of 3 yards to the Buff 46,,
3rd and 8 at BUFF 46,Terrance Ervin sacked by Nick Gilbo and Kyril Threats for a loss of 8 yards to the NflkS 46,,
4th and 16 at NORF 46,Dylan Shaddix punt for 54 yds for a touchback,,
"NORF DRIVE TOTALS: 6 plays, 15 yards, 2:47"
Buffalo at 2:11,,NSU,BUF
1st and 10 at BUFF 20,Anthone Taylor run for 5 yds to the Buff 25,7,14
2nd and 5 at BUFF 25,Anthone Taylor run for 4 yds to the Buff 29,,
3rd and 1 at BUFF 29,Anthone Taylor run for 3 yds to the Buff 32 for a 1ST down,,
1st and 10 at BUFF 32,Anthone Taylor run for 8 yds to the Buff 40,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Buffalo at 15:00,,NSU,BUF
2nd and 2 at BUFF 40,Anthone Taylor run for 4 yds to the Buff 44 for a 1ST down,7,14
1st and 10 at BUFF 44,Joe Licata pass complete to Mason Schreck for 27 yds to the NflkS 29 for a 1ST down,,
1st and 10 at NORF 29,Joe Licata pass incomplete to Anthone Taylor,,
2nd and 10 at NORF 29,Joe Licata pass incomplete to Ron Willoughby,,
3rd and 10 at NORF 29,Joe Licata pass complete to Jacob Martinez for 19 yds to the NflkS 10 for a 1ST down,,
,"Timeout NORFOLK ST, clock 13:18",,
1st and Goal at NORF 10,Joe Licata run for 4 yds to the NflkS 6,,
2nd and Goal at NORF 6,Anthone Taylor run for no gain to the NflkS 6,,
3rd and Goal at NORF 6,"Joe Licata pass incomplete to Marcus McGill, broken up by Brandon Walker",,
4th and Goal at NORF 6,Patrick Clarke 23 yd FG MISSED,,
"BUFF DRIVE TOTALS: 13 plays, 74 yards, 5:14"
Norfolk State at 11:57,,NSU,BUF
1st and 10 at NORF 20,Terrance Ervin pass incomplete to N/A,7,14
2nd and 10 at NORF 20,Brendon Riddick run for 3 yds to the NflkS 23,,
3rd and 7 at NORF 23,Brendon Riddick run for no gain to the NflkS 23,,
"NORF DRIVE TOTALS: 4 plays, -1 yard, 1:22"
Buffalo at 10:35,,NSU,BUF
1st and 10 at NORF 19,Jordan Johnson run for 8 yds to the NflkS 11,7,14
2nd and 2 at NORF 11,Jordan Johnson run for 5 yds to the NflkS 6 for a 1ST down,,
1st and Goal at NORF 6,Jordan Johnson run for 3 yds to the NflkS 3,,
,"Timeout BUFFALO, clock 08:48",,
2nd and Goal at NORF 3,"Joe Licata pass complete to Ron Willoughby for 3 yds for a TD, (Tyler Grassman failed)",7,20
"BUFF DRIVE TOTALS: 4 plays, 19 yards, 1:51"
Norfolk State at 8:44,,NSU,BUF
,Patrick Clarke kickoff for 65 yds for a touchback,7,20
1st and 10 at NORF 25,Aaron Daniels run for no gain to the NflkS 25,,
2nd and 10 at NORF 25,Terrance Ervin sacked by Max Perisse for a loss of 11 yards to the NflkS 14,,
