0253025520140913,,253,255
1st Quarter Play-by-Play
Georgia Tech at 15:00,,GSU,GT
,Younghoe Koo kickoff for 65 yds for a touchback,0,0
1st and 10 at GT 25,Charles Perkins run for 63 yds to the GeoSo 12 for a 1ST down,,
1st and 10 at GASO 12,Tony Zenon run for 4 yds to the GeoSo 8,,
2nd and 6 at GASO 8,"Justin Thomas run for 8 yds for a TD, (Harrison Butker KICK)",0,7
"GT DRIVE TOTALS: 3 plays, 75 yards, 1:15"
Georgia Southern at 13:45,,GSU,GT
,Harrison Butker kickoff for 60 yds,0,7
1st and 10 at GASO 35,Matt Breida run for 4 yds to the GeoSo 39,,
2nd and 6 at GASO 39,Kevin Ellison run for 5 yds to the GeoSo 44,,
3rd and 1 at GASO 44,Zach Walker run for no gain to the GeoSo 44,,
4th and 1 at GASO 44,"Ryan Nowicki punt for 41 yds, fair catch by Jamal Golden at the GTech 15",,
"GASO DRIVE TOTALS: 3 plays, 9 yards, 1:47"
Georgia Tech at 11:58,,GSU,GT
1st and 10 at GT 16,"Justin Thomas pass incomplete, broken up by Antwione Williams",0,7
2nd and 10 at GT 16,Justin Thomas run for 23 yds to the GTech 39 for a 1ST down,,
1st and 10 at GT 39,Zach Laskey run for 5 yds to the GTech 44,,
2nd and 5 at GT 44,"Deon Hill run for 8 yds to the GATECH 48 for a 1ST down GA SOUTHERN Penalty, personal foul (Edwin Jackson) to the GeoSo 33 for a 1ST down",,
1st and 10 at GASO 33,Zach Laskey run for 6 yds to the GeoSo 27,,
2nd and 4 at GASO 27,Justin Thomas pass complete to Charles Perkins for 1 yd to the GeoSo 26,,
3rd and 3 at GASO 26,Justin Thomas run for 11 yds to the GeoSo 15 for a 1ST down,,
1st and 10 at GASO 15,Zach Laskey run for 5 yds to the GeoSo 10,,
2nd and 5 at GASO 10,Justin Thomas run for a loss of 2 yards to the GeoSo 12,,
3rd and 7 at GASO 12,"Justin Thomas pass complete to Zach Laskey for 12 yds for a TD, (Harrison Butker KICK)",0,14
"GT DRIVE TOTALS: 10 plays, 84 yards, 4:16"
