0367074620140913,,367,746
,UL wins toss and will receive. UVa defend north end zone,,
1st Quarter Play-by-Play
Louisville at 15:00,,UL,UVA
,Dylan Sims kickoff for 65 yds for a touchback,0,0
1st and 10 at LOU 25,Dominique Brown run for 7 yds to the Lvile 32,,
2nd and 3 at LOU 32,Will Gardner pass complete to James Quick for 11 yds to the Lvile 43 for a 1ST down,,
1st and 10 at LOU 43,Dominique Brown run for 8 yds to the Virg 49,,
2nd and 2 at UVA 49,Will Gardner pass complete to Eli Rogers for 20 yds to the Virg 29 for a 1ST down,,
1st and 10 at UVA 29,L.J. Scott run for 11 yds to the Virg 18 for a 1ST down,,
1st and 10 at UVA 18,Dominique Brown run for 3 yds to the Virg 15,,
2nd and 7 at UVA 15,Will Gardner sacked by Henry Coley for a loss of 3 yards to the Virg 18,,
3rd and 10 at UVA 18,Will Gardner pass complete to Kai Dela Cruz for 9 yds to the Virg 9,,
4th and 1 at UVA 9,"Will Gardner pass complete to Charles Standberry for 9 yds for a TD, (John Wallace KICK)",7,0
"LOU DRIVE TOTALS: 9 plays, 75 yards, 5:12"
Virginia at 9:48,,UL,UVA
,"Jon Brown kickoff for 59 yds , Darius Jennings return for 20 yds to the Virg 26",7,0
1st and 10 at UVA 26,Greyson Lambert pass complete to Miles Gooch for 50 yds to the Lvile 24 for a 1ST down,,
1st and 10 at LOU 24,Kevin Parks run for 4 yds to the Lvile 20,,
2nd and 6 at LOU 20,"VIRGINIA Penalty, false start (N/A) to the Lvile 25",,
2nd and 11 at LOU 25,"Greyson Lambert run for a loss of 9 yards to the Lvile 35 Greyson Lambert fumbled, recovered by Lvile Sheldon Rankins  , return for 1 yd to the Lvile 35",,
"UVA DRIVE TOTALS: 3 plays, 40 yards, 1:26"
Louisville at 8:22,,UL,UVA
1st and 10 at LOU 35,"LOUISVILLE Penalty, false start (N/A) to the Lvile 30",7,0
1st and 15 at LOU 30,Will Gardner pass complete to James Quick for 15 yds to the Lvile 45 for a 1ST down,,
1st and 10 at LOU 45,Dominique Brown run for a loss of 1 yard to the Lvile 44,,
2nd and 11 at LOU 44,Will Gardner pass incomplete to N/A,,
3rd and 11 at LOU 44,Will Gardner run for 6 yds to the 50 yard line,,
4th and 5 at 50,Ryan Johnson punt for 34 yds,,
"LOU DRIVE TOTALS: 4 plays, 15 yards, 1:54"
Virginia at 6:28,,UL,UVA
1st and 10 at UVA 16,Taquan Mizzell run for 1 yd to the Virg 17,7,0
2nd and 9 at UVA 17,Greyson Lambert pass complete to Taquan Mizzell for 2 yds to the Virg 19,,
3rd and 7 at UVA 19,Greyson Lambert pass complete to Canaan Severin for 9 yds to the Virg 28 for a 1ST down,,
,"Timeout VIRGINIA, clock 04:49",,
1st and 10 at UVA 28,Greyson Lambert pass complete to Kevin Parks for 5 yds to the Virg 33,,
2nd and 5 at UVA 33,Kevin Parks run for 8 yds to the Virg 41 for a 1ST down,,
1st and 10 at UVA 41,Kevin Parks run for 5 yds to the Virg 46,,
2nd and 5 at UVA 46,Kevin Parks run for 2 yds to the Virg 48,,
3rd and 3 at UVA 48,Greyson Lambert pass incomplete to N/A,,
4th and 3 at UVA 48,Alec Vozenilek punt for 52 yds for a touchback,,
"UVA DRIVE TOTALS: 8 plays, 32 yards, 4:07"
Louisville at 2:21,,UL,UVA
1st and 10 at LOU 20,Dominique Brown run for no gain to the Lvile 20,7,0
2nd and 10 at LOU 20,Will Gardner pass intercepted Anthony Harris return for 7 yds to the Lvile 15,,
"LOU DRIVE TOTALS: 2 plays, 0 yards, 0:43"
Virginia at 1:38,,UL,UVA
1st and 10 at LOU 15,Kevin Parks run for 6 yds to the Lvile 9,7,0
2nd and 4 at LOU 9,Kevin Parks run for a loss of 6 yards to the Lvile 15,,
3rd and 10 at LOU 15,"Greyson Lambert pass complete to Miles Gooch for 15 yds for a TD, (Ian Frye KICK)",7,7
"UVA DRIVE TOTALS: 3 plays, 15 yards, 1:15"
Louisville at 0:23,,UL,UVA
,"Dylan Sims kickoff for 56 yds , Corvin Lamb return for 14 yds to the Lvile 49 LOUISVILLE Penalty, Offensive holding (10 Yards) to the Lvile 13",7,7
1st and 10 at LOU 13,Will Gardner pass incomplete to Dominique Brown,,
2nd and 10 at LOU 13,Dominique Brown run for 9 yds to the Lvile 22,,
,End of 1st Quarter,,
2nd Quarter Play-by-Play
Louisville at 15:00,,UL,UVA
