0231000920140927,,231,9
1st Quarter Play-by-Play
UAB at 15:00,,FI,UAB
,"Austin Taylor kickoff for 57 yds , Lamarcus Farmer return for 18 yds to the UAB 26",0,0
1st and 10 at UAB 26,Jordan Howard run for 18 yds to the UAB 44 for a 1ST down,,
1st and 10 at UAB 44,Cody Clements pass complete to Jamarcus Nelson for 40 yds to the FlaIn 16 for a 1ST down,,
1st and 10 at FIU 16,Cody Clements pass complete to Josh Magee for 10 yds to the FlaIn 6 for a 1ST down,,
1st and Goal at FIU 6,Jordan Howard run for 4 yds to the FlaIn 2,,
2nd and Goal at FIU 2,"D.J. Vinson run for 2 yds for a TD, (Ty Long KICK)",0,7
"UAB DRIVE TOTALS: 5 plays, 74 yards, 1:24"
Florida Intl at 13:30,,FI,UAB
,"Ty Long kickoff for 57 yds , Glenn Coleman return for 18 yds to the FlaIn 26",0,7
1st and 10 at FIU 26,Alex Gardner run for 2 yds to the FlaIn 28,,
2nd and 8 at FIU 28,Alex McGough run for 6 yds to the FlaIn 34,,
3rd and 2 at FIU 34,Alex McGough run for 4 yds to the FlaIn 38 for a 1ST down,,
1st and 10 at FIU 38,Alex McGough pass complete to Glenn Coleman for 15 yds to the UAB 47 for a 1ST down,,
1st and 10 at UAB 47,Alex Gardner run for 4 yds to the UAB 43,,
2nd and 6 at UAB 43,"Alex McGough pass incomplete to u""Ya'Keem Griner""",,
3rd and 6 at UAB 43,Alex McGough pass incomplete to N/A,,
4th and 6 at UAB 43,Jose Laphitzondo punt for 43 yds for a touchback,,
"FIU DRIVE TOTALS: 7 plays, 31 yards, 3:07"
UAB at 10:23,,FI,UAB
1st and 10 at UAB 20,Jordan Howard run for 10 yds to the UAB 30 for a 1ST down,0,7
1st and 10 at UAB 30,Cody Clements pass complete to Jordan Howard for 5 yds to the UAB 35,,
2nd and 5 at UAB 35,"Cody Clements run for a loss of 5 yards to the UAB 23 Cody Clements fumbled, recovered by FlaIn Giovani Francois",,
"UAB DRIVE TOTALS: 3 plays, 3 yards, 0:49"
Florida Intl at 9:34,,FI,UAB
1st and 10 at UAB 23,Alex McGough pass incomplete to N/A,0,7
2nd and 10 at UAB 23,Anthon Samuel run for 1 yd to the UAB 22,,
3rd and 9 at UAB 22,"FLORIDA INTL Penalty, false start (-5 Yards) to the UAB 27",,
3rd and 14 at UAB 27,Alex McGough pass incomplete to Glenn Coleman,,
4th and 14 at UAB 27,Austin Taylor 44 yd FG MISSED,,
"FIU DRIVE TOTALS: 4 plays, -4 yards, 0:53"
UAB at 8:41,,FI,UAB
1st and 10 at UAB 27,Cody Clements run for 7 yds to the UAB 34,0,7
2nd and 3 at UAB 34,Cody Clements sacked by Denzell Perine and Imarjaye Albury for a loss of 1 yard to the UAB 33,,
3rd and 4 at UAB 33,Cody Clements pass complete to Josh Magee for 3 yds to the UAB 36,,
4th and 1 at UAB 36,"UAB Penalty, false start (-5 Yards) to the UAB 31",,
4th and 6 at UAB 31,"Hunter Mullins punt for 36 yds, fair catch by Richard Leonard at the FlaIn 33",,
"UAB DRIVE TOTALS: 3 plays, 4 yards, 2:05"
Florida Intl at 6:36,,FI,UAB
1st and 10 at FIU 33,Anthon Samuel run for 2 yds to the FlaIn 35,0,7
2nd and 8 at FIU 35,Alex McGough pass complete to Akil Dan-Fodio for 4 yds to the FlaIn 39,,
3rd and 4 at FIU 39,"FLORIDA INTL Penalty, false start (-5 Yards) to the FlaIn 34",,
